File,ground_truth,wav2vec2,IC,Ourmodel
02000210001_chunk_465.wav,जो बिया बोलते हैं जिस पर टिक्स बोलते हैं ये हमारे डीरीपान के दीवारों की जो छोटी छोटे,ीहै जो ब्घिया बोलते हैं जिस पर टिक्स बोलते हैं ये हमारे ढीरीपांग के दीवारों की जो छोटेछोटे,जो जो बजिया बोलते हैं जिसक टिक्स बोलते हैं ये हमारे डेली पान के दीवारों की जो छोटे छोटे,यजो जो बदिया बोलते हैं जिस पो फिक्स बोलते हैं ये हमारे डेरी फार्म के दीवारों की जो छोटेछोटे
02000210001_chunk_466.wav,दरारें होती दाव ई से छोटी उसमें छुपके बैठती हैं और जिये जीना न या शरीर उनका प्रजनन प्रक्रिया चाली होती है,ें दरारें होती पिवाइसी सूती उसमें छुपके बैठती हैं और जीदिे जी नाम उलाै या शरीरकर म उनका प्रजनत प्रक्रिया चालू होती है,दरारें होती हैं रिवाइसस होती है उसमें छुट के बैठती हैं और जे लिए न खदना है या शरीर घर में उनका प्रजनल प्रक्रिया चालू होती है,दरारी होती है डिवाइसेोती उसके छुटके बैठती है और जीजी जीशरीर कर उनका प्रजनन प्रक्रिया चालू होती है
02000210001_chunk_475.wav,पशु को चाटने मत दीजिए और एक आधे घंटे घंटे में पशु सुखा जाता हैं उसके बाद सारे डिक्स लाइट हो तो झड़ के मर जाते हैं,पशु को चाटने मद दीजिए और एक आधे घंटे घंटे में पशुशूक जाता नतो उसके बाद सारे डिक्स लाइस होते है औ झड़के घर जाते हैं,पशु को चाटनी मत दीजिए और एक आधे घंटे घंटे में पशु सुख जाता है तो फिर उसके बाद सारे डिककपलाइस होते हैं वो छड़के गर जाते हैं,पशु को चाटने मत दीजिए और एक आधे घंटे घंटे में पशुशु जाता है तोति उसके बाद सारे एक ्लाइस होते है वो झड़के गर जाते हैं
02000210001_chunk_476.wav,तो साइड पर मैट्री सारी ऐसी दवाइयां आती हैं जो बाजार में मिलती हैं और,जो साइपरमेत्री एपोसर जैसी दवाइयां आती हैं जो बाजार में मिलती हैं और,तो टाइपर महत्रीन बहुत सारी ऐसी दवाइयाँ आती हैं जो बाज़ार में मिलती हैं और,तो साइपर मेथरी बहुत सारी ऐसी दवाइयाँ आती हैं जो बाजार में मिलती हैं औ
02000210001_chunk_480.wav,हमारे टिक्स खत्म होई रह तो फिर बहुत सारे ऐसे इंजेक्शन आते हैं आयुर मैक्टिनग के इसके जरिए आप उन,हमारे टीक्स खत्म हुईं ही रहे तो फिर एक बहुत सारे ऐसे इंजेक्शन चाहते हैं आऔर मैक्टिंग के इसके जरिे आपन,हमारे ठिक खत्म हुई नहीं रहे तो फिर बहुत सारे ऐसे इंजेक्शनस आते हैं आयरमैक्टीन के इसके ज़रिए आप उन,टिक्स खतम होई नी र तो फिर बहुत सारे ऐसे इंजेक्शन ाते हैं आय मैक्टीन के इसके जरिए आप
02000210001_chunk_497.wav,और सिर्फ दूध से कुछ रही दूध से तो आप जो खर्चा करता है वो ही निकल पाता है,हैऔर सिर्फ दूध से कुछ नी दूध से तो आप जो खर्चा करता है वो ही निकल पाता है,और उसकेरप दूध से कुछ नहीं दूध से तो आप जो खर्चा करता है वोही निकल पाता है,और सिर्फ दूध से कुछ री दूध से तो आप जो खर्चा करता है वोही निकल पाता है
02000210001_chunk_512.wav,एक तो जैसे हमारी भैंस सब आती है,ै एक तो जैसे हमारी भेंत सब ब्याती है,एक तो जैसे हमारी भहन स व्यासी है,एक तो जैसे हमारी बैस सब ब्याती है
02000210001_chunk_522.wav,तो जब सांटिफिकली के एक घंटे के भीतर खिस बच्चो को मिल जाना चाहिए के बजन का एक बड़ा दस भाग तो उस समे कया स्थिति रहा जानी चाहिए,तो झो के वशांटिफिकलिी कहते हैंक एक घंटे के भीतर खिस बच्चोंको मिल जाना चाहिए क बजन का एक बड़ा दस बाग तो उस समय क्या स्थिति रेनी चाहिए,तो जबकि ससंटिफिकली कहते है कि एक घंटे के भी तरखे इस बच्चों को मिल जाना चाहिए या बजन का एक बड़ा दस बार तो उस समय क्या स्थिति रहनी चाहिए,तो जब कसाइंटिफिक लिए कहते हैं कि एक घंटे के भीतर खेस बच्चो को मिल जाना चाहिए ये बजन का एक बटा दस बाक तो उस समय क्या स्थिति रेनी चाहिए
02000210001_chunk_535.wav,वो तो उसके बाद ख दे दूसरी चीज जैसे कि हम जानते हैं कि गाय भैस के जो बच्चे हैं,बतो उसके बद रह दी दूसरी चीज जैसे कि हम जानते हैं कि गाया भैंस के जो बच्चे हैं,वो तो वो तो वो तो उसके बद रहे हैं जी दूसरी चीज़ जैसे कि हम जानते हैं कि ग या भैंस के जो बच्चे हैं,ोतो उसके बदरजी दूसरी चीज जैसे कि हम जानते हैं कि ग या भैस के जो बच्चे हैं
02000210001_chunk_536.wav,इसके पेट में जो कीड़ेमांके पेड से आते हैं जो बर्मश जो हैं,इसकए पेट में जो कीड़े माँके पेट से आते हैं जो बर्म श जो हैं,इसके पेट में जो कीड़े माके पेट से आते हैं जो बर्म स्लो हैं,इसकिए पेट में जो कीड़े माके पेट से आते हैं जो बर्मस जो हैं
02000210001_chunk_557.wav,कि प्रेगनेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि,कि प्रेगनेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे है उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि,कि प्रेगननट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि,कि प्रेगनेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि
02000210001_chunk_566.wav,और परेशानी आ सकती है तो मना कर देते डॉक्टर इंजेक्शन लेखे जाता है तो बुला के डॉक्टर इसको नहीं लगाना यह ये प्रेग्नेंट है,और परेशानीय आ सकती ह तो मना कर देते ं जैसी डॉक्टर इंजेक्शन दिखे जाता है तो बुले डॉक्टर स्कुल नहीं लगाना ये ये प्रेगनेंट है,और परेशान आ सकती है तो मना कर देते हैं जैसी डॉक्टर इंजेक्शन नहीं के जाता है तो बोले डॉक्टर स्कूल नहीं लगाना य जेगनेेंट है,और परेशानी आ सकती तो मना कर देते ं ज सी डॉक्टर इंजेक्शन निके जाता है तो मुझे डॉक् इस्कोल नहीं लगाना ये ये प्रेगनेंट है
02000210001_chunk_582.wav,लेकिन वो आपकी पशु को बजार आर टीका तो फर जाहिर कि दो दिन के दूध को तो अपन सहन कर सकते हैं,ेकिन वो आप आपके पशु को बजारह ै टी का तो फर जाहिर ै कि दो दिन के दूध को तो अपन सहंन कर सकते हैं,लेकिन वो आपके पशु को बजार है आडली का तो कले जााहर है कि दो दिन के दोत को तो अपन सहन कर सकते हैं,न वो आ आपके पशु को बचा रा है डीका तो फिर जाइ कि दो दिन कि दोसतं तो अपन सेन कर सकते हैं
02000210001_chunk_584.wav,मैंने पांच केस ैसे देखे हैं जो मेरे पास आए थे जिनमें ो कॉलस्ट्रम था त उन्होंने जो कॉलस्ट्रम बचा था उन्होंने बहस को ही फला दिया थ तो वो,मैंने पांच केस सैसे देखे हैं जो मेरे पास आए थे जिनमें जो कॉलोस्ट्रम था उन्होंने जो कॉलस्ट्रम बचा था उन्होंने बहंस को ही पिला दिया था तो वो,मैंने पाँच केस ऐसे देखे हैं जो मेरे पास आए थे जिनमें जो कॉलेस्ट्रम था तो उन्होंने जो कॉलेस्ट्रम बचा था उन्होंने भैंस को ही पिला दिया था तो वो,मैंने पाँच केस ऐसे देखे हैं जो मेरे पास आए थे जिनमें जो कॉलोस्ट्रेम था तो उन्होंने जो कॉलोजसफ्रम बचा था उन्होंने बहस को ही पिला दिया था तो वो
02000210001_chunk_598.wav,अगला प्रश्न है गणेश जी आ चुके हैं क्या,अगला प्रश्न है गणेश जी आ चुके हैं क्या,अगला पश्न गणेश जी आ चुके है क्या,अगला प्रश्न गणेश जी आ चुके हैं क्या
02000210001_chunk_600.wav,और मैं बताना चाहता हूं जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न का जो,और मैं बताना चाहता हूं जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न का जो,और मैं बताना चाहता हूँ जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न का जो,और मैं बताना चाहता हूँं जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न काज
02000210001_chunk_602.wav,सबसे ज्यादा बहसें पाई जाती हैं तो जिसका सही जवाब हमें दिया था खड़क सोलंकी जी ने सबसे पहले दिया था,सबसे ज्यादा बहंसें पाई जाती हैं तो जिसका सही जवाब हमें दिया दा हड़क सुलंकी जी ने सबसे पहले दिया था,सबसे ज़्यादा भैंसें पाई जाती हैं तो जिसका सही जवाब हमें दिया था खड़क सोलंग की जी ने है सबसे पहले दिया था,सबसे ज़्यादा बैसें पाई जाती हैं तोजिसका सही जवाब हमें दिया था हड़क सुलंकी जी ने सबसे पहले दिया था
02000210001_chunk_609.wav,बारिश के समय जो सभी डेरी पालक हैं,बारिश के समय प जो सभी डेयरी पालक हैं,बारिश के समय पे जो सभी डेरी पालक हैं,बारिश के समय में जो सभी डेरी पालक हैं
02000210001_chunk_610.wav,इस समय हमारे साथ मैं काफी डेरी से जुड़े हुए लोग हैं तो मै चहता हूं कि इस प्रश्न का जवाब,इस समय हमारे साथ में काफी डेयरी से जुड़े हुए लोग हैं तो मैं चाहता हूं कि इस प्रश्न का जवाब,इस समय हमारे साथ में काफ़ी देरी से जुड़े हुए लोग हैं तो मैं चाहता हूँ कि इस प्रश्न का जवाब,इस समय हमारे साथ में काफ़ी डेरी से जुड़़े हुए लोग हैं तो मैं चाहता हूँ कि इस प्रश्न का जवाब
02000210001_chunk_614.wav,वेटनरी मेडिसिन यह भी दवाई से संबंधती है रोग के जहां बात है तो इसमें तकनीकी नाम भी दिे हुए हैं सभी दवाइयों के जोजो डक्टर साहब भी यहां बता रहे हैं,वेटनरी मेडिसिन येभी दवाई से संबंधिती है रोग के जहां बात है तो इसमें तकनीकी नाम भी दिे हुए हैं सभी दवाइयों के जो जो डॉक्टर भी यहां बता रहे हैं,वेटनरी मेडिसिन ये भी दवाई से संबंधित ही है रोग की जहाँ बात है तो इसमें तकनीकी नाम भी दिए हुए हैं सभी दवाइयों के जो जो डॉक्टर भी यहाँ बता रहे हैं,वेटनरी मेडिसिन ये भी दवाई से संबंधित ीनहै रूग से जहां बात है तो इसमें तकनीकी नाम भी दिए हुए हैं सभी दवाइयों के जो जो डक्षा भी यहां बता रहे हैं
02000210001_chunk_619.wav,उन्हें किया गया है आप बात कर सकते हैं,उन्हें किया गया है आप बात कर सकते हैं,उन्हें किया गया है आप बात कर सकते हैं,उन्हें किया गया है आप बात कर सकते हैं
02000210001_chunk_628.wav,जी जी,ो जी दी,जी जी,जी जी
02000210001_chunk_642.wav,इन्होंने पूछा है कि दूध किन किन मार्केटिंग में सेल्स का रते हैं,इन्होंने पूछा है कि दूध किनकिन मार्केटिंग में सेल्स करते हैं,इन्होंने पूछा है कि दूत किन किन मार्केटिंग में सेल् करते हैं,इन्होंने पूछा है कि दूत किन किन मार्केटिंग में सेल्स करते हैं
02000210001_chunk_652.wav,उसका वजन क्या है शरीर का ताकि पहले ही आशा पहले से ही राशन बनाना पड़ता है उसका,उसका वजन क्या है शरीर का ताकि पहले ही रआश हधा बैलेंस राशन बनाना पड़ता है उसका,उसका वजन क्या है शरीर का ताकि पहले भी राजन बना पहले से राजन बनाना पड़ता है उसका,उसका वजन क्या है शरीर का ताकि पैले से राशन नापहलेसे राशन बनाना पड़ता है उसका
02000210001_chunk_660.wav,उसका प्रो लैक हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकते हैं अंतरत्रावी ग्रंथियों की,उसका प्रोलैश हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकते हैं अंतरत्राली ग्रंथियों की,उसका प्रोलैक्स हो जाता है य कुछ हार्मोनल प्रॉब्लम भी हो सकते है अंतस्रजीय ग्रंथियों की,उसका प्रोलैकस हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकते हैं अंतसराी ग्रंथियों की
02000210001_chunk_662.wav,तो इसके बहुत सारे कारण होते हैं लेकिन आपको इसका उपचार तुरंत करा लेना चाहिए,ो इसके बहुत सारे कारण होते हैं लेकिन आपको इसका उपचार तुरंत करा लेना चाहिए,तो उसके बहुत सारे कारण होते हैं लेकिन आपको उसका उपचार तुरंत करा लेना चाहिए,सके बहुत सारे कारण होते हैं लेकिन आपको उसका उपचार तुरंत करा लेना चाहिए
02000210001_chunk_664.wav,तो इसका उपचार बहुत ज्यादा कठिन नहीं है आसान है पासी के पशुचिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिनस आती हैं,तो इसका उपचार बहुत ज्यादा कठिन नहीं है आसान है पासही के पशुचिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिल्स आती है,तो इसका उपचार बहुत ज़्यादा कठिन नहीं है आसान है पास ही के पशु चिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिन्स आती हैं,तो इसका उपचार बहुत ज्यादा कठिन नहीं है आसान है पास ही के पशु चिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिनस आती हैं
02000210001_chunk_666.wav,आप भैस को खड़ी करें तो इस तरह से खड़ी करें गाय क ो जिसका प्रो लैप्स तो उसके अगले वाले पैर गड्ढे में रखें पीछे वाले पैरों को ऊँचा गर दें,आप ी मैंस को खड़ी करें तो इस तरह से खड़ी करें गायक को जिसका पोलेसोरा त उसके अगलेवाले पैर गड्ढे में रखेंउपूछे वाले पैरों को ऊँचा डर दें,आप ज भैंस को खड़ी करें तो इस तरह से खड़ी करें गाय को जिसका प्रोलेस हो रहा है तो उसके अडले वाले पैर गट्ठे में रखें तो पीछे वाले पैरों को ऊँचा कर दें,आप मैस को खडी करें तो इस तरह से खडी करें गाय को जिसका बोले होरहा तो उसके अगले वाले पैर गड्ढे में रखे तो पीछे वाले पैरों को ऊँंचा कर दे
02000980001_chunk_048.wav,और,और,और,और
02000210001_chunk_683.wav,जैसा कि किसान भाइयों,लै जैसा कि किसान भाइयों,जैसा कि किसान भाइयों,जैसा कि किसान भाइयों
02000210001_chunk_684.wav,कृषक जगत के फेसबुक लाइफ पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखानी पाएं हैं लेकिन,कृषक जगत के फेसबुक लाइफ पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखा नहीं पाए हैं लेकिन,कृषक जगत के फेसबुक लाइट पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखा नहीं पाए हैं लेकिन,कृषक जगत के फेसबुक लाइव पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखा नहीं पाएगे लेकिन
02000210001_chunk_688.wav,हमारे किसान भाईयों को प्रश्नों के जवाब दे सकते हैं और मैं,हारे किसानभाइयों को प्रश्नों के जवाब दे सकते हैं और मैं,हमारे किसान भइयों को प्रश्नों की जवाब दे सकते हैं और मैं,हमारे किसान भाइयों को प्रश्नों के जवाब दे सकते हैं और मैं
02000210001_chunk_697.wav,ताकि वो उसका सही विवेचना कर पाएं सही तल से डाइग्नॉसिस कर पाएं बीमारी को उसके बाद ही दवाई दें,ताकि वो उसका सही विवेचना कर ाएं सही तरह से डाइग्नोसिस करपाएं बीमारी को उसके बाद ही दवाई दें,ताकि वो उसका सही विवचना कर पाएं सही तरह से डाक्नोसििस कर पाएं बीमारी को उसके बाद ही दवाई दें,ताकि वो उसका सही विवेचना कर पाएं सही तरह से डाइग्नोसिस कर पाएं बीमारी को उसके बाद ही दवाई दें
02000210001_chunk_701.wav,उनका भी मैं बहुत बहुत आभारी हूं आप सभी का आभार सभी किसान भाइयों धन्यवाद,कभी मैं बहुत बहुत आभारी हूं आप सभी का आभार सभी किसानभाइयों धन्यवाद,उनका भी मैं बहुत बहुत आभारी हूँ आप सभी का आभार सभी किसान में आइओ धन्यवाद,भी मैं बहुत बहुत आबादी हूँ आप सभी का आभार सभी किसान भाईयों धन्यवाद
02000210001_chunk_702.wav,हम आपके साथ फिर अगले किसी प्रोग्राम में किसी विषय को लेकर किसान सत्रो में जुट़ेगे धन्यवाद,ब हम आपके साथ फिल अगले किसी प्रोग्राम में किसी विषय को लेकर किसान सत्र में जुड़ेधन्यवाद,हम आपके साथ फर अगले किसी प्रोग्राम में किसी विषय को लेकर किसान पत्र में जुड़ेंगे धन्यवाद,हम आपके साथ सिल अगले किसी प्रोग्राम में किसी विषय को लेकर किसान सत्र में जुड़ेंगे धन्यवाद
02000220001_chunk_010.wav,अभी भी बहुत न्यू कॉन्सेप्ट है,अभी भी बहुत न्यू कॉन्सेप्ट थे,अभी भी बहुत न्यू कॉनसर््ट है,अभी भी बहुत न्यू कॉनसेप्ट है
02000220001_chunk_011.wav,उस टाइम पे अपने क्यों शुरुआत की इसकी,उस टाइम पे अपने क्यों शुरुआत की इसकी,उस टाइम पे आपने क्यों शुरुआत की इसकी,उस टाइम पे अपने क्यों शुरूआत कीइसकी
02000220001_chunk_036.wav,डिस्कस फिस जो है किंग ऑफ एक्वेरियम्स माना जाता है,डिस्केस फिस जो है किंग ऑफ एक वेरियम्स माना जाता ै,डिस्कस फीिस जो है किंग ऑफ एकक्वेरियम् माना जाता है,डिस्कस फिस जो है किंग ऑफ एक्पेरियम्स माना जाता है
02000220001_chunk_043.wav,अगर कोई फार्मर इसको लेकर प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए,अगर कोई फार्मल स्को लेके एजेन अप्रोफेशन या कुछ कमाई का दौर बनाना चाता है तो उसके लिए,अगर कोई फार्मर इसको लेकर ऐज इ प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए,अगर कोई फार्मर इसको लेके ऐजेन प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए
02000220001_chunk_062.wav,ये आपको,ै ये आपको,ये आपको,ये आपको
02000220001_chunk_068.wav,किस तरीके का वो होत है,ै किस तरीके का बो होता है,किस तरीके का वोता है,किस तरीके का वो होता है
02000220001_chunk_076.wav,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबिस्ट है ये आता है डिस्केस फिश रखने के शॉक पे वो इंटरनेट मीडिया पर,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबेस्ट है ये आता है डिस्केसफिश रखने के शॉक पें वो इंटरनेट मीडिया पर,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबीस्ट है ये आता है डिस्कस फिश रखने के शौक पे ही वो इंटरनेट मीडिया पर,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबेस्ट है ये आता है डिस्कस फिश रखने के शॉकपे वोइंटरनेट मीडिया पर
02000220001_chunk_084.wav,कभी आपको ऐसा दिक्कत हुआ या मेरे पास करोड़ों रुपये का इतना फिश है,कभी आपको ऐसा दिक्कत हुआ या मेर पास करोड़ों रुपये का है इतना आफेश है,कभी आपको ऐसा दिक्कत हुआ है यार मेरे पास करोड़ों रुपए का है इतना फिश है,कभी आपको ऐसा दिक्कत हुआ या मेरे पास करोड़ों रुपये का ै इतना फिश है
02000220001_chunk_090.wav,लेकिन हमने जबसे शुरुआत किया है ये मैं एक्स पेंड करते गया फॉर्म बढ़ाता गया लोकेशन चेंज करता गया और,लेकिन हमने जब से शुरुआत की आइए मैं एक्सपांड करता गया फॉर्म बढ़ाता गया लोकेशन चेंज करता गया और,लेकिन हमने जब से शुरुआत की आई है मैं एक्सपेंड करता गया फारर््म बढ़ाता गया लोकेशन चेंज करता गया और,लेकिन हमने जब से शुरूआत किया आइहै मैं एक्सपेंड करता गया फाॉर्म बढ़ाता गया लोकेशन चेंज करता गया
02000220001_chunk_100.wav,फिश अच्छे से रखना सीख जाए हेल्दी रखें तो,ा फिश अच्छे से रखना सीख जाए हल्दी रखें तो,फिश अच्छे से रखना सीख जाए हेल्दी रखें तो,फिश अच्छे से रखना सीख जाए हेल्दी रखे तो
02000220001_chunk_309.wav,कोई भी एक सेगमेंट को लेकर गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉन्टैक्ट करके पूछ सकते हैं,कोई भी एक सेगमेंट को लेकर गाइडेंस को लेकर लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉन्टैक्ट करके पूछ सकते ै,कोई भी एक सेगमेंट को लेकर गाइडेेंस को लेकर लोन रिलटेड सबसडी रिलेटेड आप वहाँ से कॉन्टैक्ट करके पूछ सकते हैं,कोई भी एक सेगमेंट को लेके गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉनटैक्ट करके पूछ सकते हैं
02000220001_chunk_315.wav,आपके यहां पर दूसरा हमारा जो ये फॉर्म है,ा आपके यहाँ पर दूसरा हमारा जो ये फॉर्म है,आपके यहाँ पर दूसरा हमारा जो य फारर््म है,आपके यहां पर दूसरा हमारा जो ये फॉर्म है
02000330001_chunk_035.wav,उसको सबसरफेस ड्रिप इरिगेशन बोलते हैं,उसको सब सर्पेट ड्रिपइरिकेशन बोलते हैं,उसको सफसर पे ड्रिप एरगशन बोलते हैं,उसको सब सरफेड ड्रिप इरिगेशन बोलते हैं
02000330001_chunk_123.wav,दस से बीस हजार तक जाता है,ा दस से बीस हजार तक जाता है,दस से बीस हज़ार तक जाता है,दस से बीस हजार तक जाता है
02000570001_chunk_007.wav,कई बार,कई बार,कई बार,कई बार
02000570001_chunk_010.wav,जो कौरों थे,जो कौरव थे,जो कौ थे,जो कौरो थे
02000570001_chunk_011.wav,वो पाडवों को,े वो पाडवों को,वो पडवों को,वो पाडमों को
02000570001_chunk_037.wav,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है
02000570001_chunk_051.wav,जिसको तांस का पत्ता चोरी करना आता है,जिसको तांस का पत्ता चोरी करना आता है,जिसको तास का पत्ता चोरी करना आता है,जिसको तांस का पत्ता चोरी करना आता है
02000570001_chunk_070.wav,और उन बातों के पीछे का अर्थ यही होता है कि कोई न कोई चीज उसको बेची जाती है या तो प्लांटिंग मटीरियल बेंचा जाता है या,और उन बातों के पीछे का अर्थ यही होता है कि कोई न कोई चीज उसको बेची जाती है क्या तो प्लांटिंग मैटीरियल बेंचा जाता है या,और उन बातों के पीछे का आर्थ यही होता है कि कोई ना कोई चीज उसको बेची जाती है या तो प्लांटंग मेटीरियल बेचा जाता है या,और उन बातों के पीछे काआर्थ यही होता है कि कोई न कोई चीज उसको बेंची जाती है क्या तो प्लांटिंग मैटीरियल बेंचा जाता है या
02000570001_chunk_078.wav,यथार्थ में वो समझ पाया न समझ पाए,र यथार्थ में वो समझ पा या न समझ पाये,यथार्थ में वो समझ पाए या ना समझ पाए,यथार्थ में वो समझ पाएया न समझ पाए
02000570001_chunk_091.wav,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिसके पास स एकड़ चास एकड़ जमीन है,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिसके पास स एकड़ चास एकड़ जमीन है,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिनके पास पच्चीस एकखड़ पचास एकखड़ ज़मीन है,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिसके पास पच्चीस एकड पचास एकड़ जमीन है
02000570001_chunk_097.wav,जमीन की फर्टिलिटी हार चुके है,े जमीन की फर्टिलिटी हार चुके और आज उन,जमीन की फर्टिलिटी हार चुके और आज़ोमन है,जमीन की फर्टिलिटी हार चुके और आज ं
02000570001_chunk_102.wav,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ
02000570001_chunk_126.wav,और आजकल प्राकृतिक खेती के बारे में भी लोग कहते हैं कि ये इंइस इंसेक्ट को ऐसे खत्म करना इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंट ऐसे करना इसका मैनेजमेंट ऐसे करना है,और आजकल प्राकृतिक खेती के बारे में भी लोग कहते हैं कि ये इस इंसेक्ट को ऐसे खत्म करना इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंटैसे करना इसका मैनेजमेंटैसे करना है,और आज कल प्राकृतिक खेती के बारे में भी लोग कहते हैं कि येन इस इनसेक्ट को ऐसे खत्म करना है इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंट ऐ करना है इसका मैनेजमेंट करना है,और आजकल प्रैकटिक खेती के बारे में भी लोग कहते हैं कि ये इंइस इंसेक्ट को ऐसे खत्म करना है इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंट ऐसे करना ै इसका मैनेजमेंट ऐसे करना है
02000570001_chunk_155.wav,अब उसके बाद अगर कोई दुश्मन बचगे तो आप क्या करेंगे तो फिर एकी उपाय है,े अब उसके बाद अगर कोई दुश्मन बच गे तो आप क्या करेंगे तो फिर कयीं उपाय,अब उसके बाद अगर कोई दुश््मन बच गया तो आप क्या करेंगे तो फिर एक ही उपाय है,अब उसके बाद अगर कोई दुश्मन बच गए तो आप क्या करेंगे तो फिर येक ्यों पा
02000570001_chunk_158.wav,तो फसल सुरक्षा रसायन बंद करने के लिए तुम्हें प्राक्ति खेती कर रहा था,तो फसल सुरक्षा रसायन बंद करने के लिए तुम्हं प्राक्तिक खेती कर रहा था,तो फसल सुरक्षा रसायन बंद करने के लिए तो मैं प्राकृतिक खेती कर रहा था,तो फसल सुरक्षा रसायन बंद करने के लिए तो मैं प्राक्तिक खेती कर रहा था
02000570001_chunk_178.wav,धरती माता की उर्बरता को बढ़ाने के लिए,धरती माता की उर्बरता को बढ़ाने के लिए,धरती माता की उर्वरता को बढ़ाने के लिए,धरती माता की उर्बरता को बढ़ाने के लिए
02000570001_chunk_181.wav,और इतनी मजबूत हो जाए,और इतनी मजबूत हो जाय,और इतनी मजबूत हो जाए,और इतनी मजबूत हो जाए
02000570001_chunk_189.wav,कई बार इसके बावजूद,कई बार इसके बावजूद,कई बार इसके बावजूद,कई बार इसके बावजूद
02000570001_chunk_201.wav,और मैं ऐसा कैसे भूल जाता हूं कि जब,और मैं ऐसा कैसे भूल जाता हूँ कि जब,और मैं ऐसा कैसे भूल जाता हूँ कि जब,और मैं ऐसा कैसे बूल जाता हूं कि ब
02000570001_chunk_210.wav,जिसने चमत्कार किया हो और खेती में एक चीज बता दूँ,जिसे चमत्कार कियाओ और खेती में एक चीज और बता दूँ,जिसने चमत्कार किया हो और खेती में एक चीज़ों और बता दूँ,जिसने चमत्कार किया हो और खेती में एक चीज और बता दोँ
02000570001_chunk_216.wav,मेरी आज की इस वीडियो का मतलब है सरल भाषा में काहू तो किसान को अब,मेरी आज की इस वीडियो का मतलब है सरल भाषा में कह दूं तो किसान को अब,मेरी आज कि वीडियो का मतलब है सरल भाषा म कह दूँ तो किसान को अब,मेरी आज की इस वीडियो का मतलब है सरल भाषा में कह दूं तो किसान को
