File,ground_truth,Ourmodel,Original_ID
02000220001_chunk_309.wav,कोई भी एक सेगमेंट को लेकर गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉन्टैक्ट करके पूछ सकते हैं,कोई भी एक सेगमेंट को लेके गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉनटैक्ट करके पूछ सकते हैं,114
02000220001_chunk_315.wav,आपके यहां पर दूसरा हमारा जो ये फॉर्म है,आपके यहां पर दूसरा हमारा जो ये फॉर्म है,115
02000330001_chunk_035.wav,उसको सबसरफेस ड्रिप इरिगेशन बोलते हैं,उसको सब सरफेड ड्रिप इरिगेशन बोलते हैं,116
02000330001_chunk_123.wav,दस से बीस हजार तक जाता है,दस से बीस हजार तक जाता है,117
02000570001_chunk_007.wav,कई बार,कई बार,118
02000570001_chunk_010.wav,जो कौरों थे,जो कौरो थे,119
02000570001_chunk_011.wav,वो पाडवों को,वो पाडमों को,120
02000570001_chunk_037.wav,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है,121
02000570001_chunk_051.wav,जिसको तांस का पत्ता चोरी करना आता है,जिसको तांस का पत्ता चोरी करना आता है,122
02000570001_chunk_070.wav,और उन बातों के पीछे का अर्थ यही होता है कि कोई न कोई चीज उसको बेची जाती है या तो प्लांटिंग मटीरियल बेंचा जाता है या,और उन बातों के पीछे काआर्थ यही होता है कि कोई न कोई चीज उसको बेंची जाती है क्या तो प्लांटिंग मैटीरियल बेंचा जाता है या,123
02000570001_chunk_078.wav,यथार्थ में वो समझ पाया न समझ पाए,यथार्थ में वो समझ पाएया न समझ पाए,124
02000570001_chunk_091.wav,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिसके पास स एकड़ चास एकड़ जमीन है,जो साधन संपन्न है जिनके घरों में कोई नौकरी करता है जिसके पास पच्चीस एकड पचास एकड़ जमीन है,125
02000570001_chunk_097.wav,जमीन की फर्टिलिटी हार चुके है,जमीन की फर्टिलिटी हार चुके और आज ं,126
02000570001_chunk_102.wav,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ,मेरा जो विचार है मेरा जो विषय है वो एक ही है कि प्राकृतिक खेती का मतलब है पंच महाभूत के साथ,127
02000570001_chunk_126.wav,और आजकल प्राकृतिक खेती के बारे में भी लोग कहते हैं कि ये इंइस इंसेक्ट को ऐसे खत्म करना इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंट ऐसे करना इसका मैनेजमेंट ऐसे करना है,और आजकल प्रैकटिक खेती के बारे में भी लोग कहते हैं कि ये इंइस इंसेक्ट को ऐसे खत्म करना है इस बीमारी को ऐसे खत्म करना है इसका,128
02000570001_chunk_126.wav,और आजकल प्राकृतिक खेती के बारे में भी लोग कहते हैं कि ये इंइस इंसेक्ट को ऐसे खत्म करना इस बीमारी को ऐसे खत्म करना है इसका मैनेजमेंट ऐसे करना इसका मैनेजमेंट ऐसे करना है,मैनेजमेंट ऐसे करना ै इसका मैनेजमेंट ऐसे करना है,128
02000570001_chunk_155.wav,अब उसके बाद अगर कोई दुश्मन बचगे तो आप क्या करेंगे तो फिर एकी उपाय है,अब उसके बाद अगर कोई दुश्मन बच गए तो आप क्या करेंगे तो फिर येक ्यों पा,129
02000570001_chunk_158.wav,तो फसल सुरक्षा रसायन बंद करने के लिए तुम्हें प्राक्ति खेती कर रहा था,तो फसल सुरक्षा रसायन बंद करने के लिए तो मैं प्राक्तिक खेती कर रहा था,130
02000570001_chunk_178.wav,धरती माता की उर्बरता को बढ़ाने के लिए,धरती माता की उर्बरता को बढ़ाने के लिए,131
02000570001_chunk_181.wav,और इतनी मजबूत हो जाए,और इतनी मजबूत हो जाए,132
02000570001_chunk_189.wav,कई बार इसके बावजूद,कई बार इसके बावजूद,133
02000570001_chunk_201.wav,और मैं ऐसा कैसे भूल जाता हूं कि जब,और मैं ऐसा कैसे बूल जाता हूं कि ब,134
02000570001_chunk_210.wav,जिसने चमत्कार किया हो और खेती में एक चीज बता दूँ,जिसने चमत्कार किया हो और खेती में एक चीज और बता दोँ,135
02000570001_chunk_216.wav,मेरी आज की इस वीडियो का मतलब है सरल भाषा में काहू तो किसान को अब,मेरी आज की इस वीडियो का मतलब है सरल भाषा में कह दूं तो किसान को,136
02000570001_chunk_242.wav,आप तो इस धरती को कंसीडर कर लीजियए बस क्या,आप तो इस धरती को कंसीडर कर लीजिए बस क्या,137
02000570001_chunk_257.wav,बाहर से कहीं से खरीद कर के ला सकते तो वो करो,बाहर से कहीं से खरीद करके ला सकते तो वो करो,138
02000570001_chunk_259.wav,तो आप कहानी आज कलेक चल रहिे जवामृत की जीवामृत की सेंपिल कहानी बतातो फिर एक बार आप सुन लीजिए,तो आप कहानी आजकल एक चल रही है जीवामृत की जीवामृत की सिंपिल कहानही बताता हूँ फिर एक बार आप सुन लीजिए,139
02000570001_chunk_277.wav,तो फिर उनका कारोबार चलेगा रासायनिक उर्वक डालिए मिट्टी की जांच कराइए फिर जमीन में इम बैलेंस सोलहपोषक त्तों के बीच में इम बैलेंस क्रिएट होंगे,तो फिर उनका कारोबार चलेगा परासायनिक और बक डालिए मिट्टी की जांच कराइए फिर जमीन में इम बाैलेंस सोलह पोषक तत्वों के बीच में इम बैलेंस क्रिएट होंगे,140
02000570001_chunk_280.wav,और जो पैसा जेब में कमा के लाए हो,और जो पैसा जेब में कमा किलाए हो,141
02000570001_chunk_294.wav,लेकिन एक दार्शनिक व्यक्ति,लेकिन एक दार्शनिक व्यक्ति,142
02000570001_chunk_303.wav,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति हैखेती एक संस्कृति है खेती संस्कार है खेती दर्सन्नह खेतियाध्यातम ेखेती भगवान की साक्षात पूजा,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति है खेती एक संस्कृति है खेती संस्कार है खेती दर्शन है खेती आध्यात्म खेती भगवान की,143
02000570001_chunk_303.wav,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति हैखेती एक संस्कृति है खेती संस्कार है खेती दर्सन्नह खेतियाध्यातम ेखेती भगवान की साक्षात पूजा,साक्षात पूजा,143
02000570001_chunk_305.wav,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार,144
02000900001_chunk_143.wav,और छाछ वगैरा स्प्रे करवा देते एक दो,और छाच वगैरह स्प्रे करवा देते एक दो,145
02000900001_chunk_191.wav,बाईस हजार से पच्चीस हजार किलो,बाईस हजार से पच्चीस हजार किलोहै,146
02000980001_chunk_016.wav,ये जो इकोनॉमिक साइकिल बिठाना है,य जो इकनॉमिक साइकल बिठाना है,147
02000980001_chunk_041.wav,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ़ बढ़े गौशाला की तरफ़ बढ़े या वो ब्रीडिंग की तरफ़ बढ़े तो डॉक्टर साहब पहले,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ बढ़े गौशाला की तरफ बढ़े या वो ब्रीडिंग,148
02000980001_chunk_041.wav,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ़ बढ़े गौशाला की तरफ़ बढ़े या वो ब्रीडिंग की तरफ़ बढ़े तो डॉक्टर साहब पहले,की तरफ बढ़े डॉ ब पहले,148
02000210001_chunk_682.wav,और,र,149
02000980001_chunk_050.wav,जीवन पद्धति में ऑडिट बोल तो सिर्फ सीए का ऑडिट,जीवन पद्धति में ऑडिट बोलता सिर्फ सीएक ऑर्डिट,150
02000980001_chunk_053.wav,कॉर्पोरेट सेक्टर में हर मंथली भी होता है,कॉरपोरेट सेक्टर में हर मंत्री भी होता है,151
02000980001_chunk_072.wav,दस लीटर दूध अगर रोज का है,दस लीटर दूध अगर रोज का है,152
02000980001_chunk_128.wav,मेरा जो प्रॉजेक्ट रिपोर्ट रहता है,मेरा जो प्रोसेट रिपोर्ट रहता है,153
02000980001_chunk_129.wav,वो पांच बार बदलता है,वो पाँच बार बदलता है,154
02000980001_chunk_169.wav,तो मैं उनकाे पूछता हूं मैं जब नाइंटीफोर मैं वेटरनरी सीख रहा था गाइनकोलॉजी तब उस टाइम,तो मैं उनका पूछता हूँ मैं जब नाइनी फोर में वेटर में सीख रहा ता गाइनेकॉलॉजी तब उस टाइम,155
02000980001_chunk_180.wav,आप,आप,156
02000980001_chunk_224.wav,मेहनत लगती पेशेंस लगता है इनवेस्टमेंट लगता है,मेहनत लगती पेशंस लगता इन्वेस्टमेंट लगता है,157
02000980001_chunk_250.wav,बहुत जरूरी बात है,बहुत जरूरी बात है,158
02001410001_chunk_071.wav,जिसका हम बोल सकते हैं कि ड्राय इनवायरमेंट में ही ज्यादा वो फ्लावर ओपनिंग होता है,जिसका हम बोल सकते हैं कि ड्राई इन्वार्मेंट में ही ज्यादा वो फ्लाबर ोपन है,159
02001410001_chunk_134.wav,फ्रूटिंग है उसकी फ्लावरिंग स्टेज है,उसकी फ्लावरिंग स्टे जा है,160
02001410001_chunk_202.wav,हुआ था के बीटी के ऊपर खुद का एक,के बीटी के ऊपर खुद का है,161
02001410001_chunk_275.wav,ज़रूरी है इसमे क्योंकि वॉटर मैनेजमेंट ऐसा है कि अगर शुरुआत में आपने वाटर मैनेजमेंट में थोड़ा सा भी गलत काम,इसमेंक्योंकि वाटर मैनेजमेंट ऐसा है के अगर शुरूआत में आपने वाटर मैनेजमेंट में थोड़ा सा भी गलत काम है,162
02001410001_chunk_321.wav,होता है प्लांट की इम्यूनिटी भी दोनों कॉम्पोनेंट से ही,प्लांट की म्यूनिटी भी दोनों कॉम्पोनेंट से है,163
02001410001_chunk_323.wav,हाँ मई इसमें पॉंट आपका एड,हमैकइसमें पॉइंट आपका ै,164
02001410001_chunk_371.wav,पड़ता है और आप जहां तीन सपरे आपके सकिंग बेस्ट के होने या थ्रिप्स का,और आप जहां तीन सपरे आपके सकिंग पेस्ट के होने या थ्रिप्स का है,165
02001410001_chunk_490.wav,इसका पानी की मात्रा बढ़ने से इसके साथ यह छिपक गया इसको हवा से ये,इसका पानी की मात्रा बढ़ने से इसके साथ ये चिपक गया इसको हवा सेये,166
02001410001_chunk_515.wav,स्टॉक है इतना हमको चाहिए तो जो रिच,इतना हमको चाहिए तो जो रै,167
02001410001_chunk_575.wav,लेबर है जो चुगाई करने वाला,जो छुगाई करने वाला है,168
02001560001_chunk_021.wav,फ़ैमिली में आपका पोटाटो बेलोंग करता है,फेमिली आपका पोटैटो बलॉन करता है,169
02001560001_chunk_038.wav,कहते हैं ये हो या और भी जिसे हमारी त्वचा रूखी सूखी बनी,ये हो या और भी जैसे हमारी तचा रू की सूखी बनी है,170
02001620001_chunk_006.wav,और कौरव पांडव की सेनाये आमने सामने हैं,और कौरव पांडव की सेनाएं आमने सामने हैं,171
02001620001_chunk_008.wav,और युद्ध के आगा आगाज के बाद,और युद्ध के आगाज के बाद,172
02001620001_chunk_020.wav,और ये धर्मयुद्ध तो होके रहेगा,और ये धर्म युद्ध तो हो के रहेगा,173
02001620001_chunk_029.wav,इन पर बाड़ चलाईये ये गीता का श्लोक है मैं जो आपको बताने जा रहा हूंकि पृथ्वी पर,इन पर बाढ चलाई ये गीता का स्लोक है मैं जो आपको बताने जा रहा हूँ किस पृथ्वी पर,174
02001620001_chunk_053.wav,इस विषय को ध्यान करिये और उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है,इस विषय को ध्यान करिया और उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है,175
02001620001_chunk_056.wav,उस बगिया की देखरेख करता है,उस बगिया की देखरेख करता है,176
02001620001_chunk_061.wav,सामंजस्य को बना करके रखना है,सामंजस्य को बना करके रखना है,177
02001620001_chunk_075.wav,अपने निजी स्वार्थों की पूर्ति के लिए,अपने निजी स्वार्थों की पूर्ति के लिए,178
02001620001_chunk_076.wav,और वो परमात्मा फिर एक बार,और वो परमात्मा फिर एक बार,179
02001620001_chunk_080.wav,क्या मैं स्वयं,क्या मैं स्वयं,180
02001620001_chunk_094.wav,जो मुझे होना चाहिए,जो मुझे होना चाहिए,181
02001620001_chunk_101.wav,नहीं इस संसार में,कनहीं इस संसार में,182
02001620001_chunk_109.wav,विषय का विषय का विषय बनाते चले जा रहे लोग लेकिन धो विषय कर नहीं समझते,विषय का विषय का विषय बनाते चले जा रहे लोग लेकिन दो विषय अगर नहीं समझते,183
02001620001_chunk_119.wav,स्कूल कॉलेज विश्विद्यालय,स्कूल कॉलेज विश्वविद्यालय,184
02001620001_chunk_133.wav,दर्शन मतलब है,दर्शन मतलब है,185
02001620001_chunk_139.wav,वो विषय है,वो विषय है,186
02001620001_chunk_145.wav,जो अवतारी व्यक्ति होता है,जो अतारी व्यक्ति होता है,187
02001620001_chunk_148.wav,राम चाहते तो आयोध्या के राजा बने रह सकते थे,राम चाहेते तो अयोध्या के राजा बने रह सकते थे,188
02001620001_chunk_181.wav,राजनीति में लड़ाइयां हैं उसी प्रकार,राजनीति में लड़ाइयां हैं उसी प्रकार,189
02001620001_chunk_190.wav,मंदिर जाया करो मंदिर मे लोग बुलाते हैं,मंदिर जाया करो मंदिर में लोग बुलाते हैं,190
02001620001_chunk_191.wav,कि मेरे मंदिर में आया करो,कि मेरे मंदिर में आया करो,191
02001620001_chunk_197.wav,अगर किसी मंदिर की मान्यता है,अगर किसी मंदिर की मान्यता है,192
02001620001_chunk_203.wav,जीव आखिर क्यों है,जीव आखिर क्यों है,193
02001620001_chunk_216.wav,भाव के बारे में रामायण में चौपाई है,भाव के बारे में रामायण में एक चौपाई है,194
02001620001_chunk_240.wav,एक ही चीज है,एक ही चीज है,195
02001620001_chunk_252.wav,तो मदिर का मतलब है,तो मंदिर का मतलब है,196
02001620001_chunk_274.wav,परीक्षा देकर के पास हो जाता,परीक्षा दे करके पास हो जाता है,197
02001620001_chunk_280.wav,जल चेतन जगत की इकाइयां है,जल चेतन जगत की इकाइयां है,198
02001620001_chunk_293.wav,कि मनुष्य के जीवन में दुःख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,कि मनुष्य के जीवन में दुख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,199
02001810001_chunk_005.wav,उन्होंने तो अपनी धरती माता को,उन्होंने तो अपनी धरती माता को,200
02001810001_chunk_042.wav,सेम टू सेम कहानी वहां भी वही है,सेम टू सेम कहानी मां भी भईया,201
02001810001_chunk_066.wav,और जो आधुनिक कृषि विज्ञान है उसके पास कोनस समाधान है,और जो आधुनिक कृषि विज्ञान है उसके पास कौन सा समाधान है,202
02001810001_chunk_083.wav,लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के,203
02001810001_chunk_103.wav,किसी किट को मार पाएं क्या,किसी कीत को मार पाए क्या,204
02001810001_chunk_120.wav,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,205
02001810001_chunk_129.wav,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वार् के चक्कर में,206
02001810001_chunk_132.wav,लिए ले रहे है अब आप कल्पना करिए,लिए लेयरअब आप कल्पना करिए,207
02001810001_chunk_182.wav,ब्रह्म कितनी सरल सी कहानी है,ब्रह्म कितनी सरल सी कहानी है,208
02001810001_chunk_186.wav,समुद्र से पानी भाप होकर के कहा इकट्ठा होता है,समुद्र से पानी इवह प्रेट होकरके कहां इकट्ठा होता है,209
02001810001_chunk_209.wav,ये कोई छोटी चीज है,ये कोई छोटी चीज है,210
02001810001_chunk_226.wav,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है,211
02001990001_chunk_019.wav,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर आर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर आर्गेनिक फॉर्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या,212
02001990001_chunk_112.wav,वो रहता है कि जमीन कितनी मजबूत है और हमारा नोवा मॉड्यूल पूरा का पूरा newट्रियंट मैनेजमेंट में रहेगा,वो रहता है कि जमीन कितनी मजबूत है और हमारा नौवा मॉड्यूल पूरा का पूरा न्यूट्रियंट मैनेजमेंट पे रहेगा,213
02002160001_chunk_030.wav,एक बीगा एक एकड भी नहीं थी मेरे पास,एक बिगा एक एकड़ विनी ती मेरे पास ै,214
02002160001_chunk_072.wav,मैं ये कहना चाहूँगा,मैं ये कहना चाहूंगा,215
02002160001_chunk_150.wav,वो माता ही किस काम की,वो माता ही किस कार की,216
02002160001_chunk_221.wav,जिसमें,जिसमें,217
02002270001_chunk_047.wav,ये आपकी कोंकोनट की वैराइटीज है तो यू हैव टू रिमेंम्बर ये आपका कोकोनट का पौधा होता इस तरीके से लगता है,ये आपकी कोकोनट की वेराइटीज हैं तो यू हैव टू रिमेंबरट ये आपका कोकोनाट का पौधा होता ह इस तरीके से लगता है,218
02002270001_chunk_116.wav,इसके बाद आता है एप्पलस्केब ये भी एक बहुत ही बेकार डिजीज होती है जो आपकी एप्पल में देखने को मिलता है,इसके बाद आता है एपल स्केब ये भी एक बहुत ही बेकार् डिजीज होती है जो आपकी एपपल में देखने को मिलता है,219
02002270001_chunk_212.wav,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,220
02002760001_chunk_001.wav,अगर देश का अन्न दाता किसान कर्जदार है,अगर देश का अनदाता किसान कर्जदार है,221
02002760001_chunk_017.wav,तुमको तीन चीजों की तलाश करनी है,तुमको तीन चीजों की तलाश करनी है,222
02002760001_chunk_052.wav,धर्म का अगर ज्ञान होता,धर्म का अगर ज्ञान होता,223
02002760001_chunk_104.wav,यही खेती है,यही खेती है,224
02002760001_chunk_110.wav,संस्कृति संस्कार,संस्कृति संस्कार,225
02002760001_chunk_138.wav,उसके पहले पचास कुंटल वाली होई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या,226
02002760001_chunk_183.wav,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं और एक जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह जगहै वो एक जगह कर देंगे,227
02002760001_chunk_226.wav,इसके अलावा आप बताओ मित्र जरा कायदे से सोचना,इसके अलावाा बताओ मित्रचरा कायदे से सोचना,228
02002760001_chunk_230.wav,वायु दिन में इक्कीस हजार बार सांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सच्ची ये कहानी है,वायु दिन में इक्कीस हजार बार स्वांस लेते हैं अगनी सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछो,229
02002760001_chunk_230.wav,वायु दिन में इक्कीस हजार बार सांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सच्ची ये कहानी है,पानी जिंदगानी है सब्चीए कहानी है,229
02002760001_chunk_258.wav,और यह मनुष्य,और येहै मनुष,230
02003470001_chunk_008.wav,और,और,231
02003470001_chunk_020.wav,अच्छा आपने जिमि कंद की खेती किसी को देखकर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,232
02003470001_chunk_082.wav,ये जो गजंद्र प्रजाति का जीमीकंद है,ये जो गजंद्रा प्रजात का जीमीकंद है,233
02003470001_chunk_201.wav,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,234
02003470001_chunk_289.wav,हाँ,,235
02003470001_chunk_304.wav,और जो है,जो है,236
02003470001_chunk_327.wav,अच्छा अच्छा आप जाये खेत में जेठ बैशाख में हा गन्ने की पत्ति का बोझ खेतो में डाल दीजिए ह और सुबह देखे जाकर उसमें नमी कहां से हैं हवा में पैसठ पर्सेंट नमीं है हा यानि आच्छादन मलचिंग है,अच्ा अच्छा भई आप गाय खेत में जे बताक में बनने की पत्ती का बोध खेत में डाल दीजिए और सुबह देखिे जागर उसमें नी कहां से दी,237
02003470001_chunk_327.wav,अच्छा अच्छा आप जाये खेत में जेठ बैशाख में हा गन्ने की पत्ति का बोझ खेतो में डाल दीजिए ह और सुबह देखे जाकर उसमें नमी कहां से हैं हवा में पैसठ पर्सेंट नमीं है हा यानि आच्छादन मलचिंग है,औरइ हवा में पैसठ पर्सेट नमी है त यानी आज छादनजोमलचिं है,237
02003470001_chunk_334.wav,आपने बो दिया हाँ उसमें एक कल्ला निकला हा फिर उस कल्ले को किसीने तोड़ दिया या काट दिया,आपने बो दिया उसमें एक कल्ला निकला फिर उस कल्ले को जिसने तोड़ दिया ा,238
02003680001_chunk_001.wav,किसान भाइयों और नमस्कार,किसान भाई और नमस्कार,239
02003680001_chunk_007.wav,भारतीय संस्कृति में,भारतीय संस्कृति में,240
02003680001_chunk_008.wav,हम सभी लोग गाय को मां का दर्जा देते आए,हम सभी लोग गाय को मां का दर्जा देते आए,241
02003680001_chunk_016.wav,आज वो भी बड़े बड़े शहरों में रोजीरोटी के लिए भटक रहे हैं बहुत सारे किसान,आज वो भी बड़ेबड़े शहरों में रोजी रोटी के लिए भटक रहे बहुत सारे किसान,242
02003680001_chunk_021.wav,बढ़ाने की बात करती हैं कि किसानों की आय को कैसे दोगुना किया जाए,बढ़ाने की बात करती है कि किसानों की आय को कैसे दो गुना किया जाए,243
02003680001_chunk_024.wav,उनका नाम भी आपने सुना होगा जो जीरो बजट खेती की बात कहते हैं और गंवा है आधारित खेती की बात करते हैं कि,उनका नाम भी आपने सुना होगा जो जीरो बजट खेती की बात कहते हैं और गवाधारित खेती की बात करते हैं कि,244
02003680001_chunk_029.wav,वो आम व्यक्ति,वो आम व्यक्ति,245
02003680001_chunk_042.wav,वीडियो में मैंने पहले बताया था कि आज इस देश का,वीडियो में मैंने पहले बताया था कि आज इस देश का,246
02003680001_chunk_049.wav,किसान के बेटे हैं,किसान के बेटे हैं,247
02003680001_chunk_074.wav,वो एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था,248
02003680001_chunk_075.wav,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वय कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सारा स्वयं कर लेता था,अपने उसके निजी बैल थे और जोकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयं कर लेता था यानि बैलों से खेतों की जुताई बुआई का,249
02003680001_chunk_075.wav,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वय कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सारा स्वयं कर लेता था,काम सरा स्वयं कर लेता था,249
02003680001_chunk_078.wav,जिसकी कोई रोजी रोटी नहीं थी,जिसकी कोई रोजी रोटी नहीं थी,250
02003680001_chunk_080.wav,बड़े किसान का खेत जोतना फसलों की बुआई करना फसलों की निकाई गुराई करना,बड़े किसान का खेद जोतना फसलों की बुआई करना फसलों की निकाई गुलाई करना,251
02003680001_chunk_082.wav,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,252
02003680001_chunk_090.wav,और उसने अपनी खेती ट्रैक्टर से प्रारंभ की गांव के दस लोगों की ओर खेती ट्रेक्टर से प्रारंभ हो गई,और उसने अपनी खेती टरैक्टर से प्रारंभ की गांव के दस लोगों की और खेती टैक्टर से प्रारंभ हो गई,253
02003680001_chunk_091.wav,आज की तारीख में हर गांव में दस परसेंट लोगों के पास ट्रेक्टर है,आज की तारीख में हरगांव में दस परसेंट लोगों के पास टेक्टर है,254
02003680001_chunk_092.wav,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आंकड़ा है वो लगभग लगभग व परसेंट लोगों के पास से ट्रैक्टर हैं नब्बे परसंट लोगों के पास टैक्टर बिल्कुल नहीं और उनके पास बैल भी नहीं है,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो टैक्टर का जो आंकड़ा है वो लगभग लगभग नौ दस परसेंट लोों के पास सआत टैक्टर है नब्बे परसेंट लोगों,255
02003680001_chunk_092.wav,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आंकड़ा है वो लगभग लगभग व परसेंट लोगों के पास से ट्रैक्टर हैं नब्बे परसंट लोगों के पास टैक्टर बिल्कुल नहीं और उनके पास बैल भी नहीं है,के पास टरैक्टर बिल्कुल नहीं है और उनके पास बैल भी नहीं है,255
02003680001_chunk_098.wav,पिछले पच्चीस साल का डाँटा उठा लीजिए,पिछले पच्चीस साल का डाटा उठा लीजिए,256
02003680001_chunk_100.wav,जिनके पास ट्रैक्टर है उन किसानों ने भी आत्महत्या नहीं की,जिनके पास ट्ैक्टर है उन किसानों ने भी आत्महत्या नहीं की,257
02003680001_chunk_106.wav,बहुत बड़ा स्तंभ है,बहुत बड़ा स्तंभ है,258
02003680001_chunk_121.wav,कि ईश्वर हमको भी छोड़ देगा,ईश्वर हमको भी छोड़ देगा,259
02003680001_chunk_123.wav,पूरे,पूरे,260
02003680001_chunk_128.wav,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,261
02003680001_chunk_134.wav,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,262
02003680001_chunk_140.wav,का संरक्षण करके,का संरक्षण करके,263
02003680001_chunk_153.wav,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे,264
02003680001_chunk_154.wav,आज क्योंकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,आज चूकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,265
02003680001_chunk_155.wav,जो मेल हैं,जो मेल हैं,266
02003680001_chunk_181.wav,हम मादा को या नर को खत्म करेंगे,हम मादा को या नर को खत्म करेंगे,267
02003680001_chunk_184.wav,और पशुओं के मलमूत्र से गोबर मिलता था गोबर सड़ता था और वो खेतों में उपयोग होता था,और पशुओं के मलमूत्र से गोबर मिलता था और गोबर सड़ता था और वो खेतों में उपयोग होता था,268
02003680001_chunk_232.wav,कई लोग ये दलील देते हैं,कई लोग ये दलील देते हैं,269
02003680001_chunk_234.wav,मुझे बड़ी हंसी आती,मुझे बड़ी हसी आती,270
02003680001_chunk_238.wav,किसान बहुत कम है आबादी बहु कम है हमारे देश में तो देखे दो चीजें हैंजो गांव के बीस पर्सेन्ट भूमिहीन परिवार,किसान बहुत कम ह आबादी बहत कम है हमारे देश में तो देखिए दो चीजें है जो गांव के बीस परसेंट भूमिहीन परिवार,271
