filename,ground_truth,Ourmodel,Original_ID
02001060001_chunk_039,तो आप सबसे पहले अपना परिचय दीजिएगा,तो आप सबसे पहले अपना परिचय दीजिएगा,319
02001060001_chunk_040,फूलचंद मौर्या,फूल चंद मौर्या,320
02001060001_chunk_041,जी,जी,321
02001060001_chunk_044,अच्छा ये आपका काउंटर कहां पर पड़ता है,अच्छा तो  ये आपका काउंटर कहां पर पड दाा,322
02001060001_chunk_046,अगर कोई आप आना चाहता है कहीं से देखने के लिए आपके फॉर्म को तो आपसे कैसे मिल सकता है,अगर कोई आप आना चाहता है कहीं से देखने के लिए आपके फॉर्म को तो आपसे कैसे मिल सकता है,323
02001060001_chunk_047,वहीं मौर्या कृषि दवा केन्द्र पर आ जाए,मौर्या कृषी दवा के अंद्र पर आ जाए,324
02001060001_chunk_048,अच्छा,अच्छा,325
02001060001_chunk_049,दाउद पुर रोड के किनारे मौर्या कृषि दवा केंद्र का बोर्ड लगा हुआ है,दाउतपुरव रोड के किनारे मौरया कृषी दवा केंद्र का बोर्ड लगा हुआ है,326
02001060001_chunk_050,गूगल मैप का हम लोकेशन भी दे देंगे,गूगल मैप का हम लोकेशन भी दे देंगे,327
02001060001_chunk_052,और ये पट्टी के अंतर्गत पड़ता है,और ये पट्टी के अंतर्गत थोडा टीके अंतरगतै,328
02001060001_chunk_055,छप्पन कद्दू की खेती देखे आलू डबल लाइन का आप कर रहे हैं आपके पास कुंदरु है इतना बेहतरीन तरीके से मैनेजमेंट और इतना हेवी प्रोडक्शन,चप्पन करदो की खेती देखि आलू डबल लाइन का आप कर रहे हैं आपके पास कुंदरू है इतना बेहतरीन तरीके से मैनेजमेंट और इतना हाइबी प्रोडक्शन,329
02001060001_chunk_056,असल में सर मैं एक बार ऐसे बैठा हुआ था तो आपका वीडियो देख रहा था तो आपके चैनल पर जब मैं गया तो वहां आपने दिखाया था,असल मैं सर मैं एक बार इसे बैठा हुआ था तो आपका वीडियो देख रहा था तो आपके चैनल पर जब म गया तो वहाँ आपने दिखाया था,330
02001060001_chunk_057,तो हम आपके पास फोन किए तो आपने कहा जो हैं कि,तो हम आपके पास फोन किए जी तो आपने कहा जो है कि,331
02001060001_chunk_061,तो हम सोचें कि हर कोई आता है तो इसी तरीके से डायलॉग मार देता है कोई होगा,सकि हर कोई आता है तो इसी तरीके से डाइ लाग मार देता है न ठ होगा,332
02001060001_chunk_064,हम सारी बातें हुई आपसे हमसे बीच बीच में आप हमारा फोन करतें रहे हमारा आपसे बातें होती रहीं तो सारा सिस्टम चलता रहा,हम सारी बातें हुई आपसे हमसे बीच बीच में आप हमारा फोन करते रहे हमसे आपे बातें होती रहे तो सारा सिस्टम चलता रहा,333
02001060001_chunk_065,तो,तो,334
02001060001_chunk_066,बड़िया सा उत्पादन है हमने आपसे वादा किया था कि पूरे टॉप की बेर तैयार करेंगे मुझे तो बहुत चैनल वाले हैं बहुत नर्सरी वाले हैं,ो बढ़िया सा उत्पादन  हमने आपसे वादा किया था कि पूरे टापकी बेर तैयार करेंगे मुझे तो बहुत चैनल वाले हैं बहुत नर्सरी वाले हैं,335
02001060001_chunk_067,और बहुत बहुत सारी चीजें दिखाते है लेकिन मै सच्चाई दिखा रहा हूं हैं,और बहुत बहुत सारी चीज़ें दिखाते हैं ेिे मैं सच्चाई दिखा रहा हूँ,336
02001060001_chunk_072,एक मार्च दो हजार बाईस को,ए मार्च दो हजार बाईस को,337
02001060001_chunk_076,कि धूप निकल गई है कई दिनों के बाद और इस समय टेम्परेचर भी छः डिग्री सेल्सियस से लेकर बीस डिग्री सेल्सियस के आसपास में चल रहा है,धूप निकल गई है कई दिनों के बाद  इस समय टेम्परेचर भी छः डिग्री सेल्सियस से लेकर के बीस डिग्री सेल्सियस के आसपास में चल रहा है,338
02001060001_chunk_081,तो कुछ नहीं तो,तो कुछ नहीं तो,339
02001060001_chunk_082,इनके इनके करके इस जनवरी के महीने में आप लोग एक बार घूम लीजिए तो आप लोगों को पता चल जाएगा कि आखिर वास्तव में खेती होती कैसे है,इनके हा आ करके इस जनवरी के महीने में आप लोग एक बार घूम लीजिए तो आप लोगों को पता चल जाएगा कि आखिर वास्तव में खेती होती,340
02001060001_chunk_082,इनके इनके करके इस जनवरी के महीने में आप लोग एक बार घूम लीजिए तो आप लोगों को पता चल जाएगा कि आखिर वास्तव में खेती होती कैसे है,कैसे,340
02001060001_chunk_083,क्योंकि ये किसान है और उस तरीके से खेती किए हैं कि आपको रिजल्ट यहां पर दिख रहा होगा बेर दिख रही है टमाटर,क्योंकि ये किसान है और उस तरीके से खेती किए हैं कि आपको रिजल्ट यहां पर दिख रहा होगा बेर दिख रही है टमाटर,341
02001060001_chunk_087,जी जी अब जो,तो अब जो,342
02001060001_chunk_088,बाईस,बाईस,343
02001060001_chunk_089,मे आपका प्लांटेशन मार्च को हुआ अभी ज्यादा से ज्यादा देखा जाए तो,मैं आपका प्लांटेशन मार्च को हुआ अभी ज्यादा से ज्यादा देखा जाए तो,344
02001060001_chunk_092,और इसके बाद सारा सिस्टम जो है दुकान से भी हम मारा लग जाता है समय कम इसमें दे पाते हैं लेकिन अगली बार,और इसके बाद सारा सिस्टम जो है दुकान से भी हम उहारा लग जाता है समय कम इसमें दे पाते हैं लेकिन अगली बार,345
02001060001_chunk_093,एक कुंटल प्लस हम आपको तैयार करके फिर,एक कुंटल प्लस हम आपको तैयार करके फिर,346
02001060001_chunk_094,दो हजार चौबीस में आप आएंगे और देखेंगे कहेंगे क्या भीषण उत्पादन एक सिस्टम बदलेंगे,दो हजार चौबीस में आप आएंगे और देखेंगे कहेंगे क्यहा भीषड उत्पादन एक सिस्टम बदलेंगे,347
02001060001_chunk_095,और जो आप केले का काम करते हैं,और जो आप केले का काम करते हैं,348
02001060001_chunk_096,केला आपका बहुत बढ़िया सिस्टम है हमारे हाथ दो लोग लाके लगाए हुए हैं,केला आपका बहुत बढ़िया सिस्टम है हमारे यहाँ दो लोग लाचेकर लगाए हुए है,349
02001060001_chunk_099,अब आइए एक बार इनके जो फॉर्म हैं इन पे एक बार नजर घुमाते हैं यहां पर आप लोग देख सकते हैं कि ये जो बैर की खेती किए हैं,अब आइये एक बार इनके जो फॉर्म हैं इनपे एक बार नजर घुमाते हैं यहां पर आप लोग देख सकते हैं कि ये जो बेर की खेती किए,350
02001060001_chunk_099,अब आइए एक बार इनके जो फॉर्म हैं इन पे एक बार नजर घुमाते हैं यहां पर आप लोग देख सकते हैं कि ये जो बैर की खेती किए हैं,है,350
02001060001_chunk_100,तो पहली साल में पूरा क्षेत्र में बेर का विकास हो नहीं पाता है,तो पहली साल में पूरा क्षेत्र में बेर का विकास हो नहीं पाता है तो,351
02001060001_chunk_102,और कुछ एरिया में यहां पर आप लोगों को फूलगोभी भी देखने को मिल रही है और जो फूलगोभी की क्वालिटी है ये भी काफी बेहतरीन है यहां पर,और कुछ एरिया में यहां पर आप लोगों को फूलगोभीभी देखने को मिल रही है और जो फूलगोभी की क्वालिटी है ये भी काफी बेहतरीन है यहां पर,352
02001060001_chunk_103,डायरेक्ट बेर तोड़ते हुए दिखाया जा रहा है आप लोग देख सकते हैं जो बेर बड़ी हो गई है तोड़ने के लिए तैयार है,डायरेक्ट बेर तोड़ते हुए दिखाया जा रहा है आप लोग देख सकते हैं जो बेर बड़ी हो गई है तोडने के लिए तैयार है,353
02001060001_chunk_104,यहां पर इस तरीके से बेर निकल कर सामने आ रही हैं और इसके साथ ही साथ आप लोग देखेंगे इनके जो बेर का प्रोडक्शन है,यहां पर इस तरीके से बेर निकलकलके सामने आ रही हैं और इसके साथ ही साथ आप लोग देखेंगे इनके जो बेर का प्रोडक्शन है,354
02001060001_chunk_105,ये इस स्तर का है कि जो पौधे हैं ये पूरी तरीके से जमीन पकड़ लिए हुए हैं,यइस स्तर का है कि जो पौधे हैं ये पूरी तरीके से जमीन पकड़ लिए हुए हैं,355
02001060001_chunk_106,और आगे अगर हम बढ़ें तो यहां पर जो आप लोग टमाटर देखे हुए हैं जिस तरीके से बेर में उत्पादन होता है,और आगे अगर हम बढ़ें तो यहां पर जो आप लोग टमाटर देखे हुए हैं जिस तरीके से बेर में उत्पादन होता है,356
02001060001_chunk_107,सेम उसी तरीके से यहां पर लतेदार जो टमाटर की खेती है ये की गई है और ओ भी भीषण उत्पादन के साथ जो है,सेम उसी तरीके से यहां पर लतेदार जो टमाटर की खेती है ये की गई है और ो भी भीषण उत्पादन के साथ जो है,357
02001060001_chunk_111,और यहां पर आप लोग देख सकते हैं की आधुनिक तरीके से जो बीन्स की खेती है ये की गई है,और यहां पर आप लोग देख सकते हैं कि आधुनिक तरीके से जो बींस की खेती है ये की गई है,358
02001060001_chunk_112,बींस की जो खेती है भी ट्रेंड कर रही है इस वजह से मार्केट में जो इसका रेट होता है यह आप लोगों को बेहतर मिलता है,ीमस की जो खेती है अभी ट्रेंड कर रही है इस वजह से मार्केट में जो इसका रेट होता है यह आप लोगों को बेहतर मिलता है,359
02001060001_chunk_113,और वहीं पर बीच में आप लोगों को यहां पर शिमला मिर्च की फसल भी देखने को मिलती है,और वहीं पर बीच में आप लोगों को यहां पर शिमला मिर्च की फसल भी देखने को मिलती है,360
02001060001_chunk_114,और यहां पर जो फूलगोभी का उत्पादन है आप तो देखी रहे हैं तो कुछ इस तरीके से,और यहां पर जो फूलगोबी का उत्पादन है आप तो देखी रहे हैं तो कुछ इस तरीकेे,361
02001060001_chunk_115,इनके फॉर्म का मैनेजमेंट है जिसमें इन्होंने खरपतवार मुक्त समय पे खाद पानी दवाएं डाल करके बेहतरीन उत्पादन ले रहे हैं,इनके फॉर्म का मैनेजमेंट है जिसमें इन्होंने खरपतवार मुक्त समय पर खाद्य पानी दवाएं डाल करके बेहतरीन उत्पादन ले रहे हैं,362
02001060001_chunk_116,और अगर आप लोग प्रतापगढ़ क्षेत्र के आसपास के किसान हैं तो हम आप लोगों से रिक्वेस्ट करेंगे,और अगर आप लोग प्रतापगढ़ क्षेत्र के आसपास के किसान हैं तो हम आप लोगों से वेस्ट  केरेंे,363
02001060001_chunk_117,कि आप एक बार आप लोग इनके फार्म पे विजिट करें और इनसे जानें कि ये किस तरीके से इतना बेहतरीन उत्पादन कैसे लेकर आ रहे हैं,कएक बार आप लोग इनके फार्म पे विजिट करें और इनसे जाने कि ये किस तरीके से इतना बेहतरीन उत्पादन लेकरके आ रहे हैं,364
02001100001_chunk_044,सौ टन अदक निकला है,कदो सौ टन अदक निकला है,365
02001100001_chunk_054,"एक तो करियर जो है अदरक की डिमांड जो रहती है पचीस से तीस टन बढ़ती रहती है अच्छा हर साल मार्केट में मांग ज्यादा है और पिछली बार क्या हो गया शुरू में तो पचास रुपये रेट था हा अदरक का पर
",एक तो पर यर जो है अदर की डिमांड जो रहती है वो पच्चीस से तीस टन बढ़ती रहती ह अच्छा अच् हर साल मार्केट में मांग ज्यादा,366
02001100001_chunk_054,"एक तो करियर जो है अदरक की डिमांड जो रहती है पचीस से तीस टन बढ़ती रहती है अच्छा हर साल मार्केट में मांग ज्यादा है और पिछली बार क्या हो गया शुरू में तो पचास रुपये रेट था हा अदरक का पर
",है और पिछली बार क्या हो गया शुए तो पचास रुपये रेट था अ,366
02001100001_chunk_138,तीना लाख दस हजर अभी तक हो गया या तीन लाख दस हजार हो गया अभी ड्रिप का जो है तो हम एक साल में नहीं पकड़ सकते उसको पांच साल में डिवाइड करना पड़ेगा हा एक साल का पकड़ लो ड्रिप का दस हजार रुपये हा,तीन लाख दस हजार अभी तक हो गया तीन लाख दस हजार हो गया अभी ड्रिप का जो है तो हम एक साल में नहीं पकड़ सकते उसको,367
02001100001_chunk_138,तीना लाख दस हजर अभी तक हो गया या तीन लाख दस हजार हो गया अभी ड्रिप का जो है तो हम एक साल में नहीं पकड़ सकते उसको पांच साल में डिवाइड करना पड़ेगा हा एक साल का पकड़ लो ड्रिप का दस हजार रुपये हा,पाँच साल में डिवाइड करना पड़ेगा हा एक साल का मकड लो ड्रिप का दस हजार रुपयएहा,367
02001100001_chunk_157,तो इक्कीस के बाद वो फिर से अट्ठारह और वगैरह रुपया हो गया था फिर आठ रुपये हो गया था और आठ रुपये के बाद वो छह महीने में फिर बीस रुपये हो गया अच्छा उसके बाद वो चौबीस रुपये का चौबीस का हो,तो इक्कीस के बाद वो फिर से अट्ठारह और वगैरह रुप ो गया था फिर आठ रुपए हो गया था आठ रुपए के बाद वो छः महीने में,368
02001100001_chunk_157,तो इक्कीस के बाद वो फिर से अट्ठारह और वगैरह रुपया हो गया था फिर आठ रुपये हो गया था और आठ रुपये के बाद वो छह महीने में फिर बीस रुपये हो गया अच्छा उसके बाद वो चौबीस रुपये का चौबीस का हो,फिर बीस रुपये हो गया अ्छा उसके बाद वो चौबीस रुपये का चौबीस का हो,368
02001100001_chunk_164,आपको इस वीडियो से ओवराल क्या मिला यह मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अब इस सीजन आने वाला उसके पहले हमने आपको यह सब दिया तो कमेंट करना अनिवार्य है और अभी तक अपनी सब्सक्राइब नहीं किया तो सब्सक्राइब जरू कीजेगा मिलते हैं नेक्स्ट विडियो में तब तक करते रहिए मेहनत क्योंकि बावर तो पावर हैं धन्यवाद,आपको इस वीडियो से ओवर ऑल क्या मिला ये मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अभी सीजन आने वाला उसके पहले हमने आपको ये सब,369
02001100001_chunk_164,आपको इस वीडियो से ओवराल क्या मिला यह मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अब इस सीजन आने वाला उसके पहले हमने आपको यह सब दिया तो कमेंट करना अनिवार्य है और अभी तक अपनी सब्सक्राइब नहीं किया तो सब्सक्राइब जरू कीजेगा मिलते हैं नेक्स्ट विडियो में तब तक करते रहिए मेहनत क्योंकि बावर तो पावर हैं धन्यवाद,दिया तो कमेंट करना अनिवार्य है और अभी तक आपने सब्स्क्राइब नहीं किया तो सब्स्क्राइब जरूर कीजिएगा मिलते हैं नेक्स्ट वीडियो में तब तक करते रहिया मैंना क्योंकि,369
02001100001_chunk_164,आपको इस वीडियो से ओवराल क्या मिला यह मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अब इस सीजन आने वाला उसके पहले हमने आपको यह सब दिया तो कमेंट करना अनिवार्य है और अभी तक अपनी सब्सक्राइब नहीं किया तो सब्सक्राइब जरू कीजेगा मिलते हैं नेक्स्ट विडियो में तब तक करते रहिए मेहनत क्योंकि बावर तो पावर हैं धन्यवाद,वावर ह तो पावर है धन्यवाद,369
02001110001_chunk_001,नमस्ते,नमस्ते,370
02001110001_chunk_002,मैं,मै,371
02001110001_chunk_005,को समुद्र के,को समुदर के,372
02001110001_chunk_007,हमारे वहाँ,हमारे बात,373
02001110001_chunk_008,ज्यादा से ज्यादा बैंगन होता है मिर्च होता है टमाटर रहता है,ज़्यादा से ज्यादाबैंगन होता है मिर्च होता है टमाटर रहता है,374
02001110001_chunk_009,एक एकड में,एक टैक्कर में,375
02001110001_chunk_010,लगभग तीन सौ क्विंटल तक का बैंगन पैदा होता है वो टमाटर भी,लगभग तीन सौ क्ुंटल तक का बैंगन पैदा होता है वऔर टमाटर भी,376
02001110001_chunk_013,मिर्ची में इतना ही होता है,मिर्च मे इतना ही होता है,377
02001110001_chunk_014,फिर भी,फिर मे,378
02001110001_chunk_015,सर मैं आपसे पूछना चाहता हूँ इतने,सर मैं आपसे पूछना चाहता  इतने,379
02001110001_chunk_017,ये लोग गरीब भी करे,ये लोग गर् भीी करेहं,380
02001110001_chunk_018,कोई,को,381
02001110001_chunk_019,हर सब,हर सब,382
02001110001_chunk_021,तो मैंने आपका नाम सुना है इसलिए आपसे टेलीफोन में बात कि है और फिर आया यहाँ तक इसका कोई समाधन मिल सकता है क्या,तो मैंने आपका नाम सुना है इसलिए आपसे टेलीफोन में बात की और फिर आया यहाँ तक कि इसका कोई समाधान मिल सकता है,383
02001110001_chunk_024,तो क्या कर सकते है इसका कोई उपाय है की अपके पास,तो क्या कर सकते है इसका कोई उपय है कि आपके पास,384
02001110001_chunk_025,देखो समीर जी,देखो समीर जी,385
02001110001_chunk_026,और मैं देश के किसानों से भी बात कर रहा हूं,और मैं देश के किसानों से भी बात कर रहा हूँ,386
02001110001_chunk_027,मैं पिछले कई सालों से से इसी प्रयास में लगा हूं कि,मैं पिछले कई सालों से इसी प्रयास में लगा हूं कि,387
02001110001_chunk_030,अगर संसार में कोई सबसे उत्तम व्यवसाय तो,अगर संसार में कोई सबसे उत्तम व्यवसाय है तो,388
02001110001_chunk_032,जो कृषि के जो हालात है,जो कृषि के जो हालात है,389
02001110001_chunk_033,देश बेशक कह सकता है कि मेरे देश में,देश बेस कह सकता है कि मेरे देश में,390
02001110001_chunk_034,एग्रीकल्चर प्रोडक्शन इतना ज्यादा है,एग्रीकल्चर प्रोडक्शन इतना ज्यादा है,391
02001110001_chunk_035,लेकिन जो प्रोडक्शन देने वाला जो प्रोडक्शन करने वाला है वो,लेकिन जो प्रोडक्शन देने वाला है जो प्रोडक्शन करने वाला है वो,392
02001110001_chunk_036,और जहां पर प्रोडक्शन लिया जाता है वो प्रकृति,और जहां पर प्रोडक्शन लिया जाता है वो प्रकृति,393
02001110001_chunk_037,ये दोनों घाटे में है,ये दोनों घाटे में ह,394
02001110001_chunk_038,मलब देश का किसान जमीन में खेती करता है तो जमीन भी घाटे में है,मतलब देश का किसान जमीन में खेती करता  तो जमीन भी घाटे में,395
02001110001_chunk_040,देश के कृषि वैज्ञानिक कृषि नीतियां बेशक करती हों कि मेरे देश में बहुत ज्यादा प्रोडक्शन है,देश के कृषि वैज्ञानिक कृषि नीतियां बेशक कहती हूं कि मेरे देश में बहुत ज्यादा प्रोडक्शनहै,396
02001110001_chunk_041,वजह क्या है जैसे आपने कहा की हमारे गंजम डिस्ट्रिक्ट में मिर्च और बैगान और टरमाटर की बंपर पैदावार होती है,वजह क्या है जैसे आपने कहा कि हमारे गंजम डिस्ट्रिक्ट में मिर्च और बैगान और टमाटर की बंपर पैदावार होती है,397
02001110001_chunk_043,हमने पता किया है कि आपके इलाके में तीन चार एकड़ की औसत जोत है,हमनेी पता किया है कि आपके इलाके में तीन चार एकड़ की औसत जोत है,398
02001110001_chunk_044,एक किसान के पास तीन चार एकड़ जमीन है,एक किसान के पास तीन चार एकड जमीन है,399
02001110001_chunk_045,और कोई किसान अगर तीन एकड़ में बैंगन बोया और नौ सौ कुंटल बैगान हुआ और दस रुपये के एवरेज में दस में,और कोई किसान अगर तीन एकड में बैंगन बोया और नौ सौ कुंटल बैगन हुआ और दस रुपएे के एवरेज में,400
02001110001_chunk_047,हम दस मान ले,म हम दस मा ले,401
02001110001_chunk_048,हम दस मान ले मिनमम,हम दस मार लेमिनम,402
02001110001_chunk_049,दस रुपये के एवरेज में भी अगर उसने बैंगन बेजा तो लाख का लेकिन,दस रुपये के एवरेज में भी अगर उसका बैंगन मेजा तो नौ लाख का बैंगन लेकिन,403
02001110001_chunk_050,उस किसान ने एक लाख रुपये प्रति एकड़ का तो पेस्टीसाइट डाला,उस किसान ने एक लाख रुपये प्रति एकड का तो पेस्टीसाइड डाला,404
02001110001_chunk_057,उसको क्या बचेगा,उसको क्या बचेगा,405
02001110001_chunk_058,मैं देश के किसानों से क्या कहता हूँ देखो,तो मैं देश के किसानों से कया कहता हूं देखो,406
02001110001_chunk_059,मित्र ये जो,मित्र ये जो,407
02001110001_chunk_062,नाशाक का मतलब नाश करने वाला और किसका नाश करेगा,नाशक का मतलब नाश करने वाला और किसका नाश करेगा,408
02001110001_chunk_063,ये सब को सब का नाश करेगा,ये शब को शबता नाश करेगा,409
02001110001_chunk_064,जमीन में रहने वाले जीव जन्तु को तो मारता ही है,जमीन में रहने वाले जीव जंतुों को तो मारतही है,410
02001110001_chunk_065,वनस्पतियों को भी मारता है,वनस्पतियों को भी मारता है,411
02001110001_chunk_066,चिड़ियो को भी मारता है तितली को मारता है मधमक्खी को मारता है सांप को मरता है बिच्चू को मारता है,चिड़ियों को भी मारता है तितली को मारता है मधमक्की को मारता है ताप को मारता है बिच्चू को मारता है,412
02001110001_chunk_067,और यही रसान इंसान को भी मार रहा है,और यहीरस्तान इंसान को भी मार रहा,413
02001110001_chunk_068,तो मैं,तब मैं,414
02001110001_chunk_070,जैसे आपने कल हम से एक बात कही मैं आपको एक चीज और बता रहों मार्केट की,जैसे आपने कल हम से एक बात कही मैं आपको एक चीज़ और बता रहा हूँ मार्केट की,415
02001110001_chunk_071,ये समीर भाई,ये समीर भाई,416
02001110001_chunk_072,ये अपने खेत में केमिकल नहीं डालते इनकी एक पीड़ा है और पीड़ा के लिए यह हैं की हम अपने इलाके में है कुछ ऐसा किसानों को बता सकूँ,ये अपने खेत में खेमिकल नहीं डालते इनकी एक पीड़ा है अ तीडा के लिए या है कि हम अपने इलाके में कुछ ऐसा किसानों को बता सकूँ,417
02001110001_chunk_076,समीर जी के खेत में,तो समेरसी के खेत में,418
02001110001_chunk_080,दिक्कत ये है के,का भैया के,419
02001110001_chunk_082,और वो बहुत सारी,और वो बहुत सारे,420
02001110001_chunk_084,देश का किसान जैसे इस समय,देश का किसान जैसे इस समय,421
02001110001_chunk_085,हमारा जम्मू का हिमांचल का गुजरात का बनास का,हमारा जम्मू का हिमांचल का गुजरात का बनास काठे का,422
02001110001_chunk_086,नागपुर का खुशावल का,नागपुर का कुसावल का,423
02001110001_chunk_087,और समीर जी तो आई है जहाँ मेरबैयन की तमाटर की,और  समीर जी तो आई हैं जहाँ मिर्च बैगन की टमाटर की,424
02001110001_chunk_088,कामर्शियल फार्मींग होती है,कामर्शियल फार्मिंग होती है,425
02001110001_chunk_089,नासिक अंगूर का,नाशिक अंगूर का,426
02001110001_chunk_091,अलग अलग,ेअलग<unk>अलग,427
02001110001_chunk_097,जब यार मैं एक चीज कहतां जब आपको जहर खाके ही मारना है तो जहर खाके मर जाओ ना,कि जब यार मैं एक चीज कहता हूँ जब आपको जर खाके हीम भरना तो जहर खा के मर जाओ ना,428
02001110001_chunk_098,फिर क्यों जी रहे हो भाई,फिर क्यों जी रहे हो भाई,429
02001110001_chunk_099,मैं कहता हूँ,तब मैं कहता हूँ,430
02001110001_chunk_104,लेकिन बैंक का कर्जा है वो कर्जा इसलिए है,लेकिन बैंक का कर्जा है वो कर्जा इसलिए है,431
02001110001_chunk_105,कि वो अपनी खेती करते समय अपने दिमाग का इस्तेमाल नहीं करता निवेश लगाता है दिमाग रूपी निवेश का एक भी इस्तेमाल नाही करता,कि वो अपनी खेती करते समय अपने दिमाग का इस्तेमाल नहीं करता निवेश लगाता है दिमाग रूपी निवेश का एक भी इस्तेमाल ल,432
02001110001_chunk_106,मैं एक लाइन मैं कहता हूं,तो मैं एक लाइन में कहता हूँ,433
02001110001_chunk_107,की मानुष को जीवन में सुख शांति समृद्धि चाहिएकोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे जीवन में खुशियां आए,कि मनुष्य को जीवन में सुख शांति समृद्धि चाहिए ह कोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे,434
02001110001_chunk_107,की मानुष को जीवन में सुख शांति समृद्धि चाहिएकोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे जीवन में खुशियां आए,जीवन में खुशियाँ हैं,434
02001110001_chunk_108,लेकिन अगर खुशियां नहीं आ रही हैं,लेकिन अगर खुशियां नहीं आ रही है,435
02001110001_chunk_111,लालच जब तक रहेगा खेती में,लालस जब तक रहेगा खेती में,436
02001110001_chunk_115,भगवान है,भगवान है,437
02001110001_chunk_116,खेती धर्म है,चेती धर्म है,438
02001110001_chunk_117,खेती साधना है उपासना है आराधना है पूजा है,चेती साधना है उपासना है आराधना है पूजा है,439
02001110001_chunk_118,लेकिन खेती वर्तमान की जो खेती है,लेकिन खेती वर्तमान की जो खेती है,440
02001110001_chunk_121,और सारी दुनिया फंस चुकी है,और सारी दुनिया फज चुकी है,441
02001110001_chunk_123,अस्पतालों में मरीजों की बढ़ती संख्या,अस्पतालों में मरीजों की बढ़ती संख्या,442
02001110001_chunk_126,छोटे छोटे बच्चों को चश्मा बाल जढ़ जाना,छोटे छोटे बच्चों को चसमा बाल जड़ जाना,443
02001110001_chunk_127,जवानी में कदम रखा नहीं है बुढापे के लक्षण दिखाई देना,जवानी में कदम रखा नहीं है बुढापे के लक्षण दिखाई देना,444
02001110001_chunk_130,कि जब व्यक्ति भगवान को धोखा देता है,कि जब व्यक्ति भगवान को धोखा देता है,445
02001110001_chunk_131,समीर भाई,समीर भाई,446
02001110001_chunk_132,भूमि को,भूमि का,447
02001110001_chunk_134,जब जमीन में आप पेस्टिसाइड डाल करके इस मां को बंजर बनाेंग,गगन,448
02001110001_chunk_135,वायु,वायु,449
02001110001_chunk_136,अग्नि,अगनी,450
02001110001_chunk_137,नीर,नी,451
02001110001_chunk_138,जब जमीन में आप फेस्टीसाइ डाल करके मां को बंजर बनाेंग,जब जमीन में आप पेस्टीसाइड डाल कर के इस मां को बंजर बनाएंगे,452
02001110001_chunk_141,परमात्मा का ध्यान रखना मित्र,कि परमात्मा का ध्यान रखना मित्र,453
02001110001_chunk_142,खेती,खेती,454
02001110001_chunk_144,कि तुम तो यार सबके बिजनेस का सत्यानाश करोगे क्या,कि तुम तो यार सबके बिजनेस का सत्यानाश करोगे क्या,455
02001110001_chunk_145,तुम सबको ऐसे ही उलटा सीधा बोलते हो,तुम सबको ऐसेी ऊंटा सीधा बोलते हो,456
