filename,ground_truth,IC,wav2vec2,Ourmodel
02001280001_chunk_031,जो एटी सी-सी में जो रिडक्शन मिलती है उसको करके कम से कम डबल तो करे उससे व्यापारियो काफी फायदा होगा और बहुत सी चीजें जो पारो गल है गवरनमेंट कस लेकिन बजड के लिए मेरे ख्याल से यही दो चीजे जो पहले कर दे उससे बहुत रिलीफ है जी तो आप ये भी बताएं कि इससे,जो एटीसीसी में जो डिटेक्शन मिलती है उसको भी बढ़ाना चाहिए उसको कम से कम डबल तो करे उससे व्यापारियों को काफी फायदा हुआ और बहुत सी चीजें जो व्यापारियों के लिए गवर्नमेंट कर सते लेकिन बजट के लेरे ख्याल यही दो चीजें जो पहले कर दे उससे बहुत रिलीफ मिल जायेगा जी आप यह भी बतायेंग इस,जो एटीसीसी में जो रिडक्शन मिलती है उसकोई बड़ाह कोटकम से हम डबल दुकर हैं कुछ उसे व्यापारी कों काफी फायदा हुआ और बहुत अच्छी चीज है जो व्ापारगुल है गॉर्मेंट करसे लेकिन बजट के लिए मेर कै लिए दोई चीजैं जो पहले कर दे उसे बहुत लिखती है झेतो न आप ये भी बताएंगि इसे,जो   जो  ु ी च मेो ीी तोआपो ये भी बताएंगी इे
02001280001_chunk_033,बहुत से ऐसे लोग हैं मेरे ख्याल से जिनका घर का खर्चा चलना भी मुश्किल है जी उसके लिए गवर्नमेंट को जो है उनको फाइनेंसली हेल्प करके और दुबारा से बिजनेस सेटअप करने में हेल्प करनी पड़ेगी जी तभी कुछ हो सकता है तभी उनके धंधे चलेंगे जी बिल्कुल और लगभग यहां आप,बहुत से ऐसे लोग है जो मेरे ख्याल जिनका घर का खर्चा चलना भी मुश्किल है उसके लिए गवर्नमेंट को जो है उनको फाइनेंशियली हेल्प करके और दोबारा से बिजनेस सेटअप करने में हेल्प करनी पड़ेगी तभी कुछ हो सकता है तभी उनके धंधे चलेंगे जी बिल्कुल और लभग यहां,ी बहुत से ऐसे लोग हैं जो देखा जिनसे आप घर का खडचा चलना भी मुश्किल है जी उसके लिए गवर्नमेंट कोजोराम को फानेंसरी हेल्प करके और दुबारा से बिजनास सेटअप करने मेकल करनी पड़े जीकभी भु दो सत हा कभी ही निरांदे चले गै ये बिल्कुल और ह लगभग यहां हा,जी उऔदबरा से जी ी ी बिलकुल और लगभग
02001280001_chunk_034,के एसोसिएशन से कितने व्यापारी जुड़े हुए हैं यहां पर हमारी इस लाइन में करीब पैसठ दुकाने हैं पैसठ से सत्तर दुकाने हैं पैसठ से सत्तर दुकाने हैं और ज्यादातर ग्रोसरी और केमिस्ट्री की शॉप हैं जी लेकिन जैसे अब हमारा लग्जरी आइटम में आ जाता जी तो सबसे ज्यादा,आप के एसोसिएशन से कितने व्यापारी जुड़े हुए हैं यहां पर हमारी इस लाइन में करीब पैंसठ दुकानें पैंसठ से सत्तर दुकानें पैंसठ से सत्तर दुकानें और ज्यादातर ग्रोसरी और केमिस्ट्री शॉप है जी लेकिन जैसे हमारा लग्जरी आइटम में आ जाता है ज सब ज सबसे्यादा,ागपुर के एसोसिएशन से कितने व्यापारी जुड़े हुए हैं यहां पर हमारी इस लाइन में करी कसट दुकाने कास सता दुापैसेट सचह दुकानी और ज्यादातर ग्रोसवी औ कैमिस्ट्री शौकरा जी क्योंकि जैसे अब हमारा लगजरी आइटम में आ जाताहै जी तो सबसे ज्यादा,आपके एसोसिएशन से कितने व्यापारी जुडे हुए हैं यहाँ पर ज
02001280001_chunk_035,जो हैं वह इफेक्ट जो हैं वह कोविड का लग्जरी आइटम वालो को ही पड़ा जी उसमे जैसे गवर्नमेंट ने कैश वे पैनकार्ड की रिक्वारमेंट लगा रखी हुई है दो लाख से ऊपर उसको अगर,का जो है इफेक्ट जो है कोविड का लग्जरी आइटम मालू ही पड़ा उसमें जैसे गवर्मेंट ने कैश वे पैन कार्ड की रिक्वायरमेंट रखी हुई है दो लाख से ऊपर,ा जो वह एफेकट दर कोबेडा नजरी कर मनो बी पड़ा जी उसमेग जैसे गवर्नमेंट ने कैश वे पैन कार्ड किरकवॉर मे लगी है बूला सो परदो लाख से ऊपर उसको गर,जी ज गमे नैशदो लाख से ऊपर
02001280001_chunk_036,गवर्मेंट पांच लाख कर दे उससे भी थोड़ी से हल्क हो जाएगी बिजनेस वालो को लग्जरी आइटम वालो को जी अच्छा जी बिल्कुल आपने कृषि आग्रण से बातचीत की आपका बहुत बहुत धन्यवाद,गवर्नमेंट पाँच लाख कर दे उससे भी थोड़ी सी हेल्प हो जाएगी बिज़नेस वालों लजरी आटम वाल अच्छा ह बड़ा जी जी जी बिल्कुल आपने कृषिया ऐ बातचीत की आपका बहुत बहुत धन्यवाद,गवर्मेंट पांचलाख कर दे उस भी थोड़ी से हल्क ुजागी बिजने सवालु बोले जे लि आट मालो आ सेबड़ाजीजी जी बिल्कुल आपने कृषियाग्रण से बातचीत की आपका बहुत बहुत धन्यवाद,चजी ज जी बिलकुल आपने कृषि आग्रेम से बातचीत की आपका बहुत बहुत धन्यवाद
02001280001_chunk_041,बजट जो है वो देश के लिए रीढ़ की हड्डी है जो बजट बनता है उससे ही ये डिसाइड किया जाता है ये निर्धारित किया जाता है की अगले एक वर्ष में देश की आर्थिक संरचना क्या रहेगी तो बजट के बारे में,की बजट जो है वो देश के लिए समझिय की रेढ़ की हड्डी है जो बजट बनता है उससे ही य डिसाइड होता है यह निर्धारित किया जाता है की अगले एक वर्ष में देश की आर्थिक अवसंरचना क्या रहेगी तो बजट के बारे में,बजट कयो है वो एष के लिए समझिए के देर ी हरथि जो बजट बनता है उसे ही ये डिसाइड होता ही निर्धारित किया काता है कि अगले एक वर्ष मए थिएश की आर्थिक अव सरझना क्या रहै तो बजट के बारे में,बजट किो है व ेश के लिए समझीए के रेड कयलिए जो बजट बनता है उसके ही े डिसााैइड होता है ये निर्धारित किया जाता है कि अगले एेएक वर्ष में ेश के आर्थिक व समझना क्या रहा ो बजट के बारे में
02001280001_chunk_043,जी सर आपका शुभ नाम विजय कुमार विजय कुमार जी आप बताये की जो व्यापारी है जो मध्यम वर्गी व्यापारी है उनकी सरकार से की अपेक्षाएं है कल आने वाले जो बजट है उसको लेकर क्या अपेक्षाएं है हमारी अपेक्षाएं ये ना,जी सिर आपका सुनना विजय कुमार जी आप बताए की जो व्यापारी है जो माध्यम वर्गीय व्यापारी है उनकी सरकार ऐसी क्या अपेक्षा है कल आने वाला जो बजट है उसको लेकर क्या आपकी अपेक्षाए,की स अपना िे कुमार की आप बताएं कि कयों औ व्यापारी है धो मध्यमवर्गी व्यापारी है उनकि सरकार से क्या अपेषाए काल आने वाला जो बज है उसको लेक र क्या आपकी अपेक्काएं हो तो चोतेये हो,ामाआप बताजोीव्यापारी है जो मछलबर की व्यापारी हैं उरकार े्या ेकारेाला जो बट ो लेकार क्या कया
02001280001_chunk_053,आम आम जनता भी क्या है कहना बजट को लेकर और क्या लोगों की सोच है वो सब हम आपको आज लगातार बता रहे हैं,आ आम जनता काभी क्या है कहना बजट को लेकर और क्या लोगो की सोच है वो सब हम आपको आज लगातार बता रहे है,आम आम जनता का भी क्या है कहना बजट को लेकर और क्या लोगों की सोच हैं वो स हमा को आज लगातार बता रहे हैं,आम आम सनसाकाभी क्या है कहना बजट को लेकर और क्याभभी ोच ै भब हम आपको आज लगातार बता रहे हैं
02001280001_chunk_076,आम जनता को कहते सामान्य आम जानत को किस तरह से रियायते दे किसानो को रियायते दे ताकि देश में फिर से संतुलन बन सके और देश की अर्थव्यवस्था फिर से सुचारु रूप से चल सके तो ये बजट जो है निर्मला सीतारमण का चौथा बजट जो है संसद में पेश करने वाली है इस बजट से लोगो को बहुत ज्यादा उम्मीदें है क्योंकि देश कि अर्थव्यवस्था कि,जनता को कैसे संभाले आम जनता को किस तरह ऐ रियायतें दे व्यापारियों को कैसे रियायत दे किसानों को कैसे रियायत दे ताकि देश में फिर से संतुलन बन सके और देश की अर्थव्यवस्था फिर से सुचारू रूप ऐसी सदर सके तो ये बजट जो है जो निर्मला सीतारमण का चौथा बजट है जो संसद में पेश करने वाली है इस बजट ऐसी लोगो को बहुत ज्यादा उम्मीदें है क्यूँकी देश की अर्थव्यवस्था की,जनता को कैते सामान्य आत्नता ोसिसरहसे सयाय से दैए ्यापासोे सिय से से सारों ोसै सीिा स दै ाके देश मेकेसे संतलन संसके और देश के अर्त व्यवसा के स सोचयारो कोंै जाल सके को यह बजा रोे ो निर्मला सीतारमण का चौथा वजह दै जो सोबसबमताहोमतेअश सरने वाली हैं दइस बजट से लोगों को बहुत ज्यादा उम्मीदें हैं क्योंकि देश की अर्थव्यवस्था की,ै मला रादेपी  ा ाेकेश ेवी जयाद ोो जाकमजोिर्मला सीतारमं ौत बजसमेा े सनवउम हैेबज से लोगों कोबहुत ज़्यादा उम्मीदें हैं क्योंकि ीश की अर्थव्यवस्थाी
02001280001_chunk_087,आप भी अपना पक्ष अपने बात देश की जनता के समक्ष अन्नदाताओ के समक्ष रखना चाहते हैं तो आप भी हमारे की कार्यक्रम से जुड सकते हैं,आप भी अपना पक्ष अपनी बात देश की जनता के समक्ष अन्नदाताओं के समक्ष रखना चाहते है तो आप भी हमारे कार्यक्रम में जुड़ सकते है,आप भी अपना पक्ष अपने पाप देश की जनता के समक्षा अन्नदाताओं की समक्ष् रखना चाहते हैं तो आप भी हमारे कारयक्रम में जूर सकते हैं,आप भी अपने पाक्ष अपने खबासदेश की जनता के समक्ष अननदाताओं के समच्ष रखना चाहते हैं तो साप भी हमारे घरेक्म में जूड़ सकते हैं
02001280001_chunk_089,हमारे साथ कई लोग लाइव कार्यक्रम में जुड़ रहे है आज हमारे कार्यक्रम में जुड़े हुए है कैलाश चन्दर जी,हमारे साथ कई लोग लाइव कार्यक्रम में जुड़ रहे है आज हमारे कार्यक्रम में जुड़े हुए है कैलाश चन्द्र जी,हमारे साथ कई लोग लाइफ कर्यक्रम में जुड़ रहे हैं आज हमारे कार्यक्रम में जुड़े हुए हैं कैलाश चंदर जी,हमारे साफ की लोग लाइव कार्यक्रम में जुड़ रहे है आज हमारे कार्यक्रम में जुड़े हुए हैं कैलाश चंड जी
02001280001_chunk_090,जो हमको लाइव कमेंट्स में लिख कर भेज रहे है कि किसानों का कर्ज माफ़ किया जाए साथ में कई और लोग जुड़े हुए हैं जिनका ये कहना है कि,जो हमको लाइव कमेंट में यह लिख कर भेज रहे है की किसानों का कर्ज माफ़ किया जाए साथ में कई और लोग जुड़े हुए है जिनका यह कहना है की,कजो हमको लाइप कमेंस में ही लिकर भेज रहे हैं कि किसानों का तर्ज मां किया जाए साथ मे ै कई और लोग जुड़े हुए हैं जिनका यह कहना है कि,जो हमको लाइव कमेंट में ये लिखकर भेज रहे हैं कि किसानों का तारजमात किया जाए ता में कई और लोग जुड़े हुए हैं जिनका ये कहना है कि
02001280001_chunk_091,यदि सांसदों को विधायकों को सुविधाएं मिल सकी हैं बिजली मुफ्त में मिल सकती है तो किसानों को भी,यदि सांसदों को विधायकों को सुविधाएं मिल सकती है बिजली मुफ्त में मिल सकती है तो किसानो को भी,ि यदि सांसदों को विधायकों को सुविधाएं मिल सकती हैं बिजली मुक्त में मिल सकती है तो किसानों को भी,यदि सांसदों को विधायकों को सुविधाएं मिल सकती हैं बिजली मुक्त मय मिल सकती है तो किसानों को भी
02001280001_chunk_095,आम जनता क्या चाहती है और व्यापारी वर्ग सरकार से क्या आपेक्षा लगता है कि कल के बजट में क्या क्या प्रावधान होने चाहिए देखिये पिछले दो सालों से जो होता रहा है अपना कोरोना का जो पेंडेमिक चला है बहुत परेशान है,आम जनता क्या चाहती है और व्यापारी वर्ग सरकार ऐसी क्या अपेक्षा रखता है की कल के बजट में क्या क्या प्रावधान होने चाहिए देखिये पिछले दो सालो ऐसी जो होता रहा है अपना कोरोना का जो पंडगम चला है उससे बहुत परेशान है है,ै आम जनता क्या चाहती है और व्यापारी वर्ग असरकाअसे ्क्या अपेक्षा गता है कि तरके बजट में क्या के प्रावधान होने चाहिए ेिसले दो सालों से जो होता रहा है अपना करूणों का जो गांधीगम चल कानून चला एसको बहुत परेशान हो ता,आम जनता क्या क्या आती है और व्यापारी वरग तरकासे क्या आसेया आता है कि लकयेा बजट में क्या क्या प्रावधान होने चाहिए
02001280001_chunk_098,अभी जो कोविड की सिचुएशनस हुई हैं लगातार लगभग तीन साल होने वाले हैं कोविड सिचुएशन परसिस है आप बताएं कि इस सिचुएशन में व्यापारी वर्ग की क्या स्थिती है और वह इन समस्याओं का सामना,अभी जो कोविड की सिचुएशनस हुई है लगातार लगभग तीन साल होने वाले है कोविड की सिचुएशन परचिस्ट है आप बताए की इस सिचुएशन में व्यापारी वर्ग की क्या स्थिति है और वो किन समस्याओं का सामना,अभी जो कोविड की सिचुएशन सुहिए लगातार लगभग तीन साल होने वाले हैं कॉबिी सिचुएशन परतित है आप बताएं कि क सीचुएशन में व्यापारी वर्गीकीक्या थिती है और वो कइन समस्याओं का सामन,अभी जो कोविड की सिचुेशनस हुई है लगातार लगभग तीन साल होने वाले हैं कोविड की सिचुेशन परतस है आप बताए की की सि चुवेशन में व्यापारी वरतीकी क्या िटी है और वन समस्याओं का सामनै
02001410001_chunk_004,ये ये जो इसका बड़ है इसको फुट बोलते हैं,ये जो इसका बर्ड है इसको फूट बोलते है हम,येये जो इसका बड़ है उनको फूट बोलते हम,येये जो इसका बड़ है इसको फोटो बोलते हैं हम
02001410001_chunk_005,हम पंजाबी में ये बारिश की वजह से,पंजाबी में ये बारिश की वजह से,पंजाबी में ये बारिश की वजह े,पंजाबी में ये बारिश की वजह े है
02001410001_chunk_007,सरकार को उसके ऊपर कोई काम नहीं कर रही है,सरकार को उसके ऊपर कोई काम नहीं करनी है,यह सरकार उसके ऊपर कोई काम नहीं कर रही है,सरकार उसके ऊपर कोई काम नहीं कर रही है
02001410001_chunk_008,सभी तो धुंधला नजर आ रहा है जी इसका पूरा खतरे में है,भविष अभी तो धुंधला नज़र आ रहा है इसका पूरा खतरा नहीं हैषहुत,ी सभी तो दोधला नज़र आ रहा है गी इसका पूरा खतरे में अगविश बोला,सभी तो दो दिला नजर आ रहा हैी इसका पूरा खतरे में िश
02001410001_chunk_011,नर्मा आशाओं का सफेद है,नरमा आशाओं का सफ़ेद खेत,ी थी नर्मा आशाओं का सफेद पेर,नरमा आशाओं का सफे थे
02001410001_chunk_012,उसको जिन्होंने ये किताब ,दोस्तों जिन्होने ये किताब,उसके अजीलनीय किताबें,न किताब ह
02001410001_chunk_013,लिखी है आज उनके पास सीधा आ गए पंजाब मे भटिंडा में आज हमारे साथ प्रगत सिंह है,लिखिये आज उनके पास सीधा हम आ गये पंजाब में मठिंडा में आज हमारे साथ प्रगत,लिखिए आज उनके पास सीधाहम आ गए पंजाब में मटिंडा में आज हमारे साथ प्रगट,दख आज दिनके पास सीधा हम आ गए पंजाब में मटिंडा में आज हमारे साथ प्रगत
02001410001_chunk_014,और उनकी खुद की फसलें है,और उनकी खुद की प,सिंग हैं और उनकी खुद की,और उनकी खुद है
02001410001_chunk_019,हिंदी में भी है,हिंदी में भी है,भी है हिं्दी में भी,हिंदी मे है
02001410001_chunk_020,मैंने हिंदी में उसमें पढ़ ली है,तो मैने हंदी पढ़ है,ी है मैंने हिं्दी में उसमे पढ़ी,मैंने हिंदी में उसमें प़
02001410001_chunk_021,एक अनुभव है किसान का जो कि खिताब में ऐसे लिखित किया है,एक अनुभव है किसान का जो कि किताब में एक ऐसे लिखित,लिए एक अनुभव है किसान का जो कि किताब में ए ऐसे लिखित,एक अनुभव है किसान का जो कि किताब में एक ऐसे लिखीत है
02001410001_chunk_026,नमस्कार जी नमस्कार,नमस्कार जी नमस्कार और बधाईय आपको,न मस कार जी ने उसकै और बधाु आपको,जर बता आ
02001410001_chunk_030,इसकी कटाई कैसे होती है,इसकी कटाई कैसे होती है,होती है इसकी कटाई कैसे ो,इसकी कटाई कैसे है
02001410001_chunk_032,और पंजाब में इसका क्या हाल है,है और पंजाब में इसका क्या हाल है,जाता है और पंजाब में इसका क्या अहाल है,और पंजाब में इसका क्या हाल ह है
02001410001_chunk_034,तो देखते अब इसके बारे में जानकारी लेते हैं,तो देखते हैं अब इसके बारे में जानकारी लें,किया था तो देखते ह अभ इसके बारे में जानकारी ी,तो देखते ह अभ इसके बारे में जानकार ी
02001410001_chunk_036,तो प्रगत जी सबसे पहले हमें ये बतायए कि पंजाब में कहा कहा होता है,प्रकति जी सबसे पहले हमें यह बताएं कि पंजाब में कहां कहां हो,प्रगत जी सबसे पहले हमें ये बताए कि पंजाब में कहा कहा ह,प्रग जी सबसे पहले हमें ये बतायए कि पंजाब में कहां का ह
02001410001_chunk_037,यह भारत में कहा कहा कनचल दी जाती है,होता है या भारत में कहाँ कहाँ कन ली जाती है,होता है या भारत में कहाँ कहा कॉमेशल ली जाती है,या भारत में का क क दी जाती है
02001410001_chunk_038,भारत में लगभग,भारत में लगभग,भारत में लगभग,भारत में लगभग
02001410001_chunk_040,लेकिन अब खेती कम हो रही है,लेकिन अब खेती कम हो रही है,होती है लेकिन अब खेती कम हो ता,लेकिन अब खेती कम हो है
02001410001_chunk_043,अब फंगस का और इल्ली का दोनों को चल रहा है,आ गया अब फंगस का और इ्ली का दोनों का चल रहा था,कया आ गया अब फंगस का ओर इल्ली का दोनों को चल ा,ब फंगस का और इलली का दोनों का चल है
02001410001_chunk_045,लेकिन पंजाब में लगभग,लेकिन पंजाब में लगभग,लेकिन पंजाब में हां लगभग,लेकिन पंजाब में लगभग
02001410001_chunk_047,लेकिन अभी धीरे धीरे कम हो रहा है,लेकिन अभी धीरे धीरे कम हो,का था लेकिन अभी धीरेधीरे कम हो र,लेकिन अभी धीरे धीरे कम हो है
02001410001_chunk_051,हजी,अच्छा तो ये जो पॉटन की फसल है,अच्छा हैतो यह सपॉटन की फसे,छतो ये  पॉटन की फस है
02001410001_chunk_054,इसमें पानी ज्यादा रुकना नहीं चाहिए,इसमें पानी ज्यादा रुकना चाहिए,होना चाहिए इसमें पानी ज्यादा रुकना,इसमें पानी ज्यादा रुकना है
02001410001_chunk_059,आठ तक भी चल जाएगा साढ़े आठ भी चल जाएगा,होना चाहिए आठ तक भी चल जाएगा साढ़े आठ भी च,होना चाहिए आठ तक भी चला जाएगा साढ़े आठ वीं,आठ तक भी चल जाएगा साे
02001410001_chunk_061,लेकिन हां शुरुआत में थोड़ी दिक्कत हो सकती है,लेकिन हा शुरुआत में थोड़ी दिक्कत होती है,ेकिन हाँ शुरुआत में थोड़ी दिक्कत ोे,हाशुरूआत में थोड़ी दिक्कत हो है
02001410001_chunk_067,और इसकी,और इसकी,लेता है ोर इसकी,और इसकी
02001410001_chunk_076,और आज हमारा सिप्तंबर लगभग बीस हो चुका है,हुआ था और आज हमारा सितंबर लगभग बीस हो,हुआ था हऔर आज हमारा सप्तमबर लगभग ीस होचा,और आज हर सिप्तंबर लगभग बीस ह है
02001410001_chunk_080,लेकिन क्या बताएं कि इस बार बारिश की वजह से और वलवर्म जैसे मैं आपको बताता हूं,किन क्या बताए कि इस बार बारिश की वजह सेै मं है,ल है लेकिन क्या बताएं कि इस बार बारिश की वजह से औरीह बल बन हा जैसे मैं आपको,लेकिन क्या बताएं कि इस बार बारिश की वजह से और  वाला होहाजैसेैं
02001410001_chunk_082,इसको फुट बोलते है हम पंजाबी में यह बारिश की वजह से खराब हो गया,बर्ड है इसको फूट बोलते हैं हम पंजाबी में यह बारिश की वजह से खराब हो गया,ब्ड़ है त फोटो बोलते हम पंजाबी में यह बारिश की वजह से खराब हो गया,इसको फोटो बोलते हैं हम पंजाबी में ये बारिश की वजह से खराब हो गया
02001410001_chunk_088,और इससे तेल निकलता है,और इसे तेल दे है,ते हैं और इसे तेल े,े ह
02001410001_chunk_090,तो यह पूरा सुकड़,तो यह पूरा से है,ै तो यह पूरा सुकड़े,तो ये पूरा सो है
02001410001_chunk_091,और अच्छे से बाद में खिल नही पाता है,अच्छे बाद में खेल नहीं पाता हाँ इसमें,ज्यातारा अच्छे से बाद में खेलनी ती ैसे हो जाता है इसमे,च्छेसे बाद में खेलनी बाप ऐसे हो जाताइसे
02001410001_chunk_094,ये खिला हुआ,ये खेला होआ,ोता यह खिला,ि
02001410001_chunk_097,हां ऐसे करेंगे,हांँ ऐसे ही करेंगे,हाँ ऐसी करेंगे,हाँ ऐसे करेंगे
02001410001_chunk_098,बस हो गया हा वो ऐसे,बस हो गया हा वो ऐसे,ब कसा हो गया हाँ वो ऐसे,य वो ऐस
02001410001_chunk_106,सात महीने की भी चली जाती है,सात महीने की भी चली जाती है,सकत हं सात महीने की भी चली जाती है,सात महीने की भी चली जाती है
02001410001_chunk_108,तो काफी धूप होने के वजह से हम छाव में थोड़ा सा आ गए है,छुट तो काफी धूप होने की वजह से हम छाव में थोड़ा सा आ गए,शूट किया तो काफी धूक होने के वैसे सछौ में थोड़ा सा आगे,छुट किया तो काफी धूक होने के वजह से हम छाव में थोड़ा सा आ गए
02001410001_chunk_117,जो काफी ज्यादा उत्पादन दे पाती है,ज काफी ज्यादा उपादन देता है,लगती है जो काफी ज़्यादा उत्पादन देपर,ो काफी ज्यादा उत्पादन े है
02001410001_chunk_121,उसका बॉल कितना बढ़ा है,उसका बाल कितना ब,देती है उसका बॉल कितना,उसका बॉल कितना है
02001410001_chunk_122,उसको जो चुगाई करने वाले बंदे है,बड़ा है उसको जो चुगाई करने वाले बंदे,बड़ा ै उसको जो चुगाही करने वाले बंदे,उसको जो चुकाई करने वाले बंदे
02001410001_chunk_123,लेबर हैं,लेबर,या लेबर आएग,
02001410001_chunk_124,उसको कितना अच्छा लगता है,उसको कितना अच्छा लग,उसको कितना अच्छा ा,ितना  ै
02001410001_chunk_125,किसी का तीन सिक्रिया चार सिक्रिय पाच सिक्रिय है,ल है वो तो किसी का तीन सिक्री या चार सिकी या पांच सिक,लगता है दो किसी का तीन शिक्रिया चार से क्रिया पाँच,तो किसी का तीन सिकरीया चार सिकरपा
02001410001_chunk_126,तो किसी का चुगने में काफी ज्यादा सुखा सूखा रहता है,िक्र है तो किसी का चुगने में काफ़ी ज़्यादा सूखा सूखा,सिक्रिय है तो किसी का चुगने में काफी ज्यादा सुखा सोखारा,तो किसी का चूगने में काफी ज्यादा सुखासो है
02001410001_chunk_131,कम अपना पेड़ बनाती है,कमेते है,करती है काम अपना पेड़ो,कम अपना पे है
02001410001_chunk_132,तो वो लेट लगती हैं,तोते है,बनाती है तो वो लेट रल,तो वो लेट है
02001410001_chunk_135,वो बारिश में आजाती है,वो बारिश में,वो बारिश में,बारिश में ह
02001410001_chunk_136,और वो पूरी तहस नहस हो जाती है,जाती और वो पूरी तहसनस होई,आ जातीै और वो पूरी तरहसे न सोे,और वो पूरी ेसने होहै
02001410001_chunk_137,फिर उसको फार्मा नहीं सूट करता,उस फमा है,जाती है और उसको फार्मा नहीं हों सकता तो कॉटर,फर उसको फार्म नहीं चूज करता तो कॉट
02001410001_chunk_145,लेकिन अब मशीनी ऐसा हो चुका है,मशस है,लेकिन अब मशीनी ऐसा होता,लेकिन अब मशीनी ऐसा होै
02001410001_chunk_147,उसका सीट रेट आप जितना चाहे उतना डाल सकते है,स्टेबल है उसका सीड रेट आप जितर चाहे उतर डाल सकते हैं,र्जस्टेबल है उसका सीड रेट आप की तरह ाचाहे उतरा डालता,जस टेबल है उसका सीड रेट आप जितना चाचाहि उतना डा ै
02001410001_chunk_148,लेकिन यहां लेट बिजाई होती है,तो बता है,सकते हो लेकिन यहाँ लेट बिजाई,लेकिन यहां लेट बिजा है
02001410001_chunk_149,वहां खालियों के ऊपर खड्डों के ऊपर बैडस के ऊपर इसकी बिजाई होती है,होती है वहां खालियों के ऊपर खड्डों के ऊपर बेड्स के ऊपर इसकी बिजाई होती,होती है वहाँ खालियों के ऊपर खड्डों के ऊपर बैढस के पर इसकी पिजाई,वहां खालियों के ऊपर खड्डों के ऊपर बैटस के ऊपर इसकी बिजाई है
02001410001_chunk_150,उसमें भी दो तीन तरीके है,ती है उसमें भी दो दन तरीके,होती हैं उसमें भी दो धन तरीके हआ,उसमें भी दो तन तरीके  ह
02001410001_chunk_153,यहां बैड्स के ऊपर करना है,करना या आप बेड्स के ऊपर कर,करना यहाँ र बेट्स के ऊपर क,यापबैस के र ै
02001410001_chunk_157,करना चाहिए कैसे फर्टीगेशन है,करना चाहिए कैसे वर्टिगेशन है,करना चाहिए कैसे फरटिगेशन है,कचाहिए कैसे फॉरटिगेशन है
02001410001_chunk_159,लेकिन फिर भी मैं आपको बता देता हूं,लेकिन फिर भी मैं आपको बता दूं,की है लेकिन फिर भी मैं आपको बतादे,किर फिर भी मैं आपको बत ता है
02001410001_chunk_163,कोई या कोई ओला वृष्टि हो जाती है,ई या कोई ओलावृष्टि हो है,जाता है कोई जहाँ कोई गोलाब दष्ट,कजा कोई बोलाब रस्ट है
02001410001_chunk_165,कोई जानवर खा जाता है,तो जान ख है,जाते हैं कोई जानवर खादा,कोई जानवर खा है
