One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी जी आप",जी जी आप,रेखा जी आपको,रेखा जी आपको,"रेखा जी, आपको"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ जी रामेश्र जी बोल रहे हैं बोलो",हाँ जी रामेश्वर जी बोल रहे हैं बोलो,जी कमल स्वामी जी श्री निवास जी आप भी अपना प्रश्न कर सकते हैं आपको एलआउटपू टॉक कर दिया गया है,जी कमल स्वामी जी श्रीनिवास जी ि आप भी अपना प्रश्न कर सकते हैं आपको अलाव टू टॉक कर दिया गया है,"जी कमल स्वामी जी, श्री निवास जी, आप भी अपना प्रश्न कर सकते हैं। आपको एलाउटपू टॉक कर दिया गया है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और रहते हैं उनका खाना पीना क्या होता है इस बारे में पता चला था बहुत कुछ",और रहते हैं उनका खाना पीना क्या होता है इस बारे में पता चला था बहुत कुछ,लेकिन उस टाइम में मदर बफैलों का डायट क्या होना चाहिए या जरा विस्तृत करेंगे,लेकिन उस टाइम में मदर बफैलों का डायट क्या होना चाहिए यह जरा विस्तृत करें,"लेकिन उस टाइम में मदर बफैलो का डाइट क्या होना चाहिए, जरा विस्तृत करेंगे।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी सही बात है",जी सही बात है,जी बहुत अच्छा प्रश्न है,जी बहुत अच्छा प्रश्न है,जी बहुत अच्छा प्रश्न है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खेती ये सब करके संभालते हैं",खेती ये सब करके संभालते हैं,पशु पालकों में ये है ये मैं हम लोग फील्ड में जाते हैं,पशुपालकों में ये ये मैं हमलोग फील्ड में जाते हैं,पशु पालकों में ये है कि हम लोग फील्ड में जाते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उनकी पूजा में हम विशेष रूप से दूध का इस्तेमाल करते हैं",उनकी पूजा में हम बिसेस रूप से दूध का इस्‍तेमाल करते हैं,और खुदाना खासता अगर ही गर्भवर्ती मात्रा दूध भी दे रही है,और खुदा ना खास्ता अगर ही गर्भवती माता दूध भी दे रही है,और खुदा ना खास्ता अगर ही गर्भवती माता दूध भी दे रही है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और पशुओं को पालते हैं उनको खिलाते हैं पिलाते हैं दूध निकालते हैं",और पशुओं को पालते हैं उनको खिलाते हैं पिलाते हैं दूध निकालते हैं,आपने नौ जार पशु उस भैस और दूग्ध उत्पादन केके साथ कितना बड़ा खिलवाड़ किया है,आपने नौवजात पशु भैस और दुग्ध उत्पादन क के साथ कितना बड़ा खिलवाड़ किया है,आपने नौ जार पशु उस भैंस और दूध उत्पादन के साथ कितना बड़ा खिलवाड़ किया है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लापरवाही नहीं करना चाहिए",लापरवाही नहीं करना चाहिए,पशुपालक को सतर्क सजग और चौकस हो जाना चाहिए,पशुपालक को सतर्क सजग और चौकस हो जाना चाहिए,"पशुपालक को सतर्क, सजग और चौकस हो जाना चाहिए।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी",जी,जी,जी,जी
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और कौन कौन से दवाइयों का उपयोग करना है कौन से बीजों का उपयोग करना है ये सारी चीज़ें जो है हमें उस डेरीी",और कब कौनसी दवाईयों का उपयोग करना है कौनसे बीजों का उपयोग करना ये सारी चीज़ें जो हैं हमें उस डी डी,यजो जो बदिया बोलते हैं जिस पो फिक्स बोलते हैं ये हमारे डेरी फार्म के दीवारों की जो छोटेछोटे,जो बिया बोलते हैं जिस पर टिक्स बोलते हैं ये हमारे डीरीपान के दीवारों की जो छोटी छोटे,ये जो वादिया बोलते हैं जिसको फिक्स बोलते हैं ये हमारे डेयरी फार्म की दीवारों के जो छोटे-छोटे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैड़ें हैं तो उनके चारों र पौधे लगाने की तकनीक का उपयोग करते हैं",मैडें हैं तो उनके चारों ओर पौधे लगाने की तकनीक का उपयोग कर,दरारी होती है डिवाइसेोती उसके छुटके बैठती है और जीजी जीशरीर कर उनका प्रजनन प्रक्रिया चालू होती है,दरारें होती दाव ई से छोटी उसमें छुपके बैठती हैं और जिये जीना न या शरीर उनका प्रजनन प्रक्रिया चाली होती है,"दरारी होती है, डिवाइसेओं पर उनके छुटके बैठती है और जीजी जीशरीर कर उनका प्रजनन प्रक्रिया चालू होती है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नहीं भाई सब आधा घंटा तो वो ज़्यादा हो जाएगा",नही भाई साहब आधा घंटा तो बहुत ज्यादा हो जायेगा,पशु को चाटने मत दीजिए और एक आधे घंटे घंटे में पशुशु जाता है तोति उसके बाद सारे एक ्लाइस होते है वो झड़के गर जाते हैं,पशु को चाटने मत दीजिए और एक आधे घंटे घंटे में पशु सुखा जाता हैं उसके बाद सारे डिक्स लाइट हो तो झड़ के मर जाते हैं,पशु को चाटने मत दीजिए और एक आधे घंटे में पशु जाता है तो इसके बाद सारे क्लास होते हैं वो झड़के गिर जाते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और जैसे कि आजकल बाज़ार में तरह तरह की मशीनें तरह तरह की चीज़ें आ गई हैं",और जैसे कि आजकल बाज़ार में तरह तरह की मशीनें तरह तरह की चीज़ें आ गई हैं,तो साइपर मेथरी बहुत सारी ऐसी दवाइयाँ आती हैं जो बाजार में मिलती हैं औ,तो साइड पर मैट्री सारी ऐसी दवाइयां आती हैं जो बाजार में मिलती हैं और,तो साइपर मेथरी बहुत सारी ऐसी दवाइयाँ आती हैं जो बाजार में मिलती हैं और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आपने कुछ इंजेक्न वगैरह लगाया होके",आपने कुछ इंजेक्सन वगैरह लगाया उसके,टिक्स खतम होई नी र तो फिर बहुत सारे ऐसे इंजेक्शन ाते हैं आय मैक्टीन के इसके जरिए आप,हमारे टिक्स खत्म होई रह तो फिर बहुत सारे ऐसे इंजेक्शन आते हैं आयुर मैक्टिनग के इसके जरिए आप उन,"टिक्स खत्म हो गई हैं तो फिर बहुत सारे ऐसे इंजेक्शन आते हैं, आयमैकटीन के, इसके जरिए आप"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं एक लीटर दूध कैसे माप सकता हूँ",मैं एक लीटर दूध कैसे माप सकता हूँ,और सिर्फ दूध से कुछ री दूध से तो आप जो खर्चा करता है वोही निकल पाता है,और सिर्फ दूध से कुछ रही दूध से तो आप जो खर्चा करता है वो ही निकल पाता है,"और सिर्फ दूध से कुछ नहीं, दूध से तो आप जो खर्चा करते हैं, वोही निकल पाता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मैम ये सब",तो मैम यह सब,एक तो जैसे हमारी बैस सब ब्याती है,एक तो जैसे हमारी भैंस सब आती है,एक तो जैसे हमारी बत्ती सब जलती है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो आप मुझे बताओ अगर मैं दस डब्बे लेती हूँ तो्योंकि इसका पेमेंट कितना होता है",तो आप मुझे बताओ अगर मैं दस डब्बे लेती हूँ तो इसका का पेमेंट कितना होता है,तो जब कसाइंटिफिक लिए कहते हैं कि एक घंटे के भीतर खेस बच्चो को मिल जाना चाहिए ये बजन का एक बटा दस बाक तो उस समय क्या स्थिति रेनी चाहिए,तो जब सांटिफिकली के एक घंटे के भीतर खिस बच्चो को मिल जाना चाहिए के बजन का एक बड़ा दस भाग तो उस समे कया स्थिति रहा जानी चाहिए,"तो जब कस्टमर कहते हैं कि एक घंटे के भीतर खेस बच्चों को मिल जाना चाहिए, ये वजन का एक बटा दस बाक तो उस समय क्या स्थिति रहनी चाहिए?"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कैसे हमें करनी चाहिए किस प्रकार हमारी य लाभदायक होती है तो हम बच्चे से तबी इतना नहीं जानते थे तो जो हमारे",कैसे हमें करनी चाहिए किस प्रकार हमारी ये लाभदायक होती है तो हम बच्चे थे तब इतना नहीं जानते थे इतना नहीं जानते थे तो जो हमारा,ोतो उसके बदरजी दूसरी चीज जैसे कि हम जानते हैं कि ग या भैस के जो बच्चे हैं,वो तो उसके बाद ख दे दूसरी चीज जैसे कि हम जानते हैं कि गाय भैस के जो बच्चे हैं,तो उसकी बढ़ी दूसरी चीज जैसे कि हम जानते हैं कि गाय या भैंस के जो बच्चे हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मतलब उनको बहुत ज़्यादा मतलब उस वक््त में जो कीटनाशक जो पोक होते हैं मतलब जो कीटे कीड़े होते हैं",मतलब उन उसको बहुत ज़्यादा मतलब वो उस वक़्त में जो किटनाशक जो पोक होते हैं मतलब जो किटे कीड़े होते हैं,इसकिए पेट में जो कीड़े माके पेट से आते हैं जो बर्मस जो हैं,इसके पेट में जो कीड़ेमांके पेड से आते हैं जो बर्मश जो हैं,इसके लिए पेट में जो कीड़े होते हैं वो बर्मा हैं जो पेट से आते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और उनके समय पर टीका लगवाने भी जाते हैं उनका पशुपालन",और उनके समय पर टीका लगवाने भी जाते हैं उनका पशु पालन,कि प्रेगनेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि,कि प्रेगनेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि,कि प्रेग्नेंट एनिमल में वैक्सीनेशन नहीं करवाना चाहिए और या फिर जो पशु दूध दे रहे हैं उनमें वैक्सीनेशन नहीं करवाना चाहिए क्योंकि
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा ठीक है आप मेरे को इं्जेक्शन लगा दीजिए",अच्छा ठीक है आप मेरे को इन्जेक्शन लगा दीजिए,और परेशानी आ सकती तो मना कर देते ं ज सी डॉक्टर इंजेक्शन निके जाता है तो मुझे डॉक् इस्कोल नहीं लगाना ये ये प्रेगनेंट है,और परेशानी आ सकती है तो मना कर देते डॉक्टर इंजेक्शन लेखे जाता है तो बुला के डॉक्टर इसको नहीं लगाना यह ये प्रेग्नेंट है,"और परेशानी आ सकती तो मना कर देते हैं। जैसे डॉक्टर इंजेक्शन निकल जाता है, तो मुझे डॉक्टर्स को नहीं लगाना। ये प्रेग्नेंट है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नहीं नहीं घर तो तुम अभी नहीं जा सकती हो अभी दो से तीन दिन तुम्हें यहीं रहना पड़ेगा",नहीं नहीं घर तो तुम अभी नहीं जा सकती हो अभी दो से तीन दिन तुम्हें यहीं रहना पड़ेगा,न वो आ आपके पशु को बचा रा है डीका तो फिर जाइ कि दो दिन कि दोसतं तो अपन सेन कर सकते हैं,लेकिन वो आपकी पशु को बजार आर टीका तो फर जाहिर कि दो दिन के दूध को तो अपन सहन कर सकते हैं,"न वो आ आपके पशु को बचा रहा है, दीका तो फिर जाइ कि दो दिन की दोस्ती तो अपन सें कर सकते हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अपना फॉर्म जमा कराया जिसमें मुझे कॉलेज वालों ने उस फॉर्म को रखने से मना कर दिया और मेरा एडमिशन भर्ती करने से मना कर दिया",अपना फार्म जमा कराया जिसने मुझे कॉलेज वालो ने उस फार्म को रखने से मना कर दिया और मेरा एडमिशन भर्ती करने से मना कर दिया,मैंने पाँच केस ऐसे देखे हैं जो मेरे पास आए थे जिनमें जो कॉलोस्ट्रेम था तो उन्होंने जो कॉलोजसफ्रम बचा था उन्होंने बहस को ही पिला दिया था तो वो,मैंने पांच केस ैसे देखे हैं जो मेरे पास आए थे जिनमें ो कॉलस्ट्रम था त उन्होंने जो कॉलस्ट्रम बचा था उन्होंने बहस को ही फला दिया थ तो वो,मैंने पाँच केस ऐसे देखे हैं जो मेरे पास आए थे जिनमें जो कॉलोस्ट्रेम था तो उन्होंने जो कॉलोजसफ्रम बचा था उन्होंने बहस को ही पिला दिया था तो वो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और गणेश पूजा है",और गणेश पूजा है,अगला प्रश्न गणेश जी आ चुके हैं क्या,अगला प्रश्न है गणेश जी आ चुके हैं क्या,"अगला प्रश्न, गणेश जी आ चुके हैं क्या?"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो बहुत बार तो केवल और केवल एक जो मुख्य तरीके का जो वो है कि हम अपना",तो बहुत बार तो केवल और केवल एक जो मुख्‍य तरीक़े का जो वो है कि हम अपना,और मैं बताना चाहता हूँं जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न काज,और मैं बताना चाहता हूं जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न का जो,और मैं बताना चाहता हूँ जो सबसे पहले और सही जवाब आया था हमारे पुराने प्रश्न का
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
को पूरी मिला कर के एक जो अपनी राज्य जो भाषा है मतलब कि जो अपनी जो हिनंदू जो भाषा है उसको सबसे सर्वप्रथम बताया गया है",को पूरी मिला करके एक जो अपनी राज जो भाषा है मतलब के जो अपनी जो हिन्दू जो भाषा है उसको सबसे सर्वप्रथम बताया गया है,सबसे ज़्यादा बैसें पाई जाती हैं तोजिसका सही जवाब हमें दिया था हड़क सुलंकी जी ने सबसे पहले दिया था,सबसे ज्यादा बहसें पाई जाती हैं तो जिसका सही जवाब हमें दिया था खड़क सोलंकी जी ने सबसे पहले दिया था,सबसे ज़्यादा बैसें पाई जाती हैं तो जिसका सही जवाब हमें दिया था हड़क सुलंकी जी ने सबसे पहले दिया था
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मदर डेरी में",मदर डेरी में,बारिश के समय में जो सभी डेरी पालक हैं,बारिश के समय जो सभी डेरी पालक हैं,बारिश के समय में जो सभी डेयरी पालक हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ बिल्कुल बहुत सारे कनेक्शन किए और उसका काम ही यही है डेली का",हाँ बिल्कुल बहुत सारे कनेक्शन किये हैं और उसका काम ही यही है डेली का,इस समय हमारे साथ में काफ़ी डेरी से जुड़़े हुए लोग हैं तो मैं चाहता हूँ कि इस प्रश्न का जवाब,इस समय हमारे साथ मैं काफी डेरी से जुड़े हुए लोग हैं तो मै चहता हूं कि इस प्रश्न का जवाब,इस समय हमारे साथ में काफी डेरी से जुड़े हुए लोग हैं तो मैं चाहता हूँ कि इस प्रश्न का जवाब
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इनकी जो और जो दवाइयाँ हैं इनो दवाइयों में इनका परहेज भी किया जाता है",इनकी जो और जो दवाईयाँ हैं इन दवाइयों में इनका परहेज़ भी किया जाता है,वेटनरी मेडिसिन ये भी दवाई से संबंधित ीनहै रूग से जहां बात है तो इसमें तकनीकी नाम भी दिए हुए हैं सभी दवाइयों के जो जो डक्षा भी यहां बता रहे हैं,वेटनरी मेडिसिन यह भी दवाई से संबंधती है रोग के जहां बात है तो इसमें तकनीकी नाम भी दिे हुए हैं सभी दवाइयों के जोजो डक्टर साहब भी यहां बता रहे हैं,वेटरनरी मेडिसिन ये भी दवाई से संबंधित हैं। रोग से जहां बात है तो इसमें तकनीकी नाम भी दिए हुए हैं सभी दवाइयों के जो जो डोज़ा भी यहां बता रहे हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आप से बात हो रही है",साहब से बात हो रही है,उन्हें किया गया है आप बात कर सकते हैं,उन्हें किया गया है आप बात कर सकते हैं,"उन्हें किया गया है, आप बात कर सकते हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी जी",जी जी,जी जी,जी जी,जी जी
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उसको हम पूरा फिक्स करके कंप्लीट करके उस बाद हम मार्केटिंग में लाते हैं जिससे वह बिकने बिक जाते हैं",उ उसको हम पूरा फिक्स कर के कम्प्लीट कर के उसके बाद हम मार्केटिंग में लाते हैं जिससे वह बिकने बिक जाते हैं,इन्होंने पूछा है कि दूत किन किन मार्केटिंग में सेल्स करते हैं,इन्होंने पूछा है कि दूध किन किन मार्केटिंग में सेल्स का रते हैं,इन्होंने पूछा है कि दूत किन-किन मार्केटिंग में सेल्स करते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दस्तावेज बनते हैं जैसे कि मुझे राशन कार्ड बनवाना था तो मुझे कलेक्टर",दस्‍तावेज बनते है जैसे कि मुझे राशन कार्ड बनावाना था तो मुझे कलेक्‍टर,उसका वजन क्या है शरीर का ताकि पैले से राशन नापहलेसे राशन बनाना पड़ता है उसका,उसका वजन क्या है शरीर का ताकि पहले ही आशा पहले से ही राशन बनाना पड़ता है उसका,"उसका वजन क्या है शरीर का ताकि पहले से राशन नापना पड़े, उसे राशन बनाना पड़ता है उसका।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हलका हल्का होता है तो जैसे एक तो खाने की वजह से हो सकता है गैस्टिक प्रॉब्लम हो आपको",हल्का हल्का होता है तो जैसे एक तो खाने के बाद जैसे हो सकता है गैस्ट्रिक प्रॉबलम होगा आपको,उसका प्रोलैकस हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकते हैं अंतसराी ग्रंथियों की,उसका प्रो लैक हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकते हैं अंतरत्रावी ग्रंथियों की,उसका प्रोलैक्टिन हो जाता है ये कुछ हॉर्मोनल प्रॉब्लम भी हो सकती हैं अंतःस्रावी ग्रंथियों की
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कई परिवार वाले को बताई है कि आप वहाँ जाकर इलाज करवा सकते हो",कई परिवार वाले को बताई है कि आप वहाँ जाकर इलाज करवा सकते हो,सके बहुत सारे कारण होते हैं लेकिन आपको उसका उपचार तुरंत करा लेना चाहिए,तो इसके बहुत सारे कारण होते हैं लेकिन आपको इसका उपचार तुरंत करा लेना चाहिए,इसके बहुत सारे कारण होते हैं लेकिन आपको उसका उपचार तुरंत करा लेना चाहिए।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारे हमको ज़्यादा पैसा खर्च नहीं करना पड़ता है क्योंकि जो पशु चिकित्सक है वो काफ़ी यहाँ पे",हमारे हमको ज़्यादा पैंसा खर्च नहीं करना पड़ता है क्योंकि जो पशु चिकित्सक है वो काफ़ी यहाँ पे,तो इसका उपचार बहुत ज्यादा कठिन नहीं है आसान है पास ही के पशु चिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिनस आती हैं,तो इसका उपचार बहुत ज्यादा कठिन नहीं है आसान है पासी के पशुचिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिनस आती हैं,"तो इसका उपचार बहुत ज़्यादा कठिन नहीं है, आसान है। पास ही के पशु चिकित्सक से संपर्क करना चाहिए और उसके कई मेडिसिन्स आती हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तथा एक बार वो बिल्ली जैसे अपनी पीठ को ऊपर करता है दूसरी बार वह गाय की तरह पीठ को नीचे करता है तीसरा है धनुशासन धनुशासन में आपको शरीर को उल्टा लिटा कर अपने हाथों से पैर को पकड़ना पड़ता है",तथा एक बार वो बिल्ली जैसे अपनी पीठ को ऊपर करता है दूसरी बार वह गाय की तरह पीठ को नीची करता है तीसरा है धनुरासन धनुरासन में आप को शरीर को उल्‍टा लिटा कर अपने हाथों से पैर को पकड़ना पड़ता है,आप मैस को खडी करें तो इस तरह से खडी करें गाय को जिसका बोले होरहा तो उसके अगले वाले पैर गड्ढे में रखे तो पीछे वाले पैरों को ऊँंचा कर दे,आप भैस को खड़ी करें तो इस तरह से खड़ी करें गाय क ो जिसका प्रो लैप्स तो उसके अगले वाले पैर गड्ढे में रखें पीछे वाले पैरों को ऊँचा गर दें,आप मैस को खड़ी करें तो इस तरह से खड़ी करें गाय को जिसका बोल रहा हो तो उसके अगले वाले पैर गड्ढे में रखें तो पीछे वाले पैरों को ऊँचा कर दें।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और",हाँ और,और,और,और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और किसान सलाहकार से",और किसान सलाहकार से,जैसा कि किसान भाइयों,जैसा कि किसान भाइयों,जैसा कि किसान भाइयों
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और खेती में आज के समय में",और खेती में आज के समय में,कृषक जगत के फेसबुक लाइव पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखा नहीं पाएगे लेकिन,कृषक जगत के फेसबुक लाइफ पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखानी पाएं हैं लेकिन,कृषक जगत के फेसबुक लाइव पर भी आज कुछ तकनीकी कारणों से हम इस कार्यक्रम को दिखा नहीं पाएंगे लेकिन
