Hypothesis,Ground Truth,Response
ब्योर हार्डी ये सब क्या है,ब्योर हार्डी ये सब क्या हैं,"ब्योर हार्डी, ये सब क्या है?"
रूट स्टॉक और इंटरक्रॉप इंटर स्टॉक,रूट स्टॉक और इंटर क्रॉस इंटर स्टॉक्स थे,रूट स्टॉक और इंटरक्रॉप इंटरस्टॉक
क्रॉप में अच्छे से पॉलिनेशन हु,क्रॉप में अच्छे से पॉलीनेशन हो,क्रॉप में अच्छे से पॉलिनेशन हुआ।
दो तीन चार ये क्या हो गया फोर्थ रूम,दो तीन चार ये क्या हो गया फोर्थ रो हो गया,"दो, तीन, चार। ये क्या हो गया? फोर्थ रूम।"
पाँच तो एक हम कहां लगाएंगे एक यहां लगाएंगे फिर फोरथ्रो में फिर यहां लगाएंगे फिर फोर थ्रो में फिर यहां लगाएंगे उसी तरीके से फोर्थ ट्रीमै,पांच छह सात तो एक हम यहां लगाएंगे एक यहां लगाएंगे फिर एक फोर्थ रो में फिर यहां लगाएंगे फिर फोर्थ रो में फिर यहां लगाएंगे उसी तरीके से फोर्थ ट्री में,"पांच तो एक हम कहां लगाएंगे, एक यहां लगाएंगे, फिर फॉर्थरो में, फिर यहां लगाएंगे, फिर फॉर्थरो में, फिर यहां लगाएंगे, उसी तरीके से फॉर्थ ट्रीमै।"
उसमें यहां लगाएंगे,उसमे यहाँ लगाएंगे,उसमें यहाँ लगाएंगे
यहां पर,यहाँ पर,यहां पर
एक पैंतीस लेक्चर तक मैं पढ़ा दिया हूँ इतना पढिए ठीक ीी,एक से पैंतीस लेक्चर तक में पढ़ा दिया हूं इतना पढ़िए ठीक से सीखिए,"एक पैंतीस लेक्चर तक मैं पढ़ा चुका हूँ, इतना पढ़िए ठीक से।"
अब देखो अगला क्या है फॉर एक्टिव ग्रोथ ऑफ पियर सॉइल डेफ शुड भी,अब देखो अगला क्या है फॉर एक्टिव ग्रोथ ऑफ पीयर कवाइल्ड शुड बी,अब देखो अगला क्या है फॉर एक्टिव ग्रोथ ऑफ पियर सॉइल डेफिनिटली शुड भी
वन,वन,वन
एकटी सेंटीमीटर यानि,एट्टी सेंटीमीटर यानी,एक सेंटीमीटर यानी
एक सौ एक सौ अस्सी सेंटीमीटर अगर साल की डयप्त होगी तो ये पीयर ग्रोथ के लिए सबसे अच्छा होता है यानिकि जो पियर का पौधा होता है इसकी जड,एक सौ अस्सी सेंटमीटर अगर सॉइल की डेफ्थ होगी तो यह पीयर ग्रोध के लिए सबसे अच्छा होता है यानि कि जो पीयर का पौधा होता है इसकी जड़,एक सौ अस्सी सेंटीमीटर अगर साल की ड्युप्त होगी तो ये पियर ग्रोथ के लिए सबसे अच्छा होता है यानि कि जो पियर का पौधा होता है इसकी जड़
एक सौ अस्सीसेंटीमीटर के आसपास भी जाती है इसकी नीचे नहीं जाती है यानि कि एक्टिव ग्रोथ जो होता है पेयर के रूटस का वो मिट्टी में केवल,एक सौ अस्सी सेंटीमीटर के आसपास ही जाती है इसके नीचे नहीं जाती है यानि की एक्टिव ग्रोध जो होता है पीयर के रूट का वो मिट्टी में केवल,"एक सौ अस्सी सेंटीमीटर के आसपास भी जाती है, इसकी नीचे नहीं जाती है, यानि कि एक्टिव ग्रोथ जो होता है पेयर के रूट्स का, वो मिट्टी में केवल"
इसी वजह से ये गुड पॉलिनाजर भी पॉलिनाइजर भी है क्योंकि इसमें मेल प्लांट पर्याप्त मात्रा में ह मेल पार्ट मेल फ्लावर है पर्याप्त मात्रा में तो इसको हम,इसी वजह से यह गुड पॉलीनेजर पॉलीनाइजर भी है क्योंकि इसमें मेल प्लांट पर्याप्त मात्रा में है मेल प्लांट मेल फ्लावर हैं पर्याप्त मात्रा में तो उसको हम,इसी वजह से ये गुड पॉलिनाइजर भी है क्योंकि इसमें मेल प्लांट पर्याप्त मात्रा में है और मेल फ्लावर भी पर्याप्त मात्रा में है तो इसको हम
किफर वैराइटी बनाई गई है ये हाइब्रेड वराइटी है और ये पीयर की वेराइटी हैठीक ये भी सेल्फ फ्रूटफुल होती है प्रोसेसिंग ोटेबिलिटी होती ानि कि इसको हम प्रोसेसिंग कर सकते हैं सकी हम प्रोसेसिंग कर सकते हैं इस वेराइटी की कैन भी ग्रोन इन साउथ इंडिया इसको हम साउथ इंडिया में भी,किफर वेरायटी बनाई गई है ये हाईब्रिड वेरायटी है और ये पीयर की वेरायटी है ठीक ये भी सेल्फ फ्रूटफुल होती है प्रोसेसिंग सुटेबिलिटी होती है यानि कि इसको हम प्रोसेसिंग कर सकते हैं इसकी हम प्रोसेसिंग कर सकते हैं इस वेरायटी की केन बी ग्रोन इन साउथ इंडिया इसको हम साउथ इंडिया में भी,"किफर वैराइटी बनाई गई है। ये हाइब्रिड वराइटी है और ये पीयर की वराइटी है। ठीक है, ये भी सेल्फ-फ्रूटफुल होती है। प्रोसेसिंग योग्य होती है, यानी कि इसको हम प्रोसेसिंग कर सकते हैं। इस वराइटी को भी ग्रोन इन साउथ इंडिया में किया जा सकता है।"
ग्रो कर सकते हैं यानि कि ये थोड़ा ज्यादा टेम्परेचर मे भी ग्रो हो जाएगा अब ऐसा भी नहीं है कि इसको म प्रॉपकल रीजन में हुा,ग्रो कर सकते हैं यानि कि ये थोड़ा ज्यादा टेम्परेचर में भी ग्रो हो जाएगा अब ऐसा भी नहीं है कि इसको उन प्रॉपकल रिजन में हुआ,ग्रो कर सकते हैं यानि कि ये थोड़ा ज्यादा टेम्परेचर में भी ग्रो हो जाएगा। अब ऐसा भी नहीं है कि इसको म प्रॉपकल रीजन में हुआ।
ये रहेगा टेम्परेट रीजन में लेकिन थोड़ा अगर वहा टेम्परेचर ज्यादा है तो भी ये ग्रो कर जाएगा अब देखो,यह रहेगा टेम्परेट रिजन में ही लेकिन थोड़ा अगर वहां टेम्परेचर ज्यादा है तो भी यह ग्रो कर जाएगा आप देखो,ये रहेगा टेम्परेट रीजन में लेकिन थोड़ा अगर वहां टेम्परेचर ज्यादा है तो भी ये ग्रो कर जाएगा अब देखो
लैकोनेट लैकोनेट य लो चिलिंग वैराइटी ह यानि कि अगर लो चिलिंग वैराइटीलो चिलिंग टेमपरेचर है कहीं तो वहां पर लेकोनेस वेराइटी को उगाया जा सकता है उसके बाद है,लैकोनेट लैकोनेट लो चिलिंग वेरायटी है यानि की अगर लो चिलिंग वेरायटी लो चिलिंग टेम्परेचर है कहीं तो वहां पर लेकोनेट वेरायटी को उगाया जा सकता है उसके बाद है,"लैकोनेट लैकोनेट या लो चिलिंग वैराइटी है, यानी कि अगर लो चिलिंग वैराइटी का चिलिंग टेम्परेचर है कहीं, तो वहां पर लेकोनेस वैराइटी को उगाया जा सकता है। उसके बाद है"
मैगनीजम,मैगनीजिय,मैग्नीशियम
यही दो वैराइटीज थी फिर आगे पढ़ते हैं क्या निख रहा है,यही दो वेरायटीज़ थी फिर आगे पढ़ते हैं क्या लिख रहा है,"यही दो वैराइटीज़ थीं, फिर आगे पढ़ते हैं क्या लिख रहा है।"
हाई नाइट्रोजन इज नॉट सुटेबल अगर ज्यादा नाइट्रोजन हम दे रहे हैं किसी क्रॉप में तो वो सुटेबल नहीं होता है बिकॉज,हाई नाइट्रोजन इज़ नॉट सूटेबल अगर ज्यादा नाइट्रोजन हम दे रहे हैं किसी क्रॉप में तो वो सूटेबल नहीं होता है बिकॉज,हाई नाइट्रोजन इज नॉट सुटेबल अगर ज्यादा नाइट्रोजन हम दे रहे हैं किसी क्रॉप में तो वो सुटेबल नहीं होता है क्योंकि
इंसीडेंट ऑफ इयर पायरिन ला,इंसीडेंट ऑफ पीयर पायरिला,इंसिडेंट ऑफ ईयर पाइरिन ला
चीज होती है फियर में ये क्या करता है प्री मैचोर राइटनी में क्या होता है कि फल जो है वो अच्छे से,चीज होती है पीयर में यह क्या करता है प्री मेच्योर राइपनी में क्या होता है कि फल जो है वो अच्छे से,"चीज होती है फियर में। ये क्या करता है? प्री मैचोर राइटिंग में क्या होता है कि फल जो है, वो अच्छे से..."
डेवलप नहीं होता,डेवलप नहीं होता,डेवलप नहीं होता।
सही से डेवलप हुआ नहीं है,सही से डेवलप हुआ नहीं है,सही से डेवलप नहीं हुआ है
अभी फल जो है वो फ्रूट जो है हमारा वो छोटा छोटा ही है लेकिन वो क्या हुआ मैकचयोर हो गया यानि कि,अभी फल जो है वो फ्रूट जो है हमारा वह छोटा छोटा ही है लेकिन वो क्या हुआ मैच्योर हो गया यानी कि,"अभी फल जो है, वो फ्रूट जो है हमारा, वो छोटा-छोटा ही है, लेकिन वो क्या हुआ, मैच्योर हो गया, यानि कि"
इट इज ड्यू टू नाइट टेमपरेचर ये नाइट टेमपरेचर जब से सात दसमलब एक डिग्री सेंटीग्रेट से जब कम हो जाता है टेमपरेचर रात का और दिन का टेमपरेचर,इट इज़ ड्यू टू नाइट टेम्परेचर यह नाइट टेम्परेचर जब छह या सात दशमव एक डिग्री सेंटीग्रेट से जब कम हो जाता है टेम्परेचर रात का और दिन का टेम्परेचर,"यह रात का तापमान है। जब से सात दशमलव एक डिग्री सेंटीग्रेड से कम हो जाता है, तापमान रात का और दिन का तापमान।"
इक्कीस डिग्री सेंटीग्रेट के आसपास हो जाता है यानि कि,इक्कीस डिग्री सेंटीग्रेट के आस पास से हो जाता है यानि कि,इक्कीस डिग्री सेल्सियस के आसपास हो जाता है यानि कि
नमस्कार दोस्तो यदि आपके सामने दो विकल्प हो एक में चमकीली चीज हो सुंदर हो लेकिन उसमें केमिकल की मिलावट हो,नमस्कार दोस्तों यदि आपके सामने दो विकल्प हों एक में चमकीली चीज हो सुंदर हो लेकिन उसमें केमिकल की मिलावट हो,नमस्कार दोस्तों यदि आपके सामने दो विकल्प हो एक में चमकीली चीज हो सुंदर हो लेकिन उसमें केमिकल की मिलावट हो
दूसरी तरफ देखने में ज्यादा सुंदर न हो समकीली भी न हो लेकिन केमिकल बिल्कुल भी नहीं है,दूसरी तरफ देखने में ज्यादा सुंदर न हो चमकीली भी न हो लेकिन केमिकल बिल्कुल भी नहीं है,"दूसरी तरफ देखने में ज्यादा सुंदर न हो, समकीली भी न हो, लेकिन केमिकल बिल्कुल भी नहीं है।"
तो कौन सी लेना पसंद करेंगे,तो कौन सी लेना पसंद करेंगे,तो कौन सी लेना पसंद करेंगी?
आपमे से ज्यादातर लोग कहेंगे हमें तो बिना केमिकल की चाहिए भले ही वो सुंदर न दिखती होग,आप मे से ज्यादातर लोग कहेंगे हमें तो बिना केमिकल की चाहिए भले ही वो सुंदर न दिखती हो,आपमें से ज्यादातर लोग कहेंगे हमें तो बिना केमिकल की चाहिए भले ही वो सुंदर न दिखती हो।
लेकिन टेक्निकल फॉर्मिंग की मुहिम है कि आपको शुद्ध चीजों के बारे में जागरूक करें,लेकिन टेक्निकल फार्मिंग की मुहिम है कि आपको शुद्ध चीजों के बारे में जागरूक करें,लेकिन तकनीकी फॉर्मिंग की मुहिम है कि आपको शुद्ध चीजों के बारे में जागरूक करें।
मेरे साथ है नीरज कुमार,मेरे साथ है नीरज कुमार,मेरे साथ हैं नीरज कुमार
नीरग मिट्टी के बर्तन बनाते हैं और खास बात ये है शुद्ध मिट्टी के बर्तन बनाते हैं,नीरज मिट्टी के बर्तन बनाते हैं खास बात यह शुद्ध मिट्टी के बर्तन बनाते हैं,नीरग मिट्टी के बर्तन बनाते हैं और खास बात यह है कि शुद्ध मिट्टी के बर्तन बनाते हैं।
ये मुहिम नि्शुल्क है कोशिश ह कितनी है कि आपको अच्छी चीजों के बारे में जानकारी मिले,ये मुहिम निःशुल्क है कोशिश सिर्फ इतनी है कि आपको अच्छी चीजों के बारे में जानकारी मिले,ये मुहिम निःशुल्क है। कोशिश यह है कि आपको अच्छी चीजों के बारे में जानकारी मिले।
तो सामने जो आप देख रहे हैहै य पानी का कैंपर है ये सुराही है और इससे भी आगे बढ़कर इन्होंने मिट्टी का जग बना दिया है मिट्टी की भोटल बना दी है और मिट्टी का विलास बना दिया है,तो सामने जो आप देख रहे हैं ये पानी का कैंपर है ये सुराही हैं और इसे भी आगे बढ़कर इन्होंने मिट्टी का जक बना दिया है मिट्टी की बोटल बनादी है और मिट्टी का गिलाश बना दिया है,"तो सामने जो आप देख रहे हैं, यह पानी का कैंपर है, यह सुराही है और इससे भी आगे बढ़कर इन्होंने मिट्टी का जग बना दिया है, मिट्टी की बोतल बना दी है और मिट्टी का विलास बना दिया है।"
मिट्टी की बोटल आपको जो मिलती है बाजार में वो फिक्स ढक्कन बाली होती है डाइबोल्ड पर बनती है बिना केमिकल के बनना संभव नहीं होता है,मिट्टी की बोटल आपको जो मिलती है बाजार में वो फिक्स ढक्कन वाली होती है डाई बोल्ड पर बनती है बिना केमिकल के बनाना संभव नहीं होता है,मिट्टी की बॉटल आपको जो मिलती है बाजार में वो फिक्स ढक्कन वाली होती है डाइबोल्ड पर बनती है बिना केमिकल के बनना संभव नहीं होता है
ये बिना डाइमॉल्ड की है लेकिन देखने में सुंदर नहीं है ढक्क भी फिक्स नहीं होता है लेकिन केमिकल नहीं है,ये बिना डाई मोल्ड की है लेकिन देखने में सुंदर नहीं है ढक्कन मे फिक्स नहीं होता है लेकिन केमिकल नहीं है,ये बिना डाईमॉल्ड की है लेकिन देखने में सुंदर नहीं है ढक्कन भी फिक्स नहीं होता है लेकिन केमिकल नहीं है।
आप नीरज कुमार से जानते हैं कि ये बिना केमिकल वाली मिट्टी के बर्तन बनाने के पीछे कया कारण और भाव क्या है,अप नीरज कुमार से जानते हैं कि ये बिना केमिकल वाले मिट्टी के बर्तन बनाने के पीछे के कारण और भाव क्या है,आप नीरज कुमार से जानते हैं कि ये बिना केमिकल वाली मिट्टी के बर्तन बनाने के पीछे क्या कारण और भाव क्या है।
आपको ये टेक्निकली समझाएंगे कि केमिकल वाले जो बर्तन बनते हैं मिट्टी के विशेषकर पानी जिन्म स्टोर किया जाता है उनमें और बिना डाइमोल्ड वाले बिना कैमिकल वाले उनमें क्या अंतर है,आपको ये टेक्निकली समझाएंगे कि केमिकल वाले जो बर्तन बनते हैं मिट्टी के विशेषकर पानी जिनमें स्टोर किया जाता है उनमें और बिना डाईमोल्ड वाले बिना केमिकल वाले उनमें क्या अंतर है,"आपको ये टेक्निकली समझाएंगे कि केमिकल वाले जो बर्तन बनते हैं मिट्टी के, विशेषकर पानी जिनमें स्टोर किया जाता है, उनमें और बिना डाइमेोल्ड वाले, बिना केमिकल वाले उनमें क्या अंतर है।"
तो चलिए शुरू करते हैं,तो चलिए शुरू करते हैं,तो चलिए शुरू करते हैं।
टेक्निकल फार्मिंग चैनल को सब्सक्राइब करें और बेलआइकन भी दबाएं ताकि आगे आने वाले वीडियो की नोटिफिकेशन आपको मिलती रहे,टेक्निकल फार्मिंग चैनल को सब्सक्राइब करें और बेल आइकन भी दबाए था कि आगे आनेवाले वीडियो की नोटिफिकेशन आपको मिलती रहे,टेक्निकल फार्मिंग चैनल को सब्सक्राइब करें और बेल आइकन भी दबाएं ताकि आगे आने वाले वीडियो की नोटिफिकेशन आपको मिलती रहे।
जी नमस्कार,नीरज जी नमस्कार,जी नमस्कार
नमस्कार ज,नमस्कार जी,नमस्कार जय
ाए कि जो मिट्टी के बर्तन आप बना रहे हैं आपने बताया कि बिल्कुल केमिकल फ्री है लेकिन देखने में ज्यादा सुंदर नहीं है क्या भाव है कैसे बना ह,तो बताइए कि जो मिट्टी के बर्तन आप बना रहे हैं आपने बताया कि म बिल्कुल केमिकल फ्री हैं लेकिन देखने में ज्यादा सुंदर नहीं है क्या भाव है कैसे बनाते,"ऐ कि जो मिट्टी के बर्तन आप बना रहे हैं, आपने बताया कि बिल्कुल केमिकल फ्री है लेकिन देखने में ज्यादा सुंदर नहीं है। क्या भाव है? कैसे बना है?"
और दूसरा जितने भी आप ये जैसे ये हमारी सुराई है इसपे जो भी काम होता है ये फ्री हैंडवर्क,और दूसरा जितने भी आप ये जैसे ये हमारी सुराही है इसपे जो भी काम होता है ये फ्री हैंड वर्क होता,"और दूसरा जितने भी आप ये जैसे हमारी सुराई है, इस पर जो भी काम होता है, ये फ्री हैंडवर्क है।"
इसमें कुछ काम देखो ये हादसे सारे कामना ये हाथसे होते हैं और ये नीचे का ये चाक भी होता,इसमें कुछ काम देखो या हाथ से सारे कामना ये हादसे होते हैं और नीचे का ये चाख भी होता हैं,"इसमें कुछ काम देखो, ये हादसे सारे कामना ये हाथ से होते हैं और ये नीचे का ये चाक भी होता है।"
लेकिन जो ये पानी के लिए कैंपर जो हम बोलते हैं ये जो बनते है ये पूरा का पूरा पोटर विलवे बनता है आज क्या है कि मार्केट में हैंडमेड कैके बोला जाता है,लेकिन ये पानी के लिए कैंपर जो हम बोलते हैं ये जो बनता यह पूरा का पूरा पोटर भीलवे बनता है आज क्या है कि मार्केट में हैंडमेड कहके बोला जाता है,"लेकिन जो ये पानी के लिए कैंपर जो हम बोलते हैं, ये जो बनते हैं, ये पूरा का पूरा पोटर विल्वे बनता है। आज क्या है कि मार्केट में हैंडमेंट कैक बोला जाता है।"
हैंडमेड भी चाहि वो कास्टिक सोडे से बना हो डाइमोल से बना हओ उसको भी एक हैंड मेड काहम देते हैं इसक रू,हैंडमेड मे चाहे वों कास्टिक सोड़े से बना हो डाइमोल से बना हो उसको भी एक हैंडमेड काम देते हैं इसको रूप इसको,"हैंडमेड भी चाहिए, वो कास्टिक सोडे से बना हो या डाइमोल से बना हो, उसको भी एक हैंड मेड कहते हैं। इसको रुख।"
इसको भी हैंडमेड कके बेचा जा रहा है और इसको भी लेकिन आप इसको बोलते हैंकि पोटर वील पे हम बनाते हैं पूरा का पूरा,इसको हैंडमेड कह के बेचा जा रहा है और इसको भी लेकिन हम इसको बोलते है कि पोटर व्हील हम बनाते हैं पूरा का पूरा,"इसको भी हैंडमेड करके बेचा जा रहा है और इसको भी, लेकिन आप इसको बोलते हैं कि पॉटरी व्हील पे हम बनाते हैं पूरा का पूरा।"
आपने बताया कि पोटर भील पे बनाते हैं यन्ही की चाक पर बनाते हैं और बिना केमिकल के बनाते,आपने बताया कि फोटर व्हील पे बनाते हैं यनी की चाक पर बनाते हैं और बिना केमिकल के बनाते,"आपने बताया कि पोटर भील पर बनाते हैं, यहीं की चाक पर बनाते हैं और बिना केमिकल के बनाते हैं।"
तो केमिकल क्यों मिलाना पड़ता है बोटल में कही मटके में कहिए क्या का है,तो केमिकल क्यों मिलाना पड़ता है बोटल में कहिंए मटके में कहिंए क्या कारन,"तो केमिकल क्यों मिलाना पड़ता है बोतल में, कही मटके में कहिए क्या है।"
ऐसे ही भोटल का है ऐसे ही जगका है,ऐसे बोटल का है से ही जगका है,"ऐसे ही भोटल का है, ऐसे ही जग का है।"
लेकिन हाथ से बनता है तो उसमें नहीं कैमिकल,लेकिन हाथ से बनता है तो उसमें नहीं केमिकल,लेकिन हाथ से बनता है तो उसमें कैमिकल नहीं होता।
केमिकल की आवश्यकता है नी,इसमे केमिकल की आवश्यकता है हि नहीं,केमिकल की आवश्यकता है नहीं।
तो ये आप जो बना रहे हैं मिट्टी का कैंपर सुराही और क्या क्या बनाते हैं,तो ये आप जो बना रहे हैं मिट्टी का कैंपर सुराही और क्या क्या बनाते हैं,"तो ये आप जो बना रहे हैं, मिट्टी का कैंपर, सुराही और क्या-क्या बनाते हैं?"
ये जो पानी वाले हैं आपके बर्तन जैसे कैंपर है सुराही है इनकी शुद्धता के अगर पहचान करें तो क्या तरीका है,तो येजो पानी वाले हैं आपके बर्तन जैसे कैंपर हैं सुराही है इनकी शुद्धता कि अगर पहचान करें तो क्या तरीका है,"ये जो पानी वाले हैं, आपके बर्तन जैसे कैंपर हैं, सुराही हैं। इनकी शुद्धता को पहचानने का क्या तरीका है?"
देखो सूता की पहचान का सबसे बड़ा तरीका तो ये है ो आपको कोई भी कुछ भी मार्केट का पता नही है तो सबसे पहले आप मार्केट में जाओ कि आप उसमें पानी डाल के देा,देखो शुद्धता की पहचान का सबसे बड़ा तरीका तो आपको कोई भी कुछ भी मार्केट का पता नहीं है तो सबसे पहले आप मार्केट में जाओ कि आप उसमें पानी डालके देखो पानी,"देखो, सूत की पहचान का सबसे बड़ा तरीका तो ये है कि अगर आपको कोई भी मार्केट का पता नहीं है, तो सबसे पहले आप मार्केट में जाओ और उसमें पानी डाल के देखो।"
और वो तभी फिक्स लगेगी जब ये डाइमोल्ड पे बनेगी और इसलिए हमारी जो बोटल है और दो भी बोटल हाथ से बनेगी उसको आप कैरी नहीं कर सकते,और तभी फिक्स लगेगी जब ये डाइमोलड़ पे बनेगी और इसलिए हमारे जो बोटल है और जो भी बोटल हाथ से बनेगी उसको आप कैरी नहीं कर सकते,"और वो तभी फिक्स लगेगी जब ये डाइमोल्ड पर बनेगी और इसलिए हमारी जो बोतल है और दो भी बोतल हाथ से बनेगी, उसको आप कैरी नहीं कर सकते।"
यानि कि हाथ वाले में ऐसा डकर नहीं लग सकता तो फिक्स टाइट हो जाए,यानि कि हाथ वाली में ऐसा ढक्कन नहीं लग सकता जो फिक्स टाइट हो जाए,यानि कि हाथ वाले में ऐसा डकर नहीं लग सकता तो फिक्स टाइट हो जाएगा।
और अगर सुराही या पॉटर है तो उसके बाहर और अंदर देखेंगे तो एक जैसी सुनिकसिंग सबकी नहीं मिलेमही मर होगा ोगे निशान होगे,और अगर सुराही या पोटर है तो उसके बाहर और अंदर देखेंगे तो एक जैसी फिनिशिंग सबकी नहीं मिलेग होगा उंगलियों के निशान होंगे,"और अगर सुराही या पॉट है तो उसके बाहर और अंदर देखेंगे तो एक जैसी सुनने की सभी नहीं मिलेगी, मर होंगे निशान होंगे।"
हाजी,हांजी,हाजी
और खुशगू अलग आएगी और पानी झरने का भी कुछ तरीकाकी बाहर,और खुशबू अलग आएगी और पानी झरने का भी कुछ तरीका के बाहर आ,और खुशबू अलग आएगी और पानी झरने का भी कुछ तरीकों से बाहर।
अचछा समें देखो इसमें अगर आप पानी डालोगे तो इसमें पानी बाहर नहीं आएगा पानी बाहर नहीं आएगा तो इतना पानी ठंडा नहीं होगा,इसमें देखो इसमें अगर आप पानी डालोगे तो इसमें पानी बाहर नहीं आएगा पानी बाहर नहीं आएगा तो इतना पानी ठंडा नहीं होगा,"अच्छा, सुनो। इसमें अगर आप पानी डालोगे, तो इसमें पानी बाहर नहीं आएगा। पानी बाहर नहीं आएगा, तो इतना पानी ठंडा नहीं होगा।"
तो फौरेश होने के कारण बाहर थोड़ा सा हल्की लि पानी आ जाताह,तो पोरश होने के कारण बाहर थोड़ा सा हल्की लीक पानी आ जाता,तो बारिश होने के कारण बाहर थोड़ा सा हल्की सी पानी आ जाता है।
ये शरतिया तौर पे डाईमोल्ड की बना,ये शैंतियां तौर पे डाइमो्ड में बना हैं,ये शर्तिया तौर पर डाईमोल्ड की बनी।
हाँ डाईमोलड पे है अगर मैं कहता हूँ कि अगर आपको कोई हाथ का बना हुआ भी कई लोग क्या सोचते ह कि हम हा का तो बना हुआ लेकिन उसमें भी डिजाइन निकलवा देते हैं उसमें भी पेंट करवा देते हैं लेकिन वो हाथ के बनने का उस चीज़ का मैै तो कोई नहीं रहता डाई मोल्ड जैसा ही हो जाता अगर हम उसको पैंट वगैरह तर लेते हैं तो फिर उस हाथ वाले का कोई महत्व नहीं रहता,हां डाईमोल्ड पेहे अगर मै कहता हूं कि अगर आपको को हाथ का बना हुआ भी कई लोग क्या सोचते हें कि हम हाथ का तो बना हुआ लेकिन उसमें भी डिजाइन निकलवा लेते हैं उसमें भी पेंट करवा देते हैं लेकिन वो हाथ के बने का उस चीज क मैं तो कोई नहीं रहता डाईमोड जैसा ही हो जाता अगर हम उसको पेंट वगैरा कर लेते हैं तो फिर उस हाथ वाली का कोई महत्व नहीं रहता,"हाँ, डाई मोल्ड पे है। अगर मैं कहता हूँ कि अगर आपको कोई हाथ का बना हुआ भी, कई लोग क्या सोचते हैं कि हम हाथ का तो बना हुआ लेकिन उसमें भी डिजाइन निकलवा देते हैं, उसमें भी पेंट करवा देते हैं। लेकिन वो हाथ के बनने का उस चीज़ का मतलब तो कोई नहीं रहता। डाई मोल्ड जैसा ही हो जाता। अगर हम उसको पेंट वगैरह कर लेते हैं, तो फिर उस हाथ वाले का कोई महत्व नहीं रहता।"
यानि की बाहर से केमिकल कोटिंग या पेंट कोटिंग करने की जरूरत नहीं हो,यानिकि बाहर से केमिकल कोटिंग या पेंट कोटिंग करने की जरूरत नहीं हैं,यानि कि बाहर से केमिकल कोटिंग या पेंट कोटिंग करने की जरूरत नहीं हो।
क्या होता कि आजकल मार्केट में ये जो बाहर से जो ये आते हैं डाइमोड वाले वहा पे तो फैक्ट्री लगी हु तो ये कलर कर देते हैं,कोई कोटिंग नहीं है क्या होता कि आजकल मार्केट में ये जो बाहर से जो ये आते हैं डाईमोल्ड वाले वहां तो फैक्टरी लगी हुए तो ये कलर कर देते हैं आज,"क्या होता कि आजकल मार्केट में ये जो बाहर से आते हैं, डाइमंड वाले, वहाँ पे तो फैक्ट्री लगी हुई है, तो ये कलर कर देते हैं।"
