Ourmodel,Hypothesis,Predictions
पाँच साल में डिवाइड करना पड़ेगा हा एक साल का मकड लो ड्रिप का दस हजार रुपयएहा,पाँच साल में डिवाइड करना पड़ेगा हा एक साल का मकड लो ड्रिप का दस हजार रुपयएहा,पाँच साल में डिवाइड करना पड़ेगा हाँ एक साल का मकड लो ड्रिप का दस हज़ार रुपए
तो इक्कीस के बाद वो फिर से अट्ठारह और वगैरह रुप ो गया था फिर आठ रुपए हो गया था आठ रुपए के बाद वो छः महीने में,तो इक्कीस के बाद वो फिर से अट्ठारह और वगैरह रुप ो गया था फिर आठ रुपए हो गया था आठ रुपए के बाद वो छः महीने में,तो इक्कीस के बाद वो फिर से अठारह और वगैरह रुपए थो गया था फिर आठ रुपए हो गया था आठ रुपए के बाद वो छः महीने में
फिर बीस रुपये हो गया अ्छा उसके बाद वो चौबीस रुपये का चौबीस का हो,फिर बीस रुपये हो गया अ्छा उसके बाद वो चौबीस रुपये का चौबीस का हो,फिर बीस रुपए हो गया अच्छा उसके बाद वो चौबीस रुपए का चौबीस का हो
आपको इस वीडियो से ओवर ऑल क्या मिला ये मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अभी सीजन आने वाला उसके पहले हमने आपको ये सब,आपको इस वीडियो से ओवर ऑल क्या मिला ये मुझे कमेंट सेक्शन में आप मुझे जरूर बताइएगा और अभी सीजन आने वाला उसके पहले हमने आपको ये सब,आपको इस वीडियो से ओवरऑल क्या मिला ये मुझे कमेंट सेक्शन में आप मुझे ज़रूर बताइएगा और अभी सीज़न आने वाला उसके पहले हमने आपको ये सब
दिया तो कमेंट करना अनिवार्य है और अभी तक आपने सब्स्क्राइब नहीं किया तो सब्स्क्राइब जरूर कीजिएगा मिलते हैं नेक्स्ट वीडियो में तब तक करते रहिया मैंना क्योंकि,दिया तो कमेंट करना अनिवार्य है और अभी तक आपने सब्स्क्राइब नहीं किया तो सब्स्क्राइब जरूर कीजिएगा मिलते हैं नेक्स्ट वीडियो में तब तक करते रहिया मैंना क्योंकि,दिया तो कमेंट करना अनिवार्य है और अभी तक आपने सब्स्क्राइब नहीं किया तो सब्स्क्राइब ज़रूर कीजिएगा मिलते हैं नेक्स्ट वीडियो में तब तक करते रहिया मैंना क्योंकि
वावर ह तो पावर है धन्यवाद,वावर ह तो पावर है धन्यवाद,वावर है तो पावर है धन्यवाद
नमस्ते,नमस्ते,नमस्ते
मै,मै,मैम
को समुदर के,को समुदर के,को समुदर के
हमारे बात,हमारे बात,हमारी बात
ज़्यादा से ज्यादाबैंगन होता है मिर्च होता है टमाटर रहता है,ज़्यादा से ज्यादाबैंगन होता है मिर्च होता है टमाटर रहता है,ज़्यादा से ज़्यादा बैगन होता है मिर्च होता है टमाटर रहता है
एक टैक्कर में,एक टैक्कर में,एक टैक्कर में
लगभग तीन सौ क्ुंटल तक का बैंगन पैदा होता है वऔर टमाटर भी,लगभग तीन सौ क्ुंटल तक का बैंगन पैदा होता है वऔर टमाटर भी,लगभग तीन सौ कुंटल तक का बैगन पैदा होता है और टमाटर भी
मिर्च मे इतना ही होता है,मिर्च मे इतना ही होता है,मिर्च में इतना ही होता है
फिर मे,फिर मे,फिर मैं
सर मैं आपसे पूछना चाहता  इतने,सर मैं आपसे पूछना चाहता  इतने,सर मैं आपसे पूछना चाहता इतने
ये लोग गर् भीी करेहं,ये लोग गर् भीी करेहं,ये लोग गर्भी करें
को,को,तो
हर सब,हर सब,हर सब
तो मैंने आपका नाम सुना है इसलिए आपसे टेलीफोन में बात की और फिर आया यहाँ तक कि इसका कोई समाधान मिल सकता है,तो मैंने आपका नाम सुना है इसलिए आपसे टेलीफोन में बात की और फिर आया यहाँ तक कि इसका कोई समाधान मिल सकता है,तो मैंने आपका नाम सुना है इसलिए आपसे टेलीफोन में बात की और फिर आया यहाँ तक कि इसका कोई समाधान मिल सकता है
तो क्या कर सकते है इसका कोई उपय है कि आपके पास,तो क्या कर सकते है इसका कोई उपय है कि आपके पास,तो क्या कर सकते हैं इसका कोई उपय है कि आपके पास
देखो समीर जी,देखो समीर जी,देखो समीर जी
और मैं देश के किसानों से भी बात कर रहा हूँ,और मैं देश के किसानों से भी बात कर रहा हूँ,और मैं देश के किसानों से भी बात कर रहा हूँ
मैं पिछले कई सालों से इसी प्रयास में लगा हूं कि,मैं पिछले कई सालों से इसी प्रयास में लगा हूं कि,मैं पिछले कई सालों से इसी प्रयास में लगा हूँ कि
अगर संसार में कोई सबसे उत्तम व्यवसाय है तो,अगर संसार में कोई सबसे उत्तम व्यवसाय है तो,अगर संसार में कोई सबसे उत्तम व्यवसाय है तो
जो कृषि के जो हालात है,जो कृषि के जो हालात है,जो कृषि के जो हालात है
देश बेस कह सकता है कि मेरे देश में,देश बेस कह सकता है कि मेरे देश में,देश वेश कह सकता है कि मेरे देश में
एग्रीकल्चर प्रोडक्शन इतना ज्यादा है,एग्रीकल्चर प्रोडक्शन इतना ज्यादा है,एग्रीकल्चर प्रोडक्शन इतना ज़्यादा है
लेकिन जो प्रोडक्शन देने वाला है जो प्रोडक्शन करने वाला है वो,लेकिन जो प्रोडक्शन देने वाला है जो प्रोडक्शन करने वाला है वो,लेकिन जो प्रोडक्शन देने वाला है जो प्रोडक्शन करने वाला है वो
और जहां पर प्रोडक्शन लिया जाता है वो प्रकृति,और जहां पर प्रोडक्शन लिया जाता है वो प्रकृति,और जहाँ पर प्रोडक्शन लिया जाता है वो प्रकृति
ये दोनों घाटे में ह,ये दोनों घाटे में ह,ये दोनों घाटे में है
मतलब देश का किसान जमीन में खेती करता  तो जमीन भी घाटे में,मतलब देश का किसान जमीन में खेती करता  तो जमीन भी घाटे में,मतलब देश का किसान ज़मीन में खेती करता तो ज़मीन भी घाटे में
देश के कृषि वैज्ञानिक कृषि नीतियां बेशक कहती हूं कि मेरे देश में बहुत ज्यादा प्रोडक्शनहै,देश के कृषि वैज्ञानिक कृषि नीतियां बेशक कहती हूं कि मेरे देश में बहुत ज्यादा प्रोडक्शनहै,देश के कृषि वैज्ञानिक कृषि नीतियाँ बेशक कहती हूँ कि मेरे देश में बहुत ज़्यादा प्रोडक्शन है
वजह क्या है जैसे आपने कहा कि हमारे गंजम डिस्ट्रिक्ट में मिर्च और बैगान और टमाटर की बंपर पैदावार होती है,वजह क्या है जैसे आपने कहा कि हमारे गंजम डिस्ट्रिक्ट में मिर्च और बैगान और टमाटर की बंपर पैदावार होती है,वजह क्या है जैसे आपने कहा कि हमारे गंजम डिस्ट्रिक्ट में मिर्च और बैगान और टमाटर की बंपर पैदावार होती है
हमनेी पता किया है कि आपके इलाके में तीन चार एकड़ की औसत जोत है,हमनेी पता किया है कि आपके इलाके में तीन चार एकड़ की औसत जोत है,हमने पता किया है कि आपके इलाके में तीन-चार एकड़ की औसत जो है
एक किसान के पास तीन चार एकड जमीन है,एक किसान के पास तीन चार एकड जमीन है,एक किसान के पास तीन-चार एड जमीन है
और कोई किसान अगर तीन एकड में बैंगन बोया और नौ सौ कुंटल बैगन हुआ और दस रुपएे के एवरेज में,और कोई किसान अगर तीन एकड में बैंगन बोया और नौ सौ कुंटल बैगन हुआ और दस रुपएे के एवरेज में,और कोई किसान अगर तीन एक्ड में बैगन बोया और नौ सौ कुंटल बैगन हुआ और दस रुपए के एवरेज में
म हम दस मा ले,म हम दस मा ले,हम हम दस मार लें
हम दस मार लेमिनम,हम दस मार लेमिनम,हम दस मार लेंगे ना
दस रुपये के एवरेज में भी अगर उसका बैंगन मेजा तो नौ लाख का बैंगन लेकिन,दस रुपये के एवरेज में भी अगर उसका बैंगन मेजा तो नौ लाख का बैंगन लेकिन,दस रुपए के एवरेज में भी अगर उसका बैंगन मेंजा तो नौ लाख का बैंगन लेकिन
उस किसान ने एक लाख रुपये प्रति एकड का तो पेस्टीसाइड डाला,उस किसान ने एक लाख रुपये प्रति एकड का तो पेस्टीसाइड डाला,उस किसान ने एक लाख रुपए प्रति एक एड का तो पेस्टीसाइड डाला
उसको क्या बचेगा,उसको क्या बचेगा,उसको क्या बचेगा
तो मैं देश के किसानों से कया कहता हूं देखो,तो मैं देश के किसानों से कया कहता हूं देखो,तो मैं देश के किसानों से कया कहता हूँ देखो
मित्र ये जो,मित्र ये जो,मित्र ये जो
नाशक का मतलब नाश करने वाला और किसका नाश करेगा,नाशक का मतलब नाश करने वाला और किसका नाश करेगा,नाशक का मतलब नाश करने वाला और किसका नाश करेगा
ये शब को शबता नाश करेगा,ये शब को शबता नाश करेगा,ये सबको सबता नाश करेगा
जमीन में रहने वाले जीव जंतुों को तो मारतही है,जमीन में रहने वाले जीव जंतुों को तो मारतही है,ज़मीन में रहने वाले जीव-जंतु को तो मार दी है
वनस्पतियों को भी मारता है,वनस्पतियों को भी मारता है,वनस्पतियों को भी मारता है
चिड़ियों को भी मारता है तितली को मारता है मधमक्की को मारता है ताप को मारता है बिच्चू को मारता है,चिड़ियों को भी मारता है तितली को मारता है मधमक्की को मारता है ताप को मारता है बिच्चू को मारता है,चिड़ियों को भी मारता है तितली को मारता है मधमक्की को मारता है ताप को मारता है बिच्चू को मारता है
और यहीरस्तान इंसान को भी मार रहा,और यहीरस्तान इंसान को भी मार रहा,और ये रस्तान इंसान को भी मार रहा
तब मैं,तब मैं,तब मैं
जैसे आपने कल हम से एक बात कही मैं आपको एक चीज़ और बता रहा हूँ मार्केट की,जैसे आपने कल हम से एक बात कही मैं आपको एक चीज़ और बता रहा हूँ मार्केट की,जैसे आपने कल हमसे एक बात कही मैं आपको एक चीज़ और बता रहा हूँ मार्केट की
ये समीर भाई,ये समीर भाई,ये समीर भाई
ये अपने खेत में खेमिकल नहीं डालते इनकी एक पीड़ा है अ तीडा के लिए या है कि हम अपने इलाके में कुछ ऐसा किसानों को बता सकूँ,ये अपने खेत में खेमिकल नहीं डालते इनकी एक पीड़ा है अ तीडा के लिए या है कि हम अपने इलाके में कुछ ऐसा किसानों को बता सकूँ,ये अपने खेत में खेमिकल नहीं डालते इनकी एक पीड़ा है तीड़ा के लिए यह है कि हम अपने इलाके में कुछ ऐसा किसानों को बता सकूँ
तो समेरसी के खेत में,तो समेरसी के खेत में,तो समेरसी खेत में
का भैया के,का भैया के,का भैया के
और वो बहुत सारे,और वो बहुत सारे,और वो बहुत सारे
देश का किसान जैसे इस समय,देश का किसान जैसे इस समय,देश का किसान जैसे इस समय
हमारा जम्मू का हिमांचल का गुजरात का बनास काठे का,हमारा जम्मू का हिमांचल का गुजरात का बनास काठे का,हमारा जम्मू का हिमांचल का गुजरात का बनास काठे का
नागपुर का कुसावल का,नागपुर का कुसावल का,नागपुर का कुसावल का
और  समीर जी तो आई हैं जहाँ मिर्च बैगन की टमाटर की,और  समीर जी तो आई हैं जहाँ मिर्च बैगन की टमाटर की,और समीर जी तो आई हैं जहाँ मिर्च बैगन की टमाटर की
कामर्शियल फार्मिंग होती है,कामर्शियल फार्मिंग होती है,कामर्शियल फार्मिंग होती है
नाशिक अंगूर का,नाशिक अंगूर का,नाशिक अंगूर का
ेअलग<unk>अलग,ेअलग<unk>अलग,अलग-अलग
कि जब यार मैं एक चीज कहता हूँ जब आपको जर खाके हीम भरना तो जहर खा के मर जाओ ना,कि जब यार मैं एक चीज कहता हूँ जब आपको जर खाके हीम भरना तो जहर खा के मर जाओ ना,कि जब यार मैं एक चीज़ कहता हूँ जब आपको ज़हर खाके हीम भरना तो ज़हर खाके मर जाओ न
फिर क्यों जी रहे हो भाई,फिर क्यों जी रहे हो भाई,फिर क्यों जी रहे हो भाई
तब मैं कहता हूँ,तब मैं कहता हूँ,तब मैं कहता हूँ
लेकिन बैंक का कर्जा है वो कर्जा इसलिए है,लेकिन बैंक का कर्जा है वो कर्जा इसलिए है,लेकिन बैंक का कर्ज़ा है वो कर्ज़ा इसलिए है
कि वो अपनी खेती करते समय अपने दिमाग का इस्तेमाल नहीं करता निवेश लगाता है दिमाग रूपी निवेश का एक भी इस्तेमाल ल,कि वो अपनी खेती करते समय अपने दिमाग का इस्तेमाल नहीं करता निवेश लगाता है दिमाग रूपी निवेश का एक भी इस्तेमाल ल,कि वो अपनी खेती करते समय अपने दिमाग का इस्तेमाल नहीं करता निवेश लगाता है दिमाग रूपी निवेश का एक भी इस्तेमाल लगाता
तो मैं एक लाइन में कहता हूँ,तो मैं एक लाइन में कहता हूँ,तो मैं एक लाइन में कहता हूँ
कि मनुष्य को जीवन में सुख शांति समृद्धि चाहिए ह कोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे,कि मनुष्य को जीवन में सुख शांति समृद्धि चाहिए ह कोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे,कि मनुष्य को जीवन में सुख शांति समृद्धि चाहिए हम कोई भी व्यक्ति मेहनत करता है मजदूरी करता है परिश्रम करता है तो यही चाहता है कि मेरे
जीवन में खुशियाँ हैं,जीवन में खुशियाँ हैं,जीवन में खुशियाँ हैं
लेकिन अगर खुशियां नहीं आ रही है,लेकिन अगर खुशियां नहीं आ रही है,लेकिन अगर खुशियाँ नहीं आ रही है
लालस जब तक रहेगा खेती में,लालस जब तक रहेगा खेती में,लालस जब तक रहेगा खेती में
भगवान है,भगवान है,भगवान हैं
चेती धर्म है,चेती धर्म है,चेती धर्म है
चेती साधना है उपासना है आराधना है पूजा है,चेती साधना है उपासना है आराधना है पूजा है,चेती साधना है उपासना है आराधना है पूजा है
लेकिन खेती वर्तमान की जो खेती है,लेकिन खेती वर्तमान की जो खेती है,लेकिन खेती वर्तमान की जो खेती है
और सारी दुनिया फज चुकी है,और सारी दुनिया फज चुकी है,और सारी दुनिया फंस चुकी है
अस्पतालों में मरीजों की बढ़ती संख्या,अस्पतालों में मरीजों की बढ़ती संख्या,अस्पतालों में मरीजों की बढ़ती संख्या
छोटे छोटे बच्चों को चसमा बाल जड़ जाना,छोटे छोटे बच्चों को चसमा बाल जड़ जाना,छोटे-छोटे बच्चों को चसमा बाल जड़ जाना
जवानी में कदम रखा नहीं है बुढापे के लक्षण दिखाई देना,जवानी में कदम रखा नहीं है बुढापे के लक्षण दिखाई देना,जवानी में कदम रखा नहीं है बुढ़ापे के लक्षण दिखाई देना
कि जब व्यक्ति भगवान को धोखा देता है,कि जब व्यक्ति भगवान को धोखा देता है,कि जब व्यक्ति भगवान को धोखा देता है
समीर भाई,समीर भाई,समीर भाई
भूमि का,भूमि का,भूमि का
गगन,गगन,गगन
वायु,वायु,वायु
अगनी,अगनी,अगर
नी,नी,जी
जब जमीन में आप पेस्टीसाइड डाल कर के इस मां को बंजर बनाएंगे,जब जमीन में आप पेस्टीसाइड डाल कर के इस मां को बंजर बनाएंगे,जब जमीन में आप पेस्टीसाइड डाल कर के इस माँ को बंजर बनाएंगे
कि परमात्मा का ध्यान रखना मित्र,कि परमात्मा का ध्यान रखना मित्र,कि परमात्मा का ध्यान रखना मित्र
खेती,खेती,खेती
कि तुम तो यार सबके बिजनेस का सत्यानाश करोगे क्या,कि तुम तो यार सबके बिजनेस का सत्यानाश करोगे क्या,कि तुम तो यार सबके बिजनेस का सत्यानाश करोगे क्या
तुम सबको ऐसेी ऊंटा सीधा बोलते हो,तुम सबको ऐसेी ऊंटा सीधा बोलते हो,तुम सबको ऐसे ऊंटा सीधा बोलते हो
मैं कहता हू मैं क्या करूं मेरी मजबूरी है,मैं कहता हू मैं क्या करूं मेरी मजबूरी है,मैं कहता हूँ मैं क्या करूँ मेरी मजबूरी है
प्रकृति,प्रकृति,प्रकृति
ये भगवान का स्वरूप है,ये भगवान का स्वरूप है,ये भगवान का स्वरूप है
तो एक तरफ तो साक्षात जो भगवान है भूमि और पानी और जंगल,तो एक तरफ तो साक्षात जो भगवान है भूमि और पानी और जंगल,तो एक तरफ तो साक्षात जो भगवान है भूमि और पानी और जंगल
उसको तो मैं कष्ट पहुँचा रहा हूँ फिर मंदिर में जाकर कि कीस भगवान की पूजा करते ह मुद्दा सिरी,उसको तो मैं कष्ट पहुँचा रहा हूँ फिर मंदिर में जाकर कि कीस भगवान की पूजा करते ह मुद्दा सिरी,उसको तो मैं कष्ट पहुँचा रहा हूँ फिर मंदिर में जाकर कि कीस भगवान की पूजा करते हैं मुद्दा सिरी
तो मित्र किसान भाइयों से अनुरोध है,तो मित्र किसान भाइयों से अनुरोध है,तो मित्र किसान भाइयो से अनुरोध है
तो ये मीर भाई क्या करेंगे जब ये सापों से ऊक जाएंगे न,तो ये मीर भाई क्या करेंगे जब ये सापों से ऊक जाएंगे न,तो ये मीर भाई क्या करेंगे जब ये साँपों से ऊँक जाएंगे न
ये कब तक बरदाश्त करेंगे तो थोड़ा सा समाज में प्रकृति में बैलेंस बना रहा इसके लिए सबकी ड्यूटी है,ये कब तक बरदाश्त करेंगे तो थोड़ा सा समाज में प्रकृति में बैलेंस बना रहा इसके लिए सबकी ड्यूटी है,ये कब तक बरदाश्त करेंगे तो थोड़ा सा समाज में प्रकृति में बैलेंस बना रहा है इसके लिए सबकी ड्यूटी है
और इनके इलाके के किसान भाइयों से निवेदन है,और इनके इलाके के किसान भाइयों से निवेदन है,और इनके इलाके के किसान भाइयों से निवेदन है
कि आप ज,कि आप ज,कि आप
ढाई लाख रुपये का,ढाई लाख रुपये का,ढाई लाख रुपए का
निवेश कर दोगे तीन लाख की फसल बेंचोगे तो रुपया तो पचास हजार ही मिलेगा,निवेश कर दोगे तीन लाख की फसल बेंचोगे तो रुपया तो पचास हजार ही मिलेगा,निवेश कर दोगे तीन लाख की फसल बेंचोगे तो रुपया तो पचास हजार ही मिलेगा
मैं कहता हूँ,मैं कहता हूँ,मैं कहता हूँ
और ये समीर भाई आपको टेक्नोलॉजी लेकर जाकर के देंगे आपको बताएंगे,और ये समीर भाई आपको टेक्नोलॉजी लेकर जाकर के देंगे आपको बताएंगे,और ये समीर भाई आपको टेक्नोलॉजी लेकर जाकर के देंगे आपको बताएंगे
खेल केवल इतना है मेरी धर्ती मां को जिंदा कर दो,खेल केवल इतना है मेरी धर्ती मां को जिंदा कर दो,खेल केवल इतना है मेरी धर्ती में को ज़िंदा कर दो
बस थोडा सा अंतरकरण से उसको स्वीकार करो,बस थोडा सा अंतरकरण से उसको स्वीकार करो,बस थोडा सा अंतर्करण से उसको स्वीकार करो
ियही माँ है,ियही माँ है,जी माँ है
और आने वाले वक्त में आने वाले समय में यही मा है जो मेरी आने वाली पीढ़ियों को पालेगी,और आने वाले वक्त में आने वाले समय में यही मा है जो मेरी आने वाली पीढ़ियों को पालेगी,और आने वाले वक़्त में आने वाले समय में यही माँ है जो मेरी आने वाली पीढ़ियों को पालेगी
इसका कर्त्व्य इसका धर्म है,इसका कर्त्व्य इसका धर्म है,इसका कर्त्व इसका धर्म है
को लेकर व्यापारी एसोसिएशन की ओर से  व्यापारियों की ओर से ाआपत ्या कनारी आकी क्याा,को लेकर व्यापारी एसोसिएशन की ओर से  व्यापारियों की ओर से ाआपत ्या कनारी आकी क्याा,को लेकर व्यापारी एसोसिएशन की ओर से व्यापारियों की ओर से आपको या कनारी आती है क्या
केइनकम टैक्ो टक्सबम त उी  को बढाक्ीकम स ाख पड जा उ बुत  ूसा क कैसे है,केइनकम टैक्ो टक्सबम त उी  को बढाक्ीकम स ाख पड जा उ बुत  ूसा क कैसे है,क्योंकि टैक्स टैक्स बम तब उसी को टैक्स टैक्स साथ पड़ जाए उसी को सुसाक कैसे है
जो   जो  ु ी च मेो ीी तोआपो ये भी बताएंगी इे,जो   जो  ु ी च मेो ीी तोआपो ये भी बताएंगी इे,जो जो ठीक चम्मी तो आपको ये भी बताएंगी ये
जी उऔदबरा से जी ी ी बिलकुल और लगभग,जी उऔदबरा से जी ी ी बिलकुल और लगभग,जी उदबरा से जी जी बिल्कुल और लगभग
आपके एसोसिएशन से कितने व्यापारी जुडे हुए हैं यहाँ पर ज,आपके एसोसिएशन से कितने व्यापारी जुडे हुए हैं यहाँ पर ज,आपके एसोसिएशन से कितने व्यापारी जुडे हुए हैं यहाँ पर जो
जी ज गमे नैशदो लाख से ऊपर,जी ज गमे नैशदो लाख से ऊपर,जी जी मैम नैश दो लाख से ऊपर
चजी ज जी बिलकुल आपने कृषि आग्रेम से बातचीत की आपका बहुत बहुत धन्यवाद,चजी ज जी बिलकुल आपने कृषि आग्रेम से बातचीत की आपका बहुत बहुत धन्यवाद,जी जी जी बिल्कुल आपने कृषि आग्रेम से बातचीत की आपका बहुत-बहुत धन्यवाद
बजट किो है व ेश के लिए समझीए के रेड कयलिए जो बजट बनता है उसके ही े डिसााैइड होता है ये निर्धारित किया जाता है कि अगले,बजट किो है व ेश के लिए समझीए के रेड कयलिए जो बजट बनता है उसके ही े डिसााैइड होता है ये निर्धारित किया जाता है कि अगले,बजट ये है वैसे के लिए समझिए कि रेड का लिए जो बजट बनता है उसके ही डिसाइड होता है ये निर्धारित किया जाता है कि अगले
एेएक वर्ष में ेश के आर्थिक व समझना क्या रहा ो बजट के बारे में,एेएक वर्ष में ेश के आर्थिक व समझना क्या रहा ो बजट के बारे में,एक वर्ष में देश के आर्थिक व समझना क्या रहा वो बजट के बारे में
ामाआप बताजोीव्यापारी है जो मछलबर की व्यापारी हैं उरकार े्या ेकारेाला जो बट ो लेकार क्या कया,ामाआप बताजोीव्यापारी है जो मछलबर की व्यापारी हैं उरकार े्या ेकारेाला जो बट ो लेकार क्या कया,हाँ मतलब की व्यापारी है जो मछलबर की व्यापारी है उर्कार इकार इला जो बट वो लेकार क्या कया
आम आम सनसाकाभी क्या है कहना बजट को लेकर और क्याभभी ोच ै भब हम आपको आज लगातार बता रहे हैं,आम आम सनसाकाभी क्या है कहना बजट को लेकर और क्याभभी ोच ै भब हम आपको आज लगातार बता रहे हैं,आम आम सनसाका अभी क्या है कहना बजट को लेकर और क्या अभी सोच है अभी हम आपको आज लगातार बता रहे हैं
ै मला रादेपी  ा ाेकेश ेवी जयाद ोो जाकमजोिर्मला सीतारमं ौत बजसमेा े सनवउम हैेबज से लोगों कोबहुत ज़्यादा उम्मीदें हैं क्योंकि ीश की अर्थव्यवस्थाी,ै मला रादेपी  ा ाेकेश ेवी जयाद ोो जाकमजोिर्मला सीतारमं ौत बजसमेा े सनवउम हैेबज से लोगों कोबहुत ज़्यादा उम्मीदें हैं क्योंकि ीश की अर्थव्यवस्थाी,मैमला रादेपी जाकेश येवी जयादो जाकम जोर्मला सीतारमंदौत बजसमेह सनवाम हैबजसे लोगों को बहुत ज़्यादा उम्मीदें हैं क्योंकि दीश की अर्थव्यवस्था
आप भी अपने पाक्ष अपने खबासदेश की जनता के समक्ष अननदाताओं के समच्ष रखना चाहते हैं तो साप भी हमारे घरेक्म में जूड़ सकते हैं,आप भी अपने पाक्ष अपने खबासदेश की जनता के समक्ष अननदाताओं के समच्ष रखना चाहते हैं तो साप भी हमारे घरेक्म में जूड़ सकते हैं,आप भी अपने पाक्ष अपने खबास देश की जनता के समक्ष अनुदाताओं के समच्ष रखना चाहते हैं तो साँप भी हमारे घर में जूड़ सकते हैं
हमारे साफ की लोग लाइव कार्यक्रम में जुड़ रहे है आज हमारे कार्यक्रम में जुड़े हुए हैं कैलाश चंड जी,हमारे साफ की लोग लाइव कार्यक्रम में जुड़ रहे है आज हमारे कार्यक्रम में जुड़े हुए हैं कैलाश चंड जी,हमारे साफ़ की लोग लाइव कार्यक्रम में जुड़ रहे हैं आज हमारे कार्यक्रम में जुड़े हुए हैं कैलाश चंड जी
जो हमको लाइव कमेंट में ये लिखकर भेज रहे हैं कि किसानों का तारजमात किया जाए ता में कई और लोग जुड़े हुए हैं जिनका ये कहना है,जो हमको लाइव कमेंट में ये लिखकर भेज रहे हैं कि किसानों का तारजमात किया जाए ता में कई और लोग जुड़े हुए हैं जिनका ये कहना है,जो हमको लाइव कमेंट में ये लिखकर भेज रहे हैं कि किसानों का तारजमात किया जाए ताम में कई और लोग जुड़े हुए हैं जिनका ये कहना है
कि,कि,कि
यदि सांसदों को विधायकों को सुविधाएं मिल सकती हैं बिजली मुक्त मय मिल सकती है तो किसानों को भी,यदि सांसदों को विधायकों को सुविधाएं मिल सकती हैं बिजली मुक्त मय मिल सकती है तो किसानों को भी,यदि सांसदों को विधायकों को सुविधाएं मिल सकती हैं बिजली मुक्त मय मिल सकती है तो किसानों को भी
