One_Shot_Input,One_Shot_Response,Two_Shot_Input,Two_Shot_Response,Three_Shot_Input,Three_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सफाई कराने की आवश्यकता है",सफाई कराने की आवश्यकता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ जी",हांजी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बहुत ज़्यादा अच्छी लगती है हमारे गाँव में बेलगााड़ी है और जब सर्दियों का मौसम आता है तो गाँव में बहुत अच्छा लगता है जब हमारी दादी माँ खाना बना रही होती है या मम्मी जी तो हम चूल्हे के पास बैठकर आग से शिकाई करते हैं जिससे हमें ठंड नहीं लगती है और बहुत ही अच्छा लगता है गाँव जाना",बहुत ज़्यादा अच्छी लगती हैं हमारे गाँव मे बैलगाड़ी है और जब सर्दियों का मौसम आता है तो गाँव में बहुत अच्छा लागत है जब हमारी दादी माँ खाना बना रही होती हैं या मम्मी जी तो हम चूल्हे के पास बैठ कर आग से सिकाई करते हैं जिस से हमें ठंड नहीं लगती है और बहुत ही अच्छा लगता है गाँव जाना,अगर कोई फार्मर इसको लेके ऐजेन प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए,अगर कोई फार्मर इसको लेकर प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए,अगर कोई फार्मर इसको लेकर एजेंट प्रोफेशन या कुछ कमाई का दौर बनाना चाहता है तो उसके लिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी कितना समय लगेगा आपको",जी कितना समय लगेगा आपको,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
रावण दहन करवाया जाता है वैसे ही जो नवरात्रि के बाद है हमारे यहाँ पर आती है दिवाली जो दिवाली कहा जाता है कि इस दिन",रावण दहन करवाया जाता है वैसे ही जो नवरात्रि के बाद है हमारे यहाँ पे आती है दिवाली दिवाली कहा जाता है कि इस दिन,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और सरकारी कार्यालयों में दी जाने वाली सेवाएँ जैसे यहाँ पर प्रत्येक जिलों में मध्य प्रदेश में्लोक सेवा केंद्र आयोग का गठन किया गया है या एक ऑफिस का बनाया गया जिसमें सारे",और सरकारी कार्यालयों में दी जाने वाली सेवाएं जैसे यहाँ पर प्रत्येक जिलों में मध्य प्रदेश में लोक सेवा केंद्र आयोग का गठन किया गया या एक ऑफिस का बनाया गया जिसमें सारे,ये आपको,ये आपको,ये आपको
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कौन कौन सी सब्ज़ी चाहिए",कौन कौन सी सब्जी चाहिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
योजना का आयोजन किया गया है इसमें महिलाओं को हर महीने एक हज़ार रुपय की राशि प्रदान की जा रही है इससे महिलाओं के परिवार की आर्थिक स्थिति में सुधार आया है",योजना का आयोजन किया गया है इसमें महिलाओं को हर महीने एक हज़ार रुपये की राशि प्रदान की जा रही है इससे महिलाओं के परिवार की आर्थिक स्थिति में सुधार आया है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैं बता सकती हूँ छत्तीसगढ़ अरुणाचल प्रदेश तेलेंगाना त्रिपुरा हरियाणा",हाँ मैं बता सकती हूँ छत्‍तीसगढ़ अरुणाचल प्रदेश तेलांगाना त्रिपुरा हरियाणा,किस तरीके का वो होता है,किस तरीके का वो होत है,किस तरह का वो होता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अलग अलग प्रकार के पापड़ बनाए जाते हैं नंबर साथ टूरिस्ट गाइड",अलग अलग प्रकार के पापड़ बनाए जाते हैं नंबर सात टूरिस्‍ट गाइड,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बाढ़ की वजह से हमारे खेतों में बहुत ज़्यादा पानी भर जाता है और कई बार तो मिट्टी इस कलन की वजह से यानी भूस कलन की वजह से हमारे खेत खराब हो जाते हैं जिस वजह से हमारी कृषि में बहुत प्रभाव पड़ता है और बात की जाए जलवायु कृषि तो यह",बाढ़ की वजह से हमारे खेतों में बहुत ज़्यादा पानी भर जाता है और कई बार तो मिट्टी स्‍खलन की वजा से यानी भूस्‍खलन की वजह से हमारे खेत ख़राब हो जाते हैं जिस वजह से हमारी कृषि में बहुत प्रभाव पड़ता है और बात की जाए जलवायु कृषि तो यह,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इलाहा प्रयागराज मिर्ज़ापुर",इल्हा प्रयागराज मिर्ज़ापूर,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबेस्ट है ये आता है डिस्कस फिश रखने के शॉकपे वोइंटरनेट मीडिया पर,तो फाइनली अगर देखेंगे तो अगर जो सीरियस हॉबिस्ट है ये आता है डिस्केस फिश रखने के शॉक पे वो इंटरनेट मीडिया पर,"तो फाइनली अगर देखेंगे तो अगर जो सीरियस टॉपिक है, ये आता है डिस्कस फिश रखने के शौक पर इंटरनेट मीडिया पर।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आठ लाख आठ हजार आठ सौ नवासी छः लाख छः हज़ार छ सौ बहत्तर सात लाख सात हज़ार सात सौ सतहत्तर दो लाख दो हज़ार दो सौ तेरह एक लाख एक हजार एक सौ ग्यारह",आठ लाख आठ हज़ार आठ सौ नवासी छः लाख छः हज़ार छः सौ बहत्तर सात लाख सात हज़ार सात सौ सतहत्तर दो लाख दौ हज़ार दो सौ तेरह एक लाख एक हज़ार एक सौ ग्यारह,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भैया हम तो खुद आएंगे हम तो आएंगे हीे उसक पहुँचाएगा कौन दस कुंटल भंडे",भैया हम तो खुद आएँगे हम तो आएँगे ही उसको पहुँचाएगा कौन दस कुंटल भिंडी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मतलब पॉपुलेेशन के मामले में भी इतना रहता है कि आप एक दूसरे के स्वास्थ्य ये वो ट्रैफ ये मतलब बहुत सारा ऐसा प्रॉब्लम होता है जो शहर का अपन फेस करते हैं तो शहर का तुलना भी गाव से कर नहीं सकते और शहर का वातावरण और इधर का वातावरण में बहुत फ़र्क है और यहाँ का कल्चर मान लीजिए कल्चर का ही बात कर लीजिए कल्चर ऐसा है",मतलब पॉपलेसन के मामले में भी इतना रहता है कि आप एक दुसरे के ओ स्वास्थी ये वो ट्रैपक ये मतलब बहुत सारा ऐसा प्रॉब्लम होता है जो शहर में अपन फेस करते हैं तो शहर का तुलना भी गाँव से कर नहीं सकते और शहर के वातावरण और इधर के वातावरण में बहुत फ़र्क़ है और यहाँ का कल्चर अब मान लीजिए कल्चर की ही बात कर लीजिए कल्चर ऐसा है,कभी आपको ऐसा दिक्कत हुआ या मेरे पास करोड़ों रुपये का ै इतना फिश है,कभी आपको ऐसा दिक्कत हुआ या मेरे पास करोड़ों रुपये का इतना फिश है,"कभी आपको ऐसी दिक्कत हुई या मेरे पास करोड़ों रुपये का है, इतना फिश है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारे रसोई घर में अलग अलग प्रकार के उपकरणों का उपयोग किए जाता है जिसमें आज के समय में इलेक्ट्रॉनिक उपकरण जैसे फ्रिज मिक्सर ओवन माइक्रोवेव आदि का उपयोग किए जाता है",हमारे रसोई घर में अलग अलग प्रकार के उपकरणों का उपयोग किया जाता है जिसमें आज के समय में इलेक्ट्रैनिक उपकरण जैसे फ्रिज मिक्सर ओवन माइक्रोवेव आदि का उपयोग किया जाता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो फ्री कब हो जाओगे आप",तो फ़्री कब हो जाओगे आप,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एऐलेक्सा कोई खबर है",एलेक्सा क्या कोई खबर है,लेकिन हमने जब से शुरूआत किया आइहै मैं एक्सपेंड करता गया फाॉर्म बढ़ाता गया लोकेशन चेंज करता गया,लेकिन हमने जबसे शुरुआत किया है ये मैं एक्स पेंड करते गया फॉर्म बढ़ाता गया लोकेशन चेंज करता गया और,"लेकिन हमने जब से शुरूआत की है, मैं एक्सपैंड करता गया, फॉर्म बढ़ाता गया, लोकेशन चेंज करता गया।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
य ढोला मारुरा यहाँ पर राजस्थान में एक प्रसिद्ध प्रेमी युगल जोड़ा रहा है जिनकी प्रेम कथाओं को पूरे राजस्थान में चित्रकारिता के जरिए भी इनको दर दर्शाया जाता है दिखाया जाता है",ये ढोला मारूरा यहाँ पे राजस्थान में एक प्रसिद्ध प्रेमी युगल जोड़ा रहा है जिनकी प्रेम कथाओं को पूरे राजस्थान में चित्रकारिता के ज़रिए भी इनको दर दर्शाया जाता है दिखाया जाता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ जी बोलो",हाँ जी बोलो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
शिक्षित वर्ग है वो बहुत ही ज़्यादा प्रताड़ित होता जा रहा है जैसे कि कोई",शिक्षित वर्ग है वो बहुत ही ज़्यादा प्रताड़ित होता जा रहा हे जैसे कि कोई,फिश अच्छे से रखना सीख जाए हेल्दी रखे तो,फिश अच्छे से रखना सीख जाए हेल्दी रखें तो,"फिश अच्छे से रखना सीख जाए, हेल्दी रखे तो।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
साफ़ सफाई का बहुत ध्यान रखा जाता है जिसमें सब लोग वहाँ पर जाके बैठते हैं अच्छी अच्छी समाचार सुनने की मिलती है छोटे बड़े बुजुर्ग वहाँ पर सब जाते हैं",साफ़ सफ़ाई का बहुत ध्यान रखा जाता है जिसमें सब लोग वहाँ पर जा कर बैठते हैं अच्छे अच्छे समाचार सुनने की मिलते हैं छोटे बड़े बुज़ुर्ग वहाँ पर सब जाते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पुराने गाने अक्सर संवादिक और महत्वपूर्ण होते हैं जिससे लोग उन्हें समय के साथ भी जो उन्होंने अपनी मान्यता दी हुई है",पुराने गाने अक्सर संवादित और महत्वपूर्ण होते हैं जिससे लोग उन्हें समय के साथ भी जो उन्होंने अपनी मान्यता दी हुई है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लूट के लिए गए अंग्रेजों ने हम पर दो सौ साल तक राज किया जिसका कारण हमें पिछड़ा हु विकास रुक गया उन्होंने कई हमारे कार्यों को रोक लगा दी जिसके कारण हम आगे बढ़ नहीं सके जब अंग्रेजों ने भारत से वापस गए तो उन्होंने भारत को बहुत ही",लूट के ले गए अंग्रेज़ों ने हम पर दो सौ साल तक राज्‍य किया जिसका कारण हमें पिछड़ा हुआ विकास रुक गया उन्‍होंने कई हमारे कार्यों को रोक लगा दी जिस के कारण हम आगे बढ़ नहीं सके जब अंंग्रेज़ों ने भारत से वापस गए तो उन्‍होंने भारत को बहुत ही,कोई भी एक सेगमेंट को लेके गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉनटैक्ट करके पूछ सकते हैं,कोई भी एक सेगमेंट को लेकर गाइडेंस को लेके लोन रिलेटेड सब्सिडी रिलेटेड आप वहां से कॉन्टैक्ट करके पूछ सकते हैं,कोई भी एक सेगमेंट को लेकर गाइडेंस को लेकर लोन रिलेटेड सब्सिडी रिलेटेड आप वहाँ से संपर्क करके पूछ सकते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कलर के",कलर के,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अभी कुछ भी नहीं खाली छत है ऊपर है ना अब अब मुझे एक ही रूम बनाना है है ना",अभी कुछ भी नहीं बना है खाली छत है ऊपर है ना अब अब मुझे एक ही रूम बनाना है है ना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भोपाल में कई सारे गाँव हैं जहाँ पर विभिन्न विभिन्न प्रकार की फसलें उगाई जाती हैं जैसे कि दाल",भोपाल में कई सारे गाँव हैं जहाँ पर विभिन्न विभिन्न प्रकार की फसल उगाई जाती हैं जैसे कि दाल,आपके यहां पर दूसरा हमारा जो ये फॉर्म है,आपके यहां पर दूसरा हमारा जो ये फॉर्म है,आपके यहाँ पर दूसरा जो ये फॉर्म है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वो खानी चाहिए जो है मैं रोज ही चावल खाता हूँ अनाज की रोटी खाता हूँ गेहू की और जो है उसमें दूध है दलिया है",वो खानी चाहिए जो है मैं रोज ही चावल खाता हूँ अनाज की रोटी खाता हूँ गेहूँ की जो है उसमें दूध है दलिया है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ इसलिए मैंने क्या है कि किसी पर्सन ने आपसे ही करवाई थी तो आपका नंबर लिया था उनसे",हाँ इसलिए मैंने क्या है कि किसी पर्सन ने आप से ही करवाई थी तो आपका नंबर लिया था उनसे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
यहाँ की शिल्प कलाकृतियों और चित्रकारिता से प्रभावित होकर ही मैंने अपनी चित्रकारिता में रुचि विकसित हुई",यहाँ की शिल्प कलाकृतियों और चित्रकारिता से प्रभावित होकर ही मैंने अपनी चित्रकारिता में रूचि विकसित हुई,उसको सब सरफेड ड्रिप इरिगेशन बोलते हैं,उसको सबसरफेस ड्रिप इरिगेशन बोलते हैं,उसे सब सफेद ड्रिप इरिगेशन बोलते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मच्छर पन पा न हैं यदि हमारे आसपास गंदगी होगी तो उसमें मच्छर पन पेंगे और मच्छर यदि पन पेंगे तो वो हमें काटेंगे",मच्छर पनपे नहीं यदि हमारे आसपास गंदगी होगी तो उसमें मच्छर पनपेंगे और मच्छर यदि पनपेंगे तो वह हमें काटेंगे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हम अपनी हिंदी भाषा में भी बात कर सकते हैं क्योंकि हर जगह अपनीार मारवाड़ी भाषा भी नहीं होती",तो हम अपनी हिंदी भाषा में भी बात कर सकते हैं क्योंकि हर जगह अपनी मारवाड़ी भाषा भी नहीं होती,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भैया तभी ज़्यादा नहीं लग जा रहा है थोड़ा तभी कम कर दीजिए अपने हिसाब से दोनों मतलब दो दो के जी करके कम कर दीजिए",भैया तभी ज़्यादा नहीं लग जा रहा है थोड़ा तभी कम कर दीजिए अपने हिसाब से दोनों मतलब दो दो के जी करके कम कर दीजिये,दस से बीस हजार तक जाता है,दस से बीस हजार तक जाता है,दस से बीस हजार तक जाता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मुझे बहुत मैंने बहुत सारे अपने जीवन में डांस किया नृत्य किया है तरीके का नृत्य में जैसे हिप हॉप डांस हो क्लासिकल डांस हो",मुझे बहुत मैंने बहुत सारे अपने जीवन में डांस किया नृत्य किया है हर तरीक़े का नृत्य में जैसे हिपहॉप डांस हो क्लासिकल डांस हो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अरे मैडम इतना तो पैसे ज़्यादा ले रहे हो आप",अरे मैडम इतना तो पैसे ज़्यादा ले रहे हो आप,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उन्नीस सौ सतहत्तर पाँच हज़ार पाँच सौ पचपन दस हज़ार",उन्नीस सौ सतहत्तर पांच हजार पाँच सौ पचपन दस हजार,कई बार,कई बार,कई बार
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मतलब जो दबई हो गया और मेडिकल सेवाएँ हो गई",मतलब जो दवाई हो गया और मेडिकल सेवाऍं हो गई,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इस इससे हम दोनों भाई बहनों की बहुत ही मतलब लड़ाई हो जाती है कि मैं बोल रही हूँ आप सुन नहीं रहे हो जल्दी जल्दी करो",इस इससे हम न दोनों भाई बहनों की बहुत ही मतलब लड़ाई हो जाती है कि मैं बोल रहीं हूँ आप सुन नहीं रहे हो जल्दी जल्दी करो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हलो",हैलो,जो कौरो थे,जो कौरों थे,जो कौर थे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
रेडियो पे रेडियो मिर्ची लगाओ",रेडिओ पे रेडिओ मिर्ची लगाओ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
साबित हुआ और वह मेरे करियर को आज तक लाभदायक बनाता जा रहा है उनसे जो कुछ भी मैंने सीखा मैंने अपने स्कूल लाइफ में उसका अच्छे बहुत ही अच्छे तरीके से उपयोग किया मेरे घर से थोड़ी दूरी पर एक कॉलेज है",साबित हुआ और वह मेरे करियर को आज तक लाभदायक बनाता जा रहा है उनसे जो कुछ भी मैंने सीखा मैंने अपने स्कूल लाइफ़ में उसका अच्छे बहुत ही अच्छे तरीके से उपयोग किया मेरे घर से थोड़ी दूरी पर एक कॉलेज है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ट्रोबल कार भी देता",अप्रूवल कर भी देता,वो पाडमों को,वो पाडवों को,वो पद्मों को
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठक",ओके सर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और वहाँ का खाने में भी मोटा अनाज खाते हैं हम लोगों ने वहाँ पर मक्के की रोटी खाई थी और छोटे चेरी टमाटर की चटनी खाई थी",और वहाँ का खाने में भी मोटा अनाज खाते हैं हम लोगों ने वहाँ पर मक्‍के की रोटी खाई थी और छोटे चेरी टमाटर की चटनी खाई थी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मेरी एक पसंदीदा हिंदी की जो कहावत है या फिर मुहावरे हैं वो है",हाँ मेरी एक पसंदीदा हिंदी की जो कहावतें है या फिर मुहावरें हैं वो हैं,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है,खेती के साथ कुछ ऐसा ही है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ चार बजे और कम नहीं होगा इसमें कुछ",हाँ चार बजे और कम नहीं होगा इस में कुछ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आगे ये ना हो आगे लोग य सोचने से डरें कि अगर हम कुछ करेंगे तो हमें ब चौराहे प गोली मार दिया जाएगा इससे हमारे बहन बेटियाँ सुरक्षित और सर ऊचा के कहीं भी घूम सकती हैं",आगे ये ना हो आगे लोग ये सोचने से डरें कि अगर हम कुछ करेंगे तो हमें बीच चौराहे पर गोली मार दी जाएगी इस से हमारे बहन बेटियाँ सुरक्षित और सर ऊँचा कर के कहीं भी घूम सकती हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
देविका जोश को चार जीरो जीरो जीरो जीरो रुपये की राशि ट्रांसफ़र करें और पूरे साल के लिए हर महीने इसका एक चौथाई हिस्सा स्वतः चुकाएँ",देविका जोशी को चार जीरो जीरो जीरो जीरो रुपए की राशि ट्रांसफ़र करें और पूरे साल के लिए हर महीने इसका एक चौथाई हिस्सा स्वतः चुकाएं,जिसको तांस का पत्ता चोरी करना आता है,जिसको तांस का पत्ता चोरी करना आता है,जिसको ताश का पत्ता चोरी करना आता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैम हमें दो केक चाहिए थे आपके यहाँ एम एल के जिसमें पहले केक का नाम मैम",मैम हमें दो केक चाहिए थे आपके यहाँ से एम एल के जिसमें पहले केक का नाम मैम,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भारत पाकिस्तान नेपाल चीन अमेरिका",भारत पाकिस्तान नेपाल चीन अमेरिका,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पारक जाया करो सुबह सुबह जो सुबह सुबह सूरज होता है न सूरज की तली किरणँ निकलती हैं उसमें एक्सरसाइज़ किया करो",पारक जाया करो सुबह सुबह जो सुबह सुबह सूरज होता है ना सूरज की पहली किरणें निकलती हैं उसमें एक्सर्साइज किया करो,और उन बातों के पीछे काआर्थ यही होता है कि कोई न कोई चीज उसको बेंची जाती है क्या तो प्लांटिंग मैटीरियल बेंचा जाता है या,और उन बातों के पीछे का अर्थ यही होता है कि कोई न कोई चीज उसको बेची जाती है या तो प्लांटिंग मटीरियल बेंचा जाता है या,"और उन बातों के पीछे का अर्थ यही होता है कि कोई न कोई चीज उसको बेची जाती है, क्या तो प्लांटिंग मटेरियल बेचा जाता है या"
